currentTime,core0Usage(%),core1Usage(%),core2Usage(%),core3Usage(%),totalCpuUsage(%),totalMemory,availableMemory,usedMemory,percentageMemory(%),buffersMemory,cachedMemory,totalSwap,freeSwap,usedSwap,percentageSwap(%),totalExt4Partition,usedExt4Partition,freeExt4Partition,percentageExt4Partition(%),totalBootPartition,usedBootPartition,freeBootPartition,percentageBootPartition(%),total_IO_read,total_IO_write
2021-07-06 16:51:10.133054,1.2,2.1,2.7,1.4,50.0,3979698176,3366408192,495276032,15.4,73064448,1373794304,104853504,104853504,0,0.0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,83732480
2021-07-06 16:52:10.215368,1.2,2.0,2.6,1.7,50.0,3979698176,3366445056,495247360,15.4,73080832,1373798400,104853504,104853504,0,0.0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,83773440
2021-07-06 16:53:10.252538,0.9,2.2,2.6,1.8,50.0,3979698176,3366469632,495222784,15.4,73105408,1373798400,104853504,104853504,0,0.0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,83830784
2021-07-06 16:54:10.283745,0.7,2.2,2.6,1.7,33.3,3979698176,3366748160,494944256,15.4,73121792,1373802496,104853504,104853504,0,0.0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,83867648
2021-07-06 16:55:10.365890,0.8,2.5,2.3,2.0,66.7,3979698176,3365986304,495689728,15.4,73146368,1373806592,104853504,104853504,0,0.0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,83929088
2021-07-06 16:56:10.447975,0.8,1.7,2.5,2.2,50.0,3979698176,3366785024,494927872,15.4,73162752,1373777920,104853504,104853504,0,0.0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,83965952
2021-07-06 16:57:10.530469,0.9,2.4,2.6,1.4,50.0,3979698176,3366547456,495136768,15.4,73179136,1373810688,104853504,104853504,0,0.0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,84006912
2021-07-06 16:58:10.609625,0.7,2.7,2.1,1.9,33.3,3979698176,3366572032,495120384,15.4,73195520,1373810688,104853504,104853504,0,0.0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,84047872
2021-07-06 16:59:10.688769,0.7,2.5,2.3,1.5,50.0,3979698176,3366572032,495104000,15.4,73211904,1373810688,104853504,104853504,0,0.0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,84088832
2021-07-06 17:00:10.768055,0.9,2.5,2.2,1.5,60.0,3979698176,3366858752,494829568,15.4,73228288,1373810688,104853504,104853504,0,0.0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,84137984
2021-07-06 17:01:10.847140,0.8,2.9,2.1,1.5,50.0,3979698176,3367137280,494555136,15.4,73244672,1373810688,104853504,104853504,0,0.0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,84170752
2021-07-06 17:02:10.871690,0.8,2.4,2.9,1.5,40.0,3979698176,3366629376,495054848,15.4,73261056,1373810688,104853504,104853504,0,0.0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,84211712
2021-07-06 17:03:10.954516,1.1,2.1,2.7,1.6,40.0,3979698176,3366137856,495583232,15.4,73277440,1373782016,104853504,104853504,0,0.0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,84252672
2021-07-06 17:04:11.036262,0.6,2.5,2.1,2.2,66.7,3979698176,3365896192,495796224,15.4,73293824,1373810688,104853504,104853504,0,0.0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,84293632
2021-07-06 17:05:11.073147,0.7,2.9,2.3,1.4,50.0,3979698176,3366682624,494993408,15.4,73318400,1373814784,104853504,104853504,0,0.0,15379681280,13012066304,1690877952,88.5,264289280,30773248,233516032,11.6,1336157696,84359168
