"Id","Watt","currentTime","core0Usage...","core1Usage...","core2Usage...","core3Usage...","totalCpuUsage...","totalMemory","availableMemory","usedMemory","percentageMemory...","buffersMemory","cachedMemory","totalSwap","freeSwap","usedSwap","percentageSwap...","totalExt4Partition","usedExt4Partition","freeExt4Partition","percentageExt4Partition...","totalBootPartition","usedBootPartition","freeBootPartition","percentageBootPartition...","total_IO_read","total_IO_write","Time"
1,"2.90","2021-06-30 16:37:37.982617",1,2.5,3,10.3,40,3979698176,3369934848,491040768,15.3,61997056,1228795904,104853504,104853504,0,0,15379681280,12276289536,2426654720,83.5,264289280,30773248,233516032,11.6,1185888768,66933760,0
2,"2.90","2021-06-30 16:38:38.070954",0.9,2.4,2.1,1.2,57.1,3979698176,3369000960,491974656,15.3,62013440,1228795904,104853504,104853504,0,0,15379681280,12276289536,2426654720,83.5,264289280,30773248,233516032,11.6,1185888768,66978816,1.00147228638331
3,"3.10","2021-06-30 16:39:38.111201",27,5.4,8.3,10.7,33.3,3979698176,3337248768,519561216,16.1,62095360,1233047552,104853504,104853504,0,0,15379681280,12276305920,2426638336,83.5,264289280,30773248,233516032,11.6,1185888768,67232768,2.00214306910833
4,"3.50","2021-06-30 16:40:38.182429",7.5,10.8,8.4,5.7,66.7,3979698176,3333410816,522334208,16.2,62185472,1234055168,104853504,104853504,0,0,15379681280,12276314112,2426630144,83.5,264289280,30773248,233516032,11.6,1185888768,67499008,3.00333020289739
5,"3.60","2021-06-30 16:41:38.209142",8.8,8.4,6.2,8.3,66.7,3979698176,3332407296,523337728,16.3,62267392,1234067456,104853504,104853504,0,0,15379681280,12276314112,2426630144,83.5,264289280,30773248,233516032,11.6,1185888768,67953664,4.00377541780472
6,"3.60","2021-06-30 16:42:38.275102",7.9,8.5,8.6,7.2,50,3979698176,3332345856,521822208,16.3,62353408,1235722240,104853504,104853504,0,0,15379681280,12276334592,2426609664,83.5,264289280,30773248,233516032,11.6,1185888768,68211712,5.00487474997838
7,"3.60","2021-06-30 16:43:38.346564",6.9,7.9,7.1,9.7,66.7,3979698176,3332907008,522829824,16.3,62443520,1234108416,104853504,104853504,0,0,15379681280,12276342784,2426601472,83.5,264289280,30773248,233516032,11.6,1185888768,68457472,6.00606578588486
8,"3.50","2021-06-30 16:44:38.416695",8.2,9.8,6.6,7.4,0,3979698176,3331960832,523235328,16.3,62533632,1234644992,104853504,104853504,0,0,15379681280,12276338688,2426605568,83.5,264289280,30773248,233516032,11.6,1185888768,68695040,7.00723463694255
9,"3.50","2021-06-30 16:45:38.468645",7.6,9.5,9.6,5.5,33.3,3979698176,3331862528,523866112,16.3,62615552,1234190336,104853504,104853504,0,0,15379681280,12276355072,2426589184,83.5,264289280,30773248,233516032,11.6,1185888768,68916224,8.00810046990713
10,"3.60","2021-06-30 16:46:38.520765",8,9.8,5.4,7.9,50,3979698176,3332378624,522842112,16.3,62697472,1234649088,104853504,104853504,0,0,15379681280,12276359168,2426585088,83.5,264289280,30773248,233516032,11.6,1185888768,69157888,9.00896913607915
11,"3.60","2021-06-30 16:47:38.589937",7.8,10.8,7.4,6.5,50,3979698176,3332276224,522407936,16.3,62787584,1235251200,104853504,104853504,0,0,15379681280,12276367360,2426576896,83.5,264289280,30773248,233516032,11.6,1185888768,69403648,10.0101220011711
