imageCounter,currentTime,meanNetworkDelay,meanResponseTime
1,2021-05-29 14:07:55.572191,3.103713274002075,3.292766571044922
2,2021-05-29 14:07:55.886209,3.110163450241089,3.218467116355896
3,2021-05-29 14:07:56.381344,3.1082085768381753,3.1894583702087402
4,2021-05-29 14:07:56.876042,3.1061443090438843,3.1739455461502075
5,2021-05-29 14:07:57.465705,3.116676425933838,3.176360845565796
6,2021-05-29 14:07:58.030940,3.120555837949117,3.1751006046930947
7,2021-05-29 14:07:58.463124,3.1181012902941023,3.1688580172402516
8,2021-05-29 14:07:58.990912,3.1169093251228333,3.1654094457626343
9,2021-05-29 14:07:59.627365,3.132092926237318,3.1781062285105386
10,2021-05-29 14:07:59.995169,3.131522464752197,3.175724673271179
11,2021-05-29 14:08:00.627836,3.1393008448860864,3.181950417431918
12,2021-05-29 14:08:00.993941,3.137715458869934,3.1790553530057273
13,2021-05-29 14:08:01.647383,3.14675235748291,3.187021017074585
14,2021-05-29 14:08:02.015729,3.1439840282712663,3.1833817958831787
15,2021-05-29 14:08:02.637421,3.148355182011922,3.186890188852946
16,2021-05-29 14:08:03.081888,3.149492099881172,3.187339335680008
17,2021-05-29 14:08:03.714840,3.1576533177319694,3.1949084646561565
18,2021-05-29 14:08:04.103266,3.157432953516642,3.1945412953694663
19,2021-05-29 14:08:04.686312,3.1617858535365055,3.1983440047816227
20,2021-05-29 14:08:05.202651,3.166495156288147,3.2026408910751343
21,2021-05-29 14:08:05.563762,3.1639311654227122,3.199643997918992
22,2021-05-29 14:08:06.104956,3.1629704995588823,3.198312661864541
23,2021-05-29 14:08:06.590672,3.161262273788452,3.1962707975636357
24,2021-05-29 14:08:07.069277,3.159213046232859,3.1939190526803336
25,2021-05-29 14:08:07.620061,3.1580366611480715,3.1924352550506594
26,2021-05-29 14:08:08.105245,3.156189515040471,3.1903135226323056
27,2021-05-29 14:08:08.618724,3.1545135268458613,3.1891759324956825
28,2021-05-29 14:08:09.113237,3.1531549266406467,3.187766032559531
29,2021-05-29 14:08:09.617667,3.1518779047604264,3.1862313418552795
30,2021-05-29 14:08:10.122235,3.15102694829305,3.1851775884628295
31,2021-05-29 14:08:10.629580,3.150466557471983,3.184385076645882
32,2021-05-29 14:08:11.284990,3.151116296648979,3.1848089024424553
33,2021-05-29 14:08:11.769411,3.1497205820950596,3.183230002721151
34,2021-05-29 14:08:12.191790,3.1488625442280487,3.1821814004112694
35,2021-05-29 14:08:12.811366,3.149233913421631,3.1824068069458007
36,2021-05-29 14:08:13.285488,3.14862730105718,3.1816042727894254
37,2021-05-29 14:08:13.717085,3.147278611724441,3.180135288754025
38,2021-05-29 14:08:14.320665,3.1479615663227283,3.180865432086744
39,2021-05-29 14:08:15.248480,3.149187833834917,3.1819289464216967
40,2021-05-29 14:08:15.759765,3.1505076944828034,3.1830820798873902
41,2021-05-29 14:08:16.272615,3.1517017469173525,3.18415626665441
42,2021-05-29 14:08:17.121523,3.152867975689116,3.1852032400312877
43,2021-05-29 14:08:17.662746,3.1539884888848593,3.1862101554870605
44,2021-05-29 14:08:18.277254,3.154416702010415,3.186533960429105
45,2021-05-29 14:08:19.060774,3.1550480365753173,3.187078523635864
46,2021-05-29 14:08:19.249289,3.154516515524491,3.186428945997487
47,2021-05-29 14:08:19.755074,3.153364338773362,3.1851601499192257
48,2021-05-29 14:08:20.249913,3.1521145006020865,3.183970565597216
49,2021-05-29 14:08:20.808982,3.151093989002461,3.1847056418049093
50,2021-05-29 14:08:21.231209,3.150174717903137,3.1836578607559205
51,2021-05-29 14:08:21.752372,3.1491028467814126,3.1824766748091755
52,2021-05-29 14:08:22.268611,3.1483891101983876,3.1816557599948
53,2021-05-29 14:08:22.785119,3.147512912750244,3.1806692672225663
54,2021-05-29 14:08:23.273608,3.1465808815426297,3.1796379177658647
55,2021-05-29 14:08:23.791120,3.1457077286460184,3.178668720071966
56,2021-05-29 14:08:24.300237,3.1452557061399733,3.17811495917184
57,2021-05-29 14:08:24.831647,3.1444592601374577,3.1772138612312184
58,2021-05-29 14:08:25.324084,3.1439290745504973,3.1765972745829614
59,2021-05-29 14:08:25.841723,3.1433328087046997,3.176008070929576
60,2021-05-29 14:08:26.346122,3.1428217848141986,3.175445810953776
61,2021-05-29 14:08:26.845271,3.1422958843043594,3.174842885283173
62,2021-05-29 14:08:27.354026,3.1417132077678556,3.174178696447803
63,2021-05-29 14:08:27.864038,3.141112036175198,3.173481721726675
64,2021-05-29 14:08:28.350245,3.140536282211542,3.1728279888629913
65,2021-05-29 14:08:28.867916,3.1397913969480076,3.171994975896982
66,2021-05-29 14:08:29.358552,3.1391194842078467,3.1712470704858955
67,2021-05-29 14:08:29.903260,3.138550879350349,3.1706017309160375
68,2021-05-29 14:08:30.413958,3.13797387305428,3.1699607056729935
69,2021-05-29 14:08:30.921849,3.137465667033541,3.1694944457731387
70,2021-05-29 14:08:31.412317,3.1369598014014106,3.1689088208334786
71,2021-05-29 14:08:31.924188,3.1365111948738638,3.168387983886289
72,2021-05-29 14:08:32.408761,3.1360227465629578,3.167831460634867
73,2021-05-29 14:08:32.932539,3.1356063085059596,3.1673584115015316
74,2021-05-29 14:08:33.427479,3.135236810993504,3.1669146209149748
75,2021-05-29 14:08:33.945031,3.135087416966756,3.1666985988616942
76,2021-05-29 14:08:34.460013,3.134686564144335,3.166250263389788
77,2021-05-29 14:08:34.980845,3.13442282552843,3.165955760262229
78,2021-05-29 14:08:35.512658,3.134429540389623,3.1659094278629007
79,2021-05-29 14:08:36.001260,3.1341112233415434,3.16562689708758
80,2021-05-29 14:08:36.476038,3.133744740486145,3.1652235597372056
81,2021-05-29 14:08:37.011979,3.1334875248096608,3.1649119029810397
82,2021-05-29 14:08:37.491674,3.1331168471313102,3.164499125829557
83,2021-05-29 14:08:38.031708,3.1329245337520737,3.164264811090676
84,2021-05-29 14:08:38.495635,3.1325137388138544,3.1638048716953824
85,2021-05-29 14:08:39.008231,3.1322464858784396,3.163483810424805
86,2021-05-29 14:08:39.524293,3.1319070804950804,3.1630932563959164
87,2021-05-29 14:08:40.033882,3.131629623215774,3.1627715675310157
88,2021-05-29 14:08:40.521731,3.1311582299796017,3.162257180972533
89,2021-05-29 14:08:41.053661,3.1308440304874035,3.161982605966289
90,2021-05-29 14:08:41.566720,3.130713102552626,3.1618180884255302
91,2021-05-29 14:08:42.063728,3.1304968241806868,3.161562204360962
92,2021-05-29 14:08:42.571315,3.130321069903996,3.1613411799721094
93,2021-05-29 14:08:43.084526,3.130113855484993,3.161092840215211
94,2021-05-29 14:08:43.594666,3.1297825245147055,3.160725000056815
95,2021-05-29 14:08:44.091128,3.129504341828196,3.1604054450988768
96,2021-05-29 14:08:44.624686,3.1293884068727493,3.160252104202906
97,2021-05-29 14:08:45.121361,3.129089623382411,3.1599116472853828
98,2021-05-29 14:08:45.639614,3.1288234384692446,3.1596128599984303
99,2021-05-29 14:08:46.153354,3.128504940957734,3.159327745437622
100,2021-05-29 14:08:46.678216,3.1282970666885377,3.1591039371490477
101,2021-05-29 14:08:47.208666,3.1283998961495882,3.159166723194689
102,2021-05-29 14:08:47.678230,3.1281844003527772,3.1589081824994554
103,2021-05-29 14:08:48.185715,3.1280083054477728,3.158706780776237
104,2021-05-29 14:08:48.697553,3.12784397143584,3.15851435982264
105,2021-05-29 14:08:49.212167,3.1277970995221818,3.158429763430641
106,2021-05-29 14:08:49.698617,3.127545563679821,3.1581350947326086
107,2021-05-29 14:08:50.192919,3.127316274375559,3.157875956775986
108,2021-05-29 14:08:50.727139,3.1271264221933155,3.1576627868193166
109,2021-05-29 14:08:51.232208,3.1268731847815556,3.1574484864506154
110,2021-05-29 14:08:51.740748,3.126779007911682,3.1573187177831477
111,2021-05-29 14:08:52.273234,3.12670948698714,3.1572263455605722
112,2021-05-29 14:08:52.775216,3.1265196800231934,3.157015174627304
113,2021-05-29 14:08:53.290195,3.1265120337494707,3.156982061082283
114,2021-05-29 14:08:53.801056,3.1264193978225974,3.1568702438421417
115,2021-05-29 14:08:54.331097,3.1262739015662153,3.1566932118457296
116,2021-05-29 14:08:54.821798,3.126231756703607,3.1566275481520027
