imageCounter,currentTime,meanNetworkDelay,meanResponseTime
1,2021-05-24 15:30:17.153565,1.6969060897827148,1.9726533889770508
2,2021-05-24 15:30:17.398973,1.6956844329833984,1.8462896347045898
3,2021-05-24 15:30:17.917687,1.6967465082804363,1.8053468068440754
4,2021-05-24 15:30:18.422931,1.696750521659851,1.7841829061508179
5,2021-05-24 15:30:18.952068,1.703614091873169,1.778675365447998
6,2021-05-24 15:30:19.432879,1.7033156951268513,1.7699470122655232
7,2021-05-24 15:30:19.914395,1.7023850168500627,1.7629600933619909
8,2021-05-24 15:30:20.468788,1.704098403453827,1.7607061266899109
9,2021-05-24 15:30:20.954923,1.7029754320780437,1.7560050752427843
10,2021-05-24 15:30:21.465901,1.702077865600586,1.7522902488708496
11,2021-05-24 15:30:21.974967,1.7020798813213,1.7499963586980647
12,2021-05-24 15:30:22.480790,1.7013418873151143,1.7473784883817036
13,2021-05-24 15:30:23.105696,1.7036062754117525,1.7480571820185735
14,2021-05-24 15:30:23.496405,1.7032364095960344,1.746263861656189
15,2021-05-24 15:30:24.047138,1.7027607123057047,1.7446719646453857
16,2021-05-24 15:30:24.533845,1.702392503619194,1.743232175707817
17,2021-05-24 15:30:25.025664,1.7018347908468807,1.7417208166683422
18,2021-05-24 15:30:25.548337,1.7017586098776922,1.7411395046446059
19,2021-05-24 15:30:26.038498,1.7013118643509715,1.7398920686621415
20,2021-05-24 15:30:26.551439,1.7009819984436034,1.7388477206230164
21,2021-05-24 15:30:27.072730,1.7005314032236736,1.7377457051050096
22,2021-05-24 15:30:27.571940,1.700402628291737,1.7370713298971003
23,2021-05-24 15:30:28.068156,1.7001570929651675,1.736284867576931
24,2021-05-24 15:30:28.566688,1.6998364229996998,1.7354613641897838
25,2021-05-24 15:30:29.097142,1.6995040035247804,1.7346853637695312
26,2021-05-24 15:30:29.582181,1.6992655717409575,1.7340212143384492
27,2021-05-24 15:30:30.109313,1.6991135014428034,1.7334941846353036
28,2021-05-24 15:30:30.588553,1.6990216289247786,1.7332670773778642
29,2021-05-24 15:30:31.117440,1.698809500398307,1.7327336853948132
30,2021-05-24 15:30:31.617219,1.6986924568812052,1.7322745323181152
31,2021-05-24 15:30:32.102085,1.6985273899570588,1.7318033556784354
32,2021-05-24 15:30:32.632004,1.6983773931860924,1.7313693016767502
33,2021-05-24 15:30:33.137253,1.698265263528535,1.7309614745053379
34,2021-05-24 15:30:33.633117,1.6982956633848303,1.7307349583681892
35,2021-05-24 15:30:34.160111,1.6981327261243548,1.7303626605442592
36,2021-05-24 15:30:34.682042,1.6988078422016568,1.7308125495910645
37,2021-05-24 15:30:35.188898,1.6992873178946006,1.731108162854169
38,2021-05-24 15:30:35.696867,1.6991621004907709,1.7310083100670262
39,2021-05-24 15:30:36.183616,1.6991196045508752,1.7307519423655975
40,2021-05-24 15:30:36.695342,1.6991102695465088,1.730548131465912
41,2021-05-24 15:30:37.171076,1.6989656076198671,1.7302167008562785
42,2021-05-24 15:30:37.682113,1.6988458065759569,1.7299379394167946
43,2021-05-24 15:30:38.236090,1.6991736611654593,1.730101324791132
44,2021-05-24 15:30:38.720003,1.6994961500167847,1.7302791747179898
45,2021-05-24 15:30:39.194366,1.6995369858211942,1.7301694340176053
46,2021-05-24 15:30:39.738758,1.6998817868854688,1.7304027495176897
47,2021-05-24 15:30:40.221016,1.6998235824260306,1.730195938272679
48,2021-05-24 15:30:40.738669,1.6997292687495549,1.7301203707853954
49,2021-05-24 15:30:41.335323,1.6995387661213777,1.7316319796503807
50,2021-05-24 15:30:41.739603,1.6994823360443114,1.7314164733886719
51,2021-05-24 15:30:42.254038,1.6993569065542782,1.7311346811406754
52,2021-05-24 15:30:42.751787,1.6993381793682392,1.7309728998404283
53,2021-05-24 15:30:43.258918,1.6992248274245352,1.7307136013822735
54,2021-05-24 15:30:43.778912,1.6991965638266668,1.7305385271708171
55,2021-05-24 15:30:44.244338,1.6991146607832475,1.7303171894767069
56,2021-05-24 15:30:44.774359,1.6990434186799186,1.7301153583186013
57,2021-05-24 15:30:45.283179,1.6989737435391075,1.7299147739745022
58,2021-05-24 15:30:45.761009,1.6989778444684784,1.7297956820192009
59,2021-05-24 15:30:46.293546,1.6989770582166768,1.7297820115493516
60,2021-05-24 15:30:46.802697,1.6991172711054483,1.7298205335934957
61,2021-05-24 15:30:47.286665,1.6990589274734746,1.729662781856099
