imageCounter,currentTime,meanNetworkDelay,meanResponseTime
1,2021-05-29 14:39:34.826035,2.7563576698303223,2.9417896270751953
2,2021-05-29 14:39:35.656585,2.758290410041809,2.8631421327590942
3,2021-05-29 14:39:36.657737,2.759549299875895,2.8375802834828696
4,2021-05-29 14:39:37.653184,2.757603943347931,2.8223105669021606
5,2021-05-29 14:39:38.672328,2.757365894317627,2.813939619064331
6,2021-05-29 14:39:39.806445,2.757379333178202,2.808554927508036
7,2021-05-29 14:39:40.725373,2.757321391786848,2.804621492113386
8,2021-05-29 14:39:41.724055,2.7566946744918823,2.801475763320923
9,2021-05-29 14:39:42.724170,2.756724172168308,2.799176878399319
10,2021-05-29 14:39:43.734242,2.7572908878326414,2.7978570222854615
11,2021-05-29 14:39:44.732905,2.756822629408403,2.7958525961095635
12,2021-05-29 14:39:45.754153,2.75698713461558,2.794737776120504
13,2021-05-29 14:39:46.752422,2.7568334065950832,2.7935528571789083
14,2021-05-29 14:39:47.759768,2.756828393254961,2.7926533222198486
15,2021-05-29 14:39:48.767307,2.756673749287923,2.7917588551839194
16,2021-05-29 14:39:49.810600,2.756833240389824,2.79125714302063
17,2021-05-29 14:39:50.784185,2.756954137016745,2.790771624621223
18,2021-05-29 14:39:51.797547,2.7568422291013928,2.790441115697225
19,2021-05-29 14:39:52.790908,2.75675724682055,2.789823243492528
20,2021-05-29 14:39:53.814538,2.756877613067627,2.7894451022148132
21,2021-05-29 14:39:54.997757,2.756819384438651,2.788987613859631
22,2021-05-29 14:39:55.828571,2.7566717971454966,2.788495258851485
23,2021-05-29 14:39:56.840514,2.75677404196366,2.788260573926179
24,2021-05-29 14:39:57.834932,2.7565563122431436,2.787690222263336
25,2021-05-29 14:39:58.842729,2.756649570465088,2.7874696540832518
26,2021-05-29 14:39:59.840244,2.7565330817149234,2.7870718515836277
27,2021-05-29 14:40:00.857740,2.7565571290475352,2.786851026393749
28,2021-05-29 14:40:01.871880,2.756613407816206,2.786916196346283
29,2021-05-29 14:40:02.868534,2.7566847801208496,2.7867810561739166
30,2021-05-29 14:40:03.875063,2.7566922823588054,2.7865951379140217
31,2021-05-29 14:40:04.883280,2.756656615964828,2.7864147693880144
32,2021-05-29 14:40:05.908074,2.7565124854445457,2.786132574081421
33,2021-05-29 14:40:07.017344,2.7595083641283438,2.7889761274511162
34,2021-05-29 14:40:07.913264,2.7592935351764454,2.7886187469258026
35,2021-05-29 14:40:08.923225,2.7591412544250487,2.7883016858782086
36,2021-05-29 14:40:09.930155,2.759067051940494,2.788131852944692
37,2021-05-29 14:40:10.933230,2.7589371784313306,2.7878764706688957
38,2021-05-29 14:40:11.947180,2.7589355644426847,2.787967738352324
39,2021-05-29 14:40:12.950089,2.758799834129138,2.7877062406295385
40,2021-05-29 14:40:13.963444,2.758808785676956,2.7876013219356537
41,2021-05-29 14:40:14.968944,2.758688659202762,2.787364389838242
42,2021-05-29 14:40:15.993049,2.758881756237575,2.787440685998826
43,2021-05-29 14:40:16.994489,2.758834999661113,2.787304395853087
44,2021-05-29 14:40:18.001901,2.758770753036846,2.7871388738805596
45,2021-05-29 14:40:19.003394,2.7586685869428846,2.78695158428616
46,2021-05-29 14:40:20.020541,2.7585994316184004,2.786794709122699
47,2021-05-29 14:40:21.032284,2.758505846591706,2.78661910016486
48,2021-05-29 14:40:22.047903,2.758482977747917,2.7866508265336356
49,2021-05-29 14:40:23.158899,2.7584840326893088,2.7884586295303033
50,2021-05-29 14:40:24.059712,2.7584390354156496,2.788329758644104
51,2021-05-29 14:40:25.072781,2.7585147455626844,2.7882998316895726
52,2021-05-29 14:40:26.064410,2.7583867724125204,2.788087927378141
53,2021-05-29 14:40:27.071902,2.7583330622259177,2.7879228636903584
54,2021-05-29 14:40:28.085248,2.7583471227575234,2.7878305823714644
55,2021-05-29 14:40:29.101791,2.758304821361195,2.787683057785034
56,2021-05-29 14:40:30.118803,2.758431170667921,2.7877065241336823
57,2021-05-29 14:40:31.127018,2.7585168512243974,2.787689581251981
58,2021-05-29 14:40:32.119822,2.758432548621605,2.7875217980351943
59,2021-05-29 14:40:33.128149,2.7583058729010115,2.787398617146379
60,2021-05-29 14:40:34.210877,2.759483023484548,2.788496212164561
61,2021-05-29 14:40:35.141223,2.7594140123148434,2.7883566363913115
62,2021-05-29 14:40:36.162555,2.7594312852428806,2.7883043866003714
63,2021-05-29 14:40:37.174962,2.7595779328119185,2.788373587623475
64,2021-05-29 14:40:38.246316,2.759559717029333,2.7882754802703857
65,2021-05-29 14:40:39.180235,2.759518157518827,2.7881642268254208
66,2021-05-29 14:40:40.191158,2.759422840494098,2.7879906170295947
67,2021-05-29 14:40:41.202420,2.7593665478834466,2.7878571303922737
68,2021-05-29 14:40:42.268754,2.759284520850462,2.787705719470978
69,2021-05-29 14:40:43.232168,2.7592727792435796,2.787716053534245
70,2021-05-29 14:40:44.228436,2.7591827596936906,2.787554158483233
71,2021-05-29 14:40:45.252732,2.7591804551406645,2.7875070974860394
72,2021-05-29 14:40:46.247958,2.759140325917138,2.7874081664615207
73,2021-05-29 14:40:47.259796,2.7590377690040904,2.7872525927138656
74,2021-05-29 14:40:48.316683,2.7590503241564774,2.787212619910369
75,2021-05-29 14:40:49.306077,2.758961451848348,2.7870683447519937
