"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","ClassificationTime","Platform","Algorithm","Size","Workload"
1,"2021-07-21 17:10:35.614314",11.4564085006714,11.4725387096405,"0:00:00.015821",0,0.015821,"EDGE","CNN","8",1
2,"2021-07-21 17:10:35.636080",10.4008810520172,10.4169752597809,"0:00:00.015567",0.000362765789031982,0.015567,"EDGE","CNN","8",1
3,"2021-07-21 17:10:35.661725",9.72550574938456,9.74336409568787,"0:00:00.020764",0.000790182749430339,0.020764,"EDGE","CNN","8",1
4,"2021-07-21 17:10:35.709840",9.14570891857147,9.16945463418961,"0:00:00.040800",0.00159209966659546,0.0408,"EDGE","CNN","8",1
5,"2021-07-21 17:10:35.780003",8.59904036521912,8.63030996322632,"0:00:00.060830",0.00276148319244385,0.06083,"EDGE","CNN","8",1
6,"2021-07-21 17:10:35.865414",8.08249302705129,8.11907056967417,"0:00:00.060233",0.00418499708175659,0.060233,"EDGE","CNN","8",1
7,"2021-07-21 17:10:35.939139",7.58330580166408,7.62054215158735,"0:00:00.040724",0.00541374683380127,0.040724,"EDGE","CNN","8",1
8,"2021-07-21 17:10:36.008943",7.08999180793762,7.13086494803429,"0:00:00.065837",0.00657715002695719,0.065837,"EDGE","CNN","8",1
9,"2021-07-21 17:10:36.085309",6.59757497575548,6.64184504085117,"0:00:00.070971",0.00784991582234701,0.070971,"EDGE","CNN","8",1
10,"2021-07-21 17:10:36.169991",6.10917253494263,6.15633726119995,"0:00:00.065793",0.00926128228505452,0.065793,"EDGE","CNN","8",1
11,"2021-07-21 17:10:36.295603",5.62825400179083,5.68031430244446,"0:00:00.097834",0.0113548159599304,0.097834,"EDGE","CNN","8",1
12,"2021-07-21 17:10:36.547734",5.16864470640818,5.2221763531367,"0:00:00.069192",0.0155569990475972,0.069192,"EDGE","CNN","8",1
13,"2021-07-21 17:10:37.501619",4.77977701333853,4.83096612416781,"0:00:00.022649",0.0314550836881002,0.022649,"EDGE","CNN","8",1
14,"2021-07-21 17:10:38.526197",4.44629078251975,4.4972026859011,"0:00:00.046883",0.0485313812891642,0.046883,"EDGE","CNN","8",1
15,"2021-07-21 17:10:39.530995",4.15765091578166,4.20772417386373,"0:00:00.037866",0.0652780135472616,0.037866,"EDGE","CNN","8",1
16,"2021-07-21 17:10:40.521574",3.90491269528866,3.95327192544937,"0:00:00.022245",0.0817876656850179,0.022245,"EDGE","CNN","8",1
17,"2021-07-21 17:10:41.553169",3.68183220134062,3.72825684266932,"0:00:00.015070",0.0989809155464172,0.01507,"EDGE","CNN","8",1
18,"2021-07-21 17:10:42.543362",3.48295117749108,3.5276921722624,"0:00:00.015771",0.115484130382538,0.015771,"EDGE","CNN","8",1
19,"2021-07-21 17:10:43.560258",3.30513967965779,3.34830919064974,"0:00:00.014515",0.132432397206624,0.014515,"EDGE","CNN","8",1
20,"2021-07-21 17:10:44.591961",3.14528661966324,3.18710383176804,"0:00:00.015787",0.149627447128296,0.015787,"EDGE","CNN","8",1
21,"2021-07-21 17:10:45.620687",3.00208103089106,3.0426094191415,"0:00:00.014272",0.166772882143656,0.014272,"EDGE","CNN","8",1
22,"2021-07-21 17:10:46.571377",2.87066506255757,2.91002360257235,"0:00:00.014451",0.182617715994517,0.014451,"EDGE","CNN","8",1
23,"2021-07-21 17:10:47.590792",2.75045609474182,2.78876921404963,"0:00:00.014832",0.19960796435674,0.014832,"EDGE","CNN","8",1
24,"2021-07-21 17:10:48.623326",2.6401287317276,2.67748053868612,"0:00:00.014891",0.216816866397858,0.014891,"EDGE","CNN","8",1
25,"2021-07-21 17:10:49.614954",2.53870893478394,2.57517757415771,"0:00:00.014919",0.233343998591105,0.014919,"EDGE","CNN","8",1
26,"2021-07-21 17:10:50.741396",2.44820172970112,2.4838776405041,"0:00:00.015535",0.252118031183879,0.015535,"EDGE","CNN","8",1
27,"2021-07-21 17:10:51.647135",2.36133218694616,2.39624343095002,"0:00:00.014647",0.267213682333628,0.014647,"EDGE","CNN","8",1
28,"2021-07-21 17:10:52.642950",2.28064698832376,2.31487814017705,"0:00:00.015537",0.283810599644979,0.015537,"EDGE","CNN","8",1
29,"2021-07-21 17:10:53.692204",2.20549874470152,2.23907679524915,"0:00:00.014957",0.30129816532135,0.014957,"EDGE","CNN","8",1
30,"2021-07-21 17:10:54.668095",2.13544617493947,2.16848799387614,"0:00:00.017063",0.317563017209371,0.017063,"EDGE","CNN","8",1
31,"2021-07-21 17:10:55.680045",2.06994308194807,2.10248493379162,"0:00:00.017131",0.33442884683609,0.017131,"EDGE","CNN","8",1
32,"2021-07-21 17:10:56.675208",2.0084403604269,2.04051511734724,"0:00:00.017242",0.35101490020752,0.017242,"EDGE","CNN","8",1
33,"2021-07-21 17:10:57.679208",1.95067752491344,1.98232298186331,"0:00:00.017226",0.367748232682546,0.017226,"EDGE","CNN","8",1
34,"2021-07-21 17:10:58.701788",1.89627566057093,1.92745485025294,"0:00:00.015471",0.384791231155395,0.015471,"EDGE","CNN","8",1
35,"2021-07-21 17:10:59.681022",1.84523906707764,1.87596878324236,"0:00:00.015088",0.401111797491709,0.015088,"EDGE","CNN","8",1
36,"2021-07-21 17:11:00.709356",1.79741061396069,1.8277642528216,"0:00:00.016826",0.418250699838003,0.016826,"EDGE","CNN","8",1
37,"2021-07-21 17:11:01.720422",1.75194325318208,1.78191105095116,"0:00:00.015748",0.435101799170176,0.015748,"EDGE","CNN","8",1
38,"2021-07-21 17:11:02.687174",1.7084977752284,1.73809092923215,"0:00:00.015359",0.451214333375295,0.015359,"EDGE","CNN","8",1
39,"2021-07-21 17:11:03.840011",1.67089792398306,1.70015305127853,"0:00:00.016071",0.470428280035655,0.016071,"EDGE","CNN","8",1
40,"2021-07-21 17:11:04.820037",1.63480008840561,1.66372174620628,"0:00:00.015609",0.486762046813965,0.015609,"EDGE","CNN","8",1
41,"2021-07-21 17:11:05.862577",1.60125495747822,1.6298735199905,"0:00:00.016153",0.504137714703878,0.016153,"EDGE","CNN","8",1
42,"2021-07-21 17:11:06.744978",1.565746091661,1.59417676357996,"0:00:00.020305",0.518844397862752,0.020305,"EDGE","CNN","8",1
43,"2021-07-21 17:11:07.796041",1.53226829684058,1.56041070472362,"0:00:00.015703",0.536362115542094,0.015703,"EDGE","CNN","8",1
44,"2021-07-21 17:11:08.851205",1.50226500359449,1.53022079034285,"0:00:00.019148",0.553948183854421,0.019148,"EDGE","CNN","8",1
45,"2021-07-21 17:11:09.760383",1.47151444753011,1.49920930862427,"0:00:00.015842",0.569101146856944,0.015842,"EDGE","CNN","8",1
46,"2021-07-21 17:11:10.783160",1.44203369513802,1.46948207461316,"0:00:00.016031",0.586147431532542,0.016031,"EDGE","CNN","8",1
47,"2021-07-21 17:11:11.796405",1.41359013699471,1.44079723763973,"0:00:00.015739",0.603034849961599,0.015739,"EDGE","CNN","8",1
48,"2021-07-21 17:11:12.821024",1.38632718722026,1.41330670317014,"0:00:00.015956",0.620111831029256,0.015956,"EDGE","CNN","8",1
49,"2021-07-21 17:11:13.820702",1.36036706457333,1.3872277006811,"0:00:00.020744",0.636773133277893,0.020744,"EDGE","CNN","8",1
50,"2021-07-21 17:11:14.858289",1.33559738636017,1.36224995613098,"0:00:00.016129",0.654066248734792,0.016129,"EDGE","CNN","8",1
51,"2021-07-21 17:11:15.839959",1.31152402185926,1.33809116307427,"0:00:00.021817",0.670427413781484,0.021817,"EDGE","CNN","8",1
52,"2021-07-21 17:11:16.833350",1.28823961661412,1.31463523094471,"0:00:00.017322",0.686983931064606,0.017322,"EDGE","CNN","8",1
53,"2021-07-21 17:11:17.867490",1.26613915641353,1.29250083779389,"0:00:00.024152",0.70421959956487,0.024152,"EDGE","CNN","8",1
54,"2021-07-21 17:11:18.908657",1.24474166057728,1.27103945061013,"0:00:00.022389",0.721572383244832,0.022389,"EDGE","CNN","8",1
55,"2021-07-21 17:11:19.885850",1.22401607253335,1.25012957399542,"0:00:00.015817",0.737858931223551,0.015817,"EDGE","CNN","8",1
56,"2021-07-21 17:11:20.893550",1.20406423296247,1.23000657984189,"0:00:00.016200",0.754653930664062,0.0162,"EDGE","CNN","8",1
57,"2021-07-21 17:11:21.896565",1.18476309692651,1.21056022560387,"0:00:00.017339",0.771370848019918,0.017339,"EDGE","CNN","8",1
58,"2021-07-21 17:11:22.913483",1.16627499563941,1.19190541218067,"0:00:00.015811",0.788319480419159,0.015811,"EDGE","CNN","8",1
59,"2021-07-21 17:11:23.891972",1.14827472880735,1.17377032263804,"0:00:00.017346",0.804627633094788,0.017346,"EDGE","CNN","8",1
60,"2021-07-21 17:11:24.888803",1.13088625669479,1.15626642306646,"0:00:00.018204",0.821241482098897,0.018204,"EDGE","CNN","8",1
61,"2021-07-21 17:11:25.958370",1.1146999812517,1.13993181556952,"0:00:00.016016",0.83906759818395,0.016016,"EDGE","CNN","8",1
62,"2021-07-21 17:11:26.981549",1.09927401235027,1.12443469801257,"0:00:00.020391",0.856120582421621,0.020391,"EDGE","CNN","8",1
63,"2021-07-21 17:11:27.949199",1.08354159763881,1.10869567734855,"0:00:00.024200",0.872248081366221,0.0242,"EDGE","CNN","8",1
64,"2021-07-21 17:11:28.903136",1.0683056935668,1.09333048015833,"0:00:00.016512",0.888147032260895,0.016512,"EDGE","CNN","8",1
65,"2021-07-21 17:11:29.904136",1.0535041478964,1.07841245577886,"0:00:00.017044",0.904830364386241,0.017044,"EDGE","CNN","8",1
66,"2021-07-21 17:11:30.900291",1.03904410925778,1.06384585120461,"0:00:00.017537",0.921432948112488,0.017537,"EDGE","CNN","8",1
67,"2021-07-21 17:11:31.920789",1.02503591864856,1.04972264659939,"0:00:00.016693",0.938441248734792,0.016693,"EDGE","CNN","8",1
68,"2021-07-21 17:11:32.959195",1.0115723084001,1.03616049359826,"0:00:00.017639",0.955748013655345,0.017639,"EDGE","CNN","8",1
69,"2021-07-21 17:11:33.929302",0.998424778813901,1.02290024619172,"0:00:00.016464",0.971916464964549,0.016464,"EDGE","CNN","8",1
70,"2021-07-21 17:11:34.946151",0.985587188175746,1.00996703079769,"0:00:00.017367",0.988863948980967,0.017367,"EDGE","CNN","8",1
71,"2021-07-21 17:11:35.931943",0.973101793880194,0.997447007138964,"0:00:00.021476",1.00529381434123,0.021476,"EDGE","CNN","8",1
72,"2021-07-21 17:11:36.963134",0.960979223251343,0.985226922565036,"0:00:00.017008",1.02248033285141,0.017008,"EDGE","CNN","8",1
73,"2021-07-21 17:11:37.953833",0.949167813340279,0.973324204144413,"0:00:00.017203",1.03899198373159,0.017203,"EDGE","CNN","8",1
74,"2021-07-21 17:11:39.040792",0.938903628168879,0.962963117135538,"0:00:00.016640",1.05710796515147,0.01664,"EDGE","CNN","8",1
75,"2021-07-21 17:11:39.956027",0.92774821917216,0.951716041564941,"0:00:00.016745",1.07236188252767,0.016745,"EDGE","CNN","8",1
76,"2021-07-21 17:11:40.963370",0.916859614221673,0.940733818631423,"0:00:00.016506",1.08915093342463,0.016506,"EDGE","CNN","8",1
77,"2021-07-21 17:11:41.992462",0.906248284624769,0.930038696759707,"0:00:00.017086",1.10630246400833,0.017086,"EDGE","CNN","8",1
78,"2021-07-21 17:11:43.002632",0.895912109277187,0.919618389545343,"0:00:00.016861",1.12313863039017,0.016861,"EDGE","CNN","8",1
79,"2021-07-21 17:11:44.000483",0.885828839072698,0.909477309335636,"0:00:00.018732",1.13976948261261,0.018732,"EDGE","CNN","8",1
80,"2021-07-21 17:11:44.984134",0.875995635986328,0.899559685587883,"0:00:00.016541",1.15616366465886,0.016541,"EDGE","CNN","8",1
81,"2021-07-21 17:11:46.016475",0.866411365108726,0.889893107944065,"0:00:00.016553",1.17336934804916,0.016553,"EDGE","CNN","8",1
82,"2021-07-21 17:11:48.896652",0.867022037506104,0.903246530672399,"0:00:01.068032",1.22137229839961,0.068032,"EDGE","CNN","8",1
83,"2021-07-21 17:11:50.367428",0.868749908654087,0.922212126743363,"0:00:01.466464",1.24588523308436,0.466464,"EDGE","CNN","8",1
84,"2021-07-21 17:11:53.955464",0.877867372263046,0.971447578498295,"0:00:03.422973",1.30568583011627,0.422973,"EDGE","CNN","8",1
85,"2021-07-21 17:11:55.989582",0.914915553261252,1.03129211033092,"0:00:01.484345",1.33958779970805,0.484345,"EDGE","CNN","8",1
86,"2021-07-21 17:11:56.038623",0.963085801102394,1.07863606131354,"0:00:00.044795",1.34040515025457,0.044795,"EDGE","CNN","8",1
87,"2021-07-21 17:11:56.126168",0.999263845641038,1.11435716727684,"0:00:00.075305",1.34186423222224,0.075305,"EDGE","CNN","8",1
88,"2021-07-21 17:11:56.402847",1.02604058384895,1.1411088921807,"0:00:00.107837",1.34647554953893,0.107837,"EDGE","CNN","8",1
89,"2021-07-21 17:11:56.572521",1.04247573252474,1.15799282909779,"0:00:00.154433",1.34930344820023,0.154433,"EDGE","CNN","8",1
90,"2021-07-21 17:11:56.784946",1.04921406110128,1.16536191304525,"0:00:00.161326",1.35284386475881,0.161326,"EDGE","CNN","8",1
91,"2021-07-21 17:11:56.976151",1.04744787530585,1.16394315971123,"0:00:00.139218",1.3560306151708,0.139218,"EDGE","CNN","8",1
92,"2021-07-21 17:11:57.191391",1.03716943056687,1.15333770409874,"0:00:00.085958",1.3596179485321,0.085958,"EDGE","CNN","8",1
93,"2021-07-21 17:11:58.158203",1.02709933762909,1.14303823440306,"0:00:00.039167",1.37573148012161,0.039167,"EDGE","CNN","8",1
94,"2021-07-21 17:12:00.372382",1.02053261564133,1.13876386906238,"0:00:00.269380",1.41263446410497,0.26938,"EDGE","CNN","8",1
95,"2021-07-21 17:12:01.392066",1.02345546923186,1.14153391687494,"0:00:00.103134",1.42962919871012,0.103134,"EDGE","CNN","8",1
96,"2021-07-21 17:12:01.465544",1.01762115707,1.13468955457211,"0:00:00.020623",1.43085383176804,0.020623,"EDGE","CNN","8",1
97,"2021-07-21 17:12:04.062977",1.01738372045694,1.14248601185907,"0:00:00.806687",1.47414438327154,0.806687,"EDGE","CNN","8",1
98,"2021-07-21 17:12:08.570082",1.03082944908921,1.16300983088357,"0:00:00.563966",1.54926279783249,0.563966,"EDGE","CNN","8",1
99,"2021-07-21 17:14:04.241505",1.82554327839553,2.36205691761441,"0:00:16.099541",3.47711984713872,0.099541,"EDGE","CNN","8",1
100,"2021-07-21 17:14:07.503220",3.01672443389893,3.55789164304733,"0:00:00.737016",3.53148176670074,0.737016,"EDGE","CNN","8",1
101,"2021-07-21 17:14:41.903955",4.49548214024836,5.04100421159574,"0:00:00.159355",4.10482734839121,0.159355,"EDGE","CNN","8",1
102,"2021-07-21 17:33:19.323531",6.80316244153415,17.4611635254879,"0:16:43.755038",22.7284869472186,0.755038,"EDGE","CNN","8",1
