"Id","Watt","currentTime","core0Usage...","core1Usage...","core2Usage...","core3Usage...","totalCpuUsage...","totalMemory","availableMemory","usedMemory","percentageMemory...","buffersMemory","cachedMemory","totalSwap","freeSwap","usedSwap","percentageSwap...","totalExt4Partition","usedExt4Partition","freeExt4Partition","percentageExt4Partition...","totalBootPartition","usedBootPartition","freeBootPartition","percentageBootPartition...","total_IO_read","total_IO_write","Time"
1,"4.10","2021-07-21 17:10:10.945374",100,33.3,0,100,75,3979698176,3547090944,319279104,10.9,24973312,365051904,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77402747904,145871872,0
2,"4.10","2021-07-21 17:10:11.457480",2,10,17.3,69.2,0,3979698176,3533537280,329695232,11.2,24997888,374480896,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77409104896,145871872,0.00853509902954102
3,"4.40","2021-07-21 17:10:11.967779",6.1,3.9,4,15.7,0,3979698176,3530444800,332771328,11.3,25022464,377573376,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77411963904,145871872,0.0170400818188985
4,"4.30","2021-07-21 17:10:12.478208",5.9,5.8,5.8,7.7,0,3979698176,3529875456,333340672,11.3,25022464,379326464,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77414056960,145871872,0.0255472342173258
5,"4.30","2021-07-21 17:10:12.987776",7.7,2,2,31.4,50,3979698176,3525955584,337260544,11.4,25022464,381083648,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77415310336,145871872,0.0340400338172913
6,"4.40","2021-07-21 17:10:13.564794",8.6,10.3,41.1,8.6,50,3979698176,3522682880,340516864,11.5,25063424,381915136,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77416522752,145904640,0.0436570008595785
7,"4.20","2021-07-21 17:10:14.074195",2,5.9,9.8,7.7,50,3979698176,3522998272,342040576,11.5,25063424,381939712,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77418320896,145904640,0.0521470149358114
8,"4.30","2021-07-21 17:10:14.584381",6,2,4.1,2,0,3979698176,3522469888,341889024,11.5,25206784,384270336,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77420422144,145904640,0.0606501181920369
9,"4.30","2021-07-21 17:10:15.094014",5.9,5.8,7.7,0,33.3,3979698176,3522527232,341983232,11.5,25206784,386088960,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77422195712,145904640,0.0691439986228943
10,"4.30","2021-07-21 17:10:15.603824",5.9,4,2.1,2,0,3979698176,3522588672,341946368,11.5,25210880,388079616,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77424202752,145904640,0.0776408314704895
11,"4.30","2021-07-21 17:10:16.113928",6,5.9,17.6,0,50,3979698176,3520131072,344416256,11.5,25276416,389414912,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77425460224,145904640,0.0861425677935282
12,NA,"2021-07-21 17:10:16.623697",6,6,2,2,33.3,3979698176,3519897600,344645632,11.6,25276416,391249920,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77427430400,145904640,0.09463871717453
13,NA,"2021-07-21 17:10:17.135377",5.8,3.9,7.8,1.9,0,3979698176,3519959040,345116672,11.6,25292800,392568832,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77429171200,145904640,0.103166715304057
14,NA,"2021-07-21 17:10:17.645540",0,9.8,29.8,2,0,3979698176,3516608512,348426240,11.6,25300992,403959808,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77440713728,145904640,0.111669433116913
15,NA,"2021-07-21 17:10:18.156036",2,8,42.9,19.6,50,3979698176,3511623680,353415168,11.8,25505792,410636288,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77447623680,145904640,0.120177698135376
16,NA,"2021-07-21 17:10:18.717683",12.7,8.9,20,37.5,50,3979698176,3506536448,358526976,11.9,25673728,416194560,104853504,33648640,71204864,67.9,15379681280,13272182784,1430761472,90.3,264289280,30773248,233516032,11.6,77453427712,145916928,0.129538484414419
17,NA,"2021-07-21 17:10:19.235321",11.5,4,7.8,59.6,50,3979698176,3500449792,364634112,12,25784320,421847040,104853504,33648640,71204864,67.9,15379681280,13272186880,1430757376,90.3,264289280,30773248,233516032,11.6,77459121152,145916928,0.138165783882141
18,NA,"2021-07-21 17:10:19.746568",18.9,5.8,7.8,62.7,33.3,3979698176,3495587840,369471488,12.2,26013696,428134400,104853504,33648640,71204864,67.9,15379681280,13272186880,1430757376,90.3,264289280,30773248,233516032,11.6,77465646080,145916928,0.146686565876007
19,NA,"2021-07-21 17:10:20.256864",6,11.5,2,77.4,50,3979698176,3487891456,377147392,12.4,26521600,431046656,104853504,33648640,71204864,67.9,15379681280,13272186880,1430757376,90.3,264289280,30773248,233516032,11.6,77469041664,145916928,0.155191500981649
20,NA,"2021-07-21 17:10:20.766616",6,9.8,5.8,59.6,33.3,3979698176,3481387008,383479808,12.5,26877952,437776384,104853504,33648640,71204864,67.9,15379681280,13272186880,1430757376,90.3,264289280,30773248,233516032,11.6,77476021248,145916928,0.163687368233999
21,NA,"2021-07-21 17:10:21.276908",60.8,7.8,4,0,50,3979698176,3475279872,389754880,12.7,26927104,445644800,104853504,33648640,71204864,67.9,15379681280,13272186880,1430757376,90.3,264289280,30773248,233516032,11.6,77483922432,145916928,0.172192231814067
22,NA,"2021-07-21 17:10:21.787186",66.7,5.8,3.9,15.4,50,3979698176,3470868480,394113024,12.8,26984448,450650112,104853504,33648640,71204864,67.9,15379681280,13272186880,1430757376,90.3,264289280,30773248,233516032,11.6,77488993280,145916928,0.180696864922841
