imageCounter,currentTime,meanNetworkDelay,meanResponseTime,classificationTime
1,2021-09-16 15:30:51.186036,0.9811248779296875,1.5864992141723633,1.5864992141723633
2,2021-09-16 15:30:51.690351,0.9916038513183594,1.5459938049316406,1.505488395690918
3,2021-09-16 15:30:52.228954,1.0075738430023193,1.5564514795939128,1.577366828918457
4,2021-09-16 15:30:52.612474,1.0119218230247498,1.5192760825157166,1.407749891281128
5,2021-09-16 15:30:53.250662,0.9960729598999023,1.529437255859375,1.5700819492340088
6,2021-09-16 15:30:53.461471,1.014035979906718,1.4935158093770344,1.313908576965332
7,2021-09-16 15:30:53.962224,0.9977893148149762,1.4680189745766776,1.3150379657745361
8,2021-09-16 15:30:54.278681,0.9728921055793762,1.4238166511058807,1.1144003868103027
9,2021-09-16 15:30:54.881624,0.9683951801723905,1.4035230742560492,1.2411744594573975
10,2021-09-16 15:30:55.461384,0.9678427219390869,1.3976401805877685,1.3446941375732422
11,2021-09-16 15:30:56.171970,0.9571500474756415,1.4040155627510764,1.4677693843841553
12,2021-09-16 15:30:56.716375,0.9579890171686808,1.4129190643628438,1.5108575820922852
13,2021-09-16 15:30:57.098851,0.9640123293950007,1.413321385016808,1.4181492328643799
14,2021-09-16 15:30:57.649759,0.9625357389450073,1.4190562622887748,1.4936096668243408
15,2021-09-16 15:30:58.024397,0.9663107872009278,1.4173299471537273,1.3931615352630615
16,2021-09-16 15:30:58.594928,0.9680144041776657,1.4184416830539703,1.4351177215576172
17,2021-09-16 15:30:58.949421,0.9705579000360826,1.4112517412971048,1.2962126731872559
18,2021-09-16 15:30:59.628684,0.9619823164410062,1.4084855450524225,1.3614602088928223
19,2021-09-16 15:30:59.804076,0.956060811092979,1.3882611425299394,1.0242218971252441
20,2021-09-16 15:31:00.663570,0.9489542245864868,1.3895980954170226,1.4150002002716064
21,2021-09-16 15:31:01.226449,0.9491391409011114,1.395571992510841,1.515049934387207
22,2021-09-16 15:31:01.693394,0.9537380825389515,1.401073000647805,1.5165941715240479
23,2021-09-16 15:31:02.339118,0.9577950498332148,1.4137281231258227,1.692140817642212
24,2021-09-16 15:31:02.865905,0.9687127669652303,1.4275690217812855,1.7459096908569336
25,2021-09-16 15:31:03.403583,0.9783967113494874,1.4403805541992187,1.7478573322296143
26,2021-09-16 15:31:03.790465,0.9895325073829064,1.4486025938620934,1.65415358543396
27,2021-09-16 15:31:04.452564,0.99671385023329,1.463278505537245,1.8448522090911865
28,2021-09-16 15:31:04.626411,1.0098881806646074,1.4659761871610368,1.538813591003418
29,2021-09-16 15:31:04.965859,1.0117751894326046,1.4638176704275196,1.403379201889038
30,2021-09-16 15:31:05.387504,1.006468383471171,1.45747549533844,1.273552417755127
31,2021-09-16 15:31:05.812904,1.0000413387052474,1.448985715066233,1.1942923069000244
32,2021-09-16 15:31:06.595824,0.9950575456023216,1.450644627213478,1.5020709037780762
33,2021-09-16 15:31:06.905482,0.9962660832838579,1.4474112554029985,1.3439433574676514
34,2021-09-16 15:31:07.249867,0.992220443837783,1.4398823696024277,1.1914291381835938
35,2021-09-16 15:31:07.872862,0.9868183544703892,1.4361777509961808,1.310220718383789
36,2021-09-16 15:31:08.204798,0.9831924769613478,1.428981277677748,1.1771047115325928
37,2021-09-16 15:31:08.908420,0.980512490143647,1.4281074936325486,1.396651268005371
38,2021-09-16 15:31:09.434327,0.9784817758359408,1.4281181473481028,1.4285123348236084
39,2021-09-16 15:31:09.914167,0.9768884915571946,1.4272814591725667,1.3954873085021973
40,2021-09-16 15:31:10.419332,0.9751052558422089,1.4263301253318788,1.389228105545044
41,2021-09-16 15:31:10.818043,0.9727107489981303,1.42263872448991,1.2749826908111572
42,2021-09-16 15:31:11.227383,0.9710400104522705,1.41668549038115,1.172602891921997
43,2021-09-16 15:31:11.655561,0.9700049189634101,1.409663998803427,1.1147613525390625
44,2021-09-16 15:31:12.556941,0.9671442996371876,1.4112650156021118,1.4801087379455566
45,2021-09-16 15:31:13.220554,0.9671703815460205,1.416151687833998,1.6311652660369873
46,2021-09-16 15:31:13.753401,0.9711815170619799,1.4219717668450398,1.683875322341919
47,2021-09-16 15:31:14.279011,0.9747578133928015,1.4271264228414982,1.6642405986785889
48,2021-09-16 15:31:14.361470,0.9791544526815414,1.4238026688496273,1.2675862312316895
49,2021-09-16 15:31:15.132908,0.9793325249029665,1.426626020548295,1.5621469020843506
