"currentTime","totalCpuUsage...","totalMemory","availableMemory","usedMemory","percentageMemory...","buffersMemory","cachedMemory","totalSwap","freeSwap","usedSwap","percentageSwap...","totalPartition","usedPartition","freePartition","percentagePartition...","total_IO_read","total_IO_write","Time"
"2021-08-23 22:25:57.039152",100,8345075712,7694159872,332832768,7.8,0,0,0,0,83067539456,20964311040,62086451200,25.2,3406917632,16856699904,NA,NA,0
"2021-08-23 22:26:57.104806",0,8345075712,7617105920,409886720,8.7,0,0,0,0,83067539456,20964335616,62086426624,25.2,3406917632,16857039872,NA,NA,1.00109423398972
"2021-08-23 22:27:57.167536",100,8345075712,7611154432,415834112,8.8,0,0,0,0,83067539456,20964347904,62086414336,25.2,3406917632,16857261056,NA,NA,2.00213973522186
"2021-08-23 22:28:57.230625",0,8345075712,7605243904,421748736,8.9,0,0,0,0,83067539456,20964356096,62086406144,25.2,3406917632,16857449472,NA,NA,3.0031912167867
"2021-08-23 22:29:57.251011",0,8345075712,7599882240,427110400,8.9,0,0,0,0,83067539456,20964368384,62086393856,25.2,3406917632,16857641984,NA,NA,4.00353098313014
"2021-08-23 22:30:57.302903",0,8345075712,7594221568,432771072,9,0,0,0,0,83067539456,20964376576,62086385664,25.2,3406917632,16857838592,NA,NA,5.00439585049947
"2021-08-23 22:31:57.365946",0,8345075712,7589867520,437121024,9,0,0,0,0,83067539456,20964388864,62086373376,25.2,3406917632,16858031104,NA,NA,6.00544656912486
"2021-08-23 22:32:57.426887",0,8345075712,7589646336,437346304,9.1,0,0,0,0,83067539456,20964397056,62086365184,25.2,3406917632,16858219520,NA,NA,7.00646225214004
"2021-08-23 22:33:57.438822",0,8345075712,7589679104,437313536,9.1,0,0,0,0,83067539456,20964409344,62086352896,25.2,3406917632,16858416128,NA,NA,8.00666116873423
"2021-08-23 22:34:57.502367",0,8345075712,7588405248,438587392,9.1,0,0,0,0,83067539456,20964421632,62086340608,25.2,3406917632,16858989568,NA,NA,9.0077202518781
"2021-08-23 22:35:57.565423",100,8345075712,7588712448,438280192,9.1,0,0,0,0,83067539456,20964429824,62086332416,25.2,3406917632,16859190272,NA,NA,10.0087711850802
"2021-08-23 22:36:57.628400",100,8345075712,7588155392,438837248,9.1,0,0,0,0,83067539456,20964442112,62086320128,25.2,3406917632,16859612160,NA,NA,11.0098208030065
"2021-08-23 22:37:57.691278",0,8345075712,7588450304,438542336,9.1,0,0,0,0,83067539456,20964454400,62086307840,25.2,3406917632,16859825152,NA,NA,12.0108687678973
"2021-08-23 22:38:57.754053",0,8345075712,7588552704,438439936,9.1,0,0,0,0,83067539456,20964462592,62086299648,25.2,3406917632,16860025856,NA,NA,13.011915020148
"2021-08-23 22:39:57.776742",100,8345075712,7588560896,438431744,9.1,0,0,0,0,83067539456,20964474880,62086287360,25.2,3406917632,16860242944,NA,NA,14.012293167909
"2021-08-23 22:40:57.839956",100,8345075712,7588298752,438693888,9.1,0,0,0,0,83067539456,20964487168,62086275072,25.2,3406917632,16860439552,NA,NA,15.0133467356364
"2021-08-23 22:41:57.903729",0,8345075712,7588597760,438394880,9.1,0,0,0,0,83067539456,20964495360,62086266880,25.2,3406917632,16860615680,NA,NA,16.014409617583
"2021-08-23 22:42:57.962712",0,8345075712,7588311040,438681600,9.1,0,0,0,0,83067539456,20964507648,62086254592,25.2,3406917632,16860820480,NA,NA,17.015392669042
"2021-08-23 22:43:57.974839",0,8345075712,7586803712,440188928,9.1,0,0,0,0,83067539456,20964519936,62086242304,25.2,3406917632,16861168640,NA,NA,18.0155947844187
"2021-08-23 22:44:58.034849",0,8345075712,7588208640,438784000,9.1,0,0,0,0,83067539456,20964548608,62086213632,25.2,3406917632,16863282176,NA,NA,19.0165949503581
"2021-08-23 22:45:58.097913",0,8345075712,7588274176,438718464,9.1,0,0,0,0,83067539456,20964560896,62086201344,25.2,3406917632,16863507456,NA,NA,20.017646018664
"2021-08-23 22:46:58.160871",0,8345075712,7588016128,438976512,9.1,0,0,0,0,83067539456,20964569088,62086193152,25.2,3406917632,16863687680,NA,NA,21.0186953186989
"2021-08-23 22:47:58.224251",0,8345075712,7587868672,439123968,9.1,0,0,0,0,83067539456,20964581376,62086180864,25.2,3406917632,16863888384,NA,NA,22.0197516520818
"2021-08-23 22:48:58.286942",0,8345075712,7588134912,438857728,9.1,0,0,0,0,83067539456,20964593664,62086168576,25.2,3406917632,16864089088,NA,NA,23.0207965016365
"2021-08-23 22:49:58.349831",0,8345075712,7587631104,439361536,9.1,0,0,0,0,83067539456,20964601856,62086160384,25.2,3406917632,16864334848,NA,NA,24.0218446532885
"2021-08-23 22:50:58.413362",100,8345075712,7587704832,439287808,9.1,0,0,0,0,83067539456,20964614144,62086148096,25.2,3406917632,16864662528,NA,NA,25.0229035019875
"2021-08-23 22:51:58.419827",0,8345075712,7587155968,439836672,9.1,0,0,0,0,83067539456,20964622336,62086139904,25.2,3406917632,16864855040,NA,NA,26.0230112512906
"2021-08-23 22:52:58.424889",0,8345075712,7587545088,439447552,9.1,0,0,0,0,83067539456,20964634624,62086127616,25.2,3406917632,16865055744,NA,NA,27.0230956196785
"2021-08-23 22:53:58.431674",100,8345075712,7587303424,439689216,9.1,0,0,0,0,83067539456,20964646912,62086115328,25.2,3406917632,16865227776,NA,NA,28.0232087016106
"2021-08-23 22:54:58.474848",0,8345075712,7587516416,439476224,9.1,0,0,0,0,83067539456,20964659200,62086103040,25.2,3406917632,16865457152,NA,NA,29.0239282687505
"2021-08-23 22:55:58.537447",0,8345075712,7587581952,439410688,9.1,0,0,0,0,83067539456,20964671488,62086090752,25.2,3406917632,16865641472,NA,NA,30.024971584479
"2021-08-23 22:56:58.570758",0,8345075712,7587569664,439422976,9.1,0,0,0,0,83067539456,20964683776,62086078464,25.2,3406917632,16865842176,NA,NA,31.025526769956
"2021-08-23 22:57:58.634164",0,8345075712,7587364864,439627776,9.1,0,0,0,0,83067539456,20964691968,62086070272,25.2,3406917632,16866014208,NA,NA,32.026583536466
"2021-08-23 22:58:58.697093",0,8345075712,7587381248,439611392,9.1,0,0,0,0,83067539456,20964704256,62086057984,25.2,3406917632,16866219008,NA,NA,33.0276323517164
"2021-08-23 22:59:58.760499",0,8345075712,7587377152,439615488,9.1,0,0,0,0,83067539456,20964712448,62086049792,25.2,3406917632,16866403328,NA,NA,34.0286891182264
"2021-08-23 23:00:58.776769",0,8345075712,7587422208,439570432,9.1,0,0,0,0,83067539456,20964724736,62086037504,25.2,3406917632,16866595840,NA,NA,35.0289602835973
