"currentTime","totalCpuUsage...","totalMemory","availableMemory","usedMemory","percentageMemory...","buffersMemory","cachedMemory","totalSwap","freeSwap","usedSwap","percentageSwap...","totalPartition","usedPartition","freePartition","percentagePartition...","total_IO_read","total_IO_write","Time"
"2021-09-16 14:37:38.144948",0,8340848640,1911844864,6168707072,77.1,0,0,0,0,83067539456,25903513600,57147248640,31.2,28533604352,191165440,NA,NA,0
"2021-09-16 14:38:38.208501",100,8340848640,1899487232,6180630528,77.2,0,0,0,0,83067539456,25903984640,57146777600,31.2,28773650432,310744064,NA,NA,1.00105921824773
"2021-09-16 14:39:38.271071",0,8340848640,1904242688,6175703040,77.2,0,0,0,0,83067539456,25903992832,57146769408,31.2,28773990400,391226368,NA,NA,2.00210204919179
"2021-09-16 14:40:38.335078",100,8340848640,1904594944,6175358976,77.2,0,0,0,0,83067539456,25903996928,57146765312,31.2,28773990400,391377920,NA,NA,3.00316883325577
"2021-09-16 14:41:38.399082",100,8340848640,1904685056,6175268864,77.2,0,0,0,0,83067539456,25904005120,57146757120,31.2,28773990400,391533568,NA,NA,4.00423556566238
"2021-09-16 14:42:38.463099",0,8340848640,1904640000,6175309824,77.2,0,0,0,0,83067539456,25904013312,57146748928,31.2,28773990400,391709696,NA,NA,5.00530251661936
"2021-09-16 14:43:38.527196",100,8340848640,1906118656,6173827072,77.1,0,0,0,0,83067539456,25904017408,57146744832,31.2,28774080512,392115200,NA,NA,6.00637079874674
"2021-09-16 14:44:38.535198",0,8340848640,1906638848,6173315072,77.1,0,0,0,0,83067539456,25904025600,57146736640,31.2,28774080512,392291328,NA,NA,7.00650416612625
"2021-09-16 14:45:38.539147",0,8340848640,1906724864,6173220864,77.1,0,0,0,0,83067539456,25904033792,57146728448,31.2,28774080512,392467456,NA,NA,8.00656998157501
"2021-09-16 14:46:38.599182",0,8340848640,1906565120,6173392896,77.1,0,0,0,0,83067539456,25904037888,57146724352,31.2,28774080512,392635392,NA,NA,9.00757056474686
"2021-09-16 14:47:38.662857",0,8340848640,1906688000,6173270016,77.1,0,0,0,0,83067539456,25904046080,57146716160,31.2,28774080512,392799232,NA,NA,10.0086318174998
"2021-09-16 14:48:38.723064",0,8340848640,1906495488,6173462528,77.1,0,0,0,0,83067539456,25904054272,57146707968,31.2,28774080512,392999936,NA,NA,11.0096352656682
"2021-09-16 14:49:38.783072",100,8340848640,1906290688,6173667328,77.1,0,0,0,0,83067539456,25904058368,57146703872,31.2,28774080512,393167872,NA,NA,12.0106353998184
"2021-09-16 14:50:38.847091",0,8340848640,1907396608,6172540928,77.1,0,0,0,0,83067539456,25904066560,57146695680,31.2,28775079936,393610240,NA,NA,13.0117023825645
"2021-09-16 14:51:38.911151",100,8340848640,1907073024,6172868608,77.1,0,0,0,0,83067539456,25904074752,57146687488,31.2,28775079936,393782272,NA,NA,14.0127700487773
"2021-09-16 14:52:38.975117",0,8340848640,1906130944,6173814784,77.1,0,0,0,0,83067539456,25904078848,57146683392,31.2,28775079936,393942016,NA,NA,15.0138361493746
"2021-09-16 14:53:39.038121",0,8340848640,1905971200,6173978624,77.1,0,0,0,0,83067539456,25904087040,57146675200,31.2,28775079936,394118144,NA,NA,16.0148862163226
"2021-09-16 14:54:39.103114",0,8340848640,1906286592,6173663232,77.1,0,0,0,0,83067539456,25904095232,57146667008,31.2,28775079936,394306560,NA,NA,17.0159694314003
"2021-09-16 14:55:39.163056",100,8340848640,1906319360,6173630464,77.1,0,0,0,0,83067539456,25904099328,57146662912,31.2,28775079936,394486784,NA,NA,18.0169684648514
"2021-09-16 14:56:39.227105",100,8340848640,1907265536,6172663808,77.1,0,0,0,0,83067539456,25904115712,57146646528,31.2,28778958848,394920960,NA,NA,19.0180359482765
"2021-09-16 14:57:39.291830",0,8340848640,1906864128,6173052928,77.1,0,0,0,0,83067539456,25904123904,57146638336,31.2,28778958848,395789312,NA,NA,20.0191147009532
