"currentTime","totalCpuUsage...","totalMemory","availableMemory","usedMemory","percentageMemory...","buffersMemory","cachedMemory","totalSwap","freeSwap","usedSwap","percentageSwap...","totalPartition","usedPartition","freePartition","percentagePartition...","total_IO_read","total_IO_write","Time"
"2021-09-13 21:37:05.060834",0,16783519744,5341691904,11147001856,68.2,0,0,0,0,83067539456,25912528896,57138233344,31.2,3077192704,2152342528,NA,NA,0
"2021-09-13 21:38:05.123734",0,16783519744,5307842560,11180847104,68.4,0,0,0,0,83067539456,25912532992,57138229248,31.2,3077192704,2152739840,NA,NA,1.0010483344396
"2021-09-13 21:39:05.130570",0,16783519744,5294108672,11194580992,68.5,0,0,0,0,83067539456,25912541184,57138221056,31.2,3077192704,2153128960,NA,NA,2.00116226673126
"2021-09-13 21:40:05.193102",0,16783519744,5279006720,11209687040,68.5,0,0,0,0,83067539456,25912545280,57138216960,31.2,3077192704,2153513984,NA,NA,3.00220446586609
"2021-09-13 21:41:05.255601",0,16783519744,5267668992,11221024768,68.6,0,0,0,0,83067539456,25912549376,57138212864,31.2,3077192704,2153976832,NA,NA,4.00324611663818
"2021-09-13 21:42:05.318131",0,16783519744,5255897088,11232796672,68.7,0,0,0,0,83067539456,25912561664,57138200576,31.2,3077192704,2154189824,NA,NA,5.00428828398387
"2021-09-13 21:43:05.380553",0,16783519744,5241962496,11246731264,68.8,0,0,0,0,83067539456,25912565760,57138196480,31.2,3077192704,2154574848,NA,NA,6.00532865126928
"2021-09-13 21:44:05.443967",0,16783519744,5230637056,11258056704,68.8,0,0,0,0,83067539456,25912573952,57138188288,31.2,3077192704,2154767360,NA,NA,7.00638555288315
"2021-09-13 21:45:05.506478",0,16783519744,5216956416,11271733248,68.9,0,0,0,0,83067539456,25912578048,57138184192,31.2,3077192704,2155402240,NA,NA,8.00742740233739
"2021-09-13 21:46:05.569214",0,16783519744,5203906560,11284783104,69,0,0,0,0,83067539456,25912582144,57138180096,31.2,3077192704,2155574272,NA,NA,9.00847300291061
"2021-09-13 21:47:05.606634",0,16783519744,5191905280,11296784384,69.1,0,0,0,0,83067539456,25912590336,57138171904,31.2,3077192704,2155959296,NA,NA,10.0090966661771
"2021-09-13 21:48:05.669091",0,16783519744,5182726144,11305963520,69.1,0,0,0,0,83067539456,25912594432,57138167808,31.2,3077192704,2156454912,NA,NA,11.010137617588
"2021-09-13 21:49:05.731579",0,16783519744,5175861248,11312828416,69.2,0,0,0,0,83067539456,25912598528,57138163712,31.2,3077192704,2156798976,NA,NA,12.0111790855726
"2021-09-13 21:50:05.794372",0,16783519744,5169274880,11319414784,69.2,0,0,0,0,83067539456,25912606720,57138155520,31.2,3077192704,2157192192,NA,NA,13.0122256358465
"2021-09-13 21:51:05.856813",50,16783519744,5168959488,11319730176,69.2,0,0,0,0,83067539456,25912614912,57138147328,31.2,3077192704,2157704192,NA,NA,14.0132663170497
"2021-09-13 21:52:05.919687",0,16783519744,5170790400,11317899264,69.2,0,0,0,0,83067539456,25912619008,57138143232,31.2,3077192704,2158060544,NA,NA,15.0143142183622
"2021-09-13 21:53:05.982032",0,16783519744,5170749440,11317940224,69.2,0,0,0,0,83067539456,25912623104,57138139136,31.2,3077192704,2158404608,NA,NA,16.0153533021609
"2021-09-13 21:54:06.044702",0,16783519744,5170180096,11318505472,69.2,0,0,0,0,83067539456,25912631296,57138130944,31.2,3077192704,2158863360,NA,NA,17.016397802035
"2021-09-13 21:55:06.107255",0,16783519744,5170700288,11317985280,69.2,0,0,0,0,83067539456,25912635392,57138126848,31.2,3077192704,2159277056,NA,NA,18.0174403508504
"2021-09-13 21:56:06.150696",0,16783519744,5169266688,11319418880,69.2,0,0,0,0,83067539456,25912639488,57138122752,31.2,3077192704,2159440896,NA,NA,19.0181643684705
"2021-09-13 21:57:06.182534",0,16783519744,5171449856,11317239808,69.2,0,0,0,0,83067539456,25912643584,57138118656,31.2,3077192704,2159936512,NA,NA,20.0186950008074
"2021-09-13 21:58:06.246066",0,16783519744,5172838400,11315851264,69.2,0,0,0,0,83067539456,25912647680,57138114560,31.2,3077192704,2160325632,NA,NA,21.0197538693746
"2021-09-13 21:59:06.308455",100,16783519744,5172838400,11315851264,69.2,0,0,0,0,83067539456,25912651776,57138110464,31.2,3077192704,2160681984,NA,NA,22.0207936843236
"2021-09-13 22:00:06.370938",0,16783519744,5171830784,11316858880,69.2,0,0,0,0,83067539456,25912655872,57138106368,31.2,3077192704,2160845824,NA,NA,23.0218350688616
"2021-09-13 22:01:06.434676",0,16783519744,5171458048,11317231616,69.2,0,0,0,0,83067539456,25912664064,57138098176,31.2,3077192704,2161337344,NA,NA,24.0228973666827
"2021-09-13 22:02:06.470593",0,16783519744,5171085312,11317600256,69.2,0,0,0,0,83067539456,25912668160,57138094080,31.2,3077192704,2161705984,NA,NA,25.0234959840775
"2021-09-13 22:03:06.504512",0,16783519744,5169491968,11319197696,69.2,0,0,0,0,83067539456,25912672256,57138089984,31.2,3077192704,2161857536,NA,NA,26.024061302344
"2021-09-13 22:04:06.567298",0,16783519744,5169438720,11319250944,69.2,0,0,0,0,83067539456,25912680448,57138081792,31.2,3077192704,2162373632,NA,NA,27.0251077334086
"2021-09-13 22:05:06.629697",0,16783519744,5168459776,11320213504,69.2,0,0,0,0,83067539456,25912692736,57138069504,31.2,3077192704,2162553856,NA,NA,28.0261477192243
"2021-09-13 22:06:06.692079",0,16783519744,5167706112,11320967168,69.2,0,0,0,0,83067539456,25912700928,57138061312,31.2,3077192704,2163229696,NA,NA,29.0271874189377
"2021-09-13 22:07:06.754582",0,16783519744,5169811456,11318857728,69.2,0,0,0,0,83067539456,25912705024,57138057216,31.2,3077192704,2163717120,NA,NA,30.0282291332881
"2021-09-13 22:08:06.814766",0,16783519744,5169561600,11319107584,69.2,0,0,0,0,83067539456,25912709120,57138053120,31.2,3077192704,2164102144,NA,NA,31.0292321999868
"2021-09-13 22:09:06.877959",0,16783519744,5167968256,11320700928,69.2,0,0,0,0,83067539456,25912717312,57138044928,31.2,3077192704,2164507648,NA,NA,32.0302854180336
"2021-09-13 22:10:06.931964",0,16783519744,5168025600,11320643584,69.2,0,0,0,0,83067539456,25912721408,57138040832,31.2,3077192704,2164966400,NA,NA,33.0311854998271
"2021-09-13 22:11:06.966685",0,16783519744,5166686208,11321982976,69.2,0,0,0,0,83067539456,25912729600,57138032640,31.2,3077192704,2165343232,NA,NA,34.0317641854286
"2021-09-13 22:12:07.029066",0,16783519744,5599023104,10889641984,66.6,0,0,0,0,83067539456,25912729600,57138032640,31.2,3077192704,2165736448,NA,NA,35.0328038692474
