2021-08-23 17:55:16.084215,50.0,8345075712,7638245376,388743168,8.5,0,0,0,0.0,83067539456,20961832960,62088929280,25.2,3406917632,16804320256
2021-08-23 17:56:16.094968,0.0,8345075712,7625347072,401645568,8.6,0,0,0,0.0,83067539456,20961849344,62088912896,25.2,3406917632,16804656128
2021-08-23 17:57:16.160185,0.0,8345075712,7615696896,411295744,8.7,0,0,0,0.0,83067539456,20961853440,62088908800,25.2,3406917632,16805000192
2021-08-23 17:58:16.222806,0.0,8345075712,7621881856,405110784,8.7,0,0,0,0.0,83067539456,20961853440,62088908800,25.2,3406917632,16805495808
2021-08-23 17:59:16.242746,0.0,8345075712,7620538368,406454272,8.7,0,0,0,0.0,83067539456,20961853440,62088908800,25.2,3406917632,16805516288
2021-08-23 17:59:40.921690,100.0,8345075712,7638298624,388694016,8.5,0,0,0,0.0,83067539456,20961845248,62088916992,25.2,3406917632,16805622784
2021-08-23 18:00:40.984406,0.0,8345075712,7625924608,401068032,8.6,0,0,0,0.0,83067539456,20961857536,62088904704,25.2,3406917632,16805938176
2021-08-23 18:01:41.042830,0.0,8345075712,7624077312,402915328,8.6,0,0,0,0.0,83067539456,20961865728,62088896512,25.2,3406917632,16806097920
2021-08-23 18:02:41.074748,0.0,8345075712,7620218880,406773760,8.7,0,0,0,0.0,83067539456,20961873920,62088888320,25.2,3406917632,16806298624
2021-08-23 18:03:41.106914,0.0,8345075712,7616585728,410406912,8.7,0,0,0,0.0,83067539456,20961878016,62088884224,25.2,3406917632,16806482944
2021-08-23 18:04:41.170688,0.0,8345075712,7613517824,413474816,8.8,0,0,0,0.0,83067539456,20961886208,62088876032,25.2,3406917632,16806712320
2021-08-23 18:05:41.234252,0.0,8345075712,7610478592,416514048,8.8,0,0,0,0.0,83067539456,20961894400,62088867840,25.2,3406917632,16806921216
2021-08-23 18:06:41.298133,0.0,8345075712,7607885824,419106816,8.8,0,0,0,0.0,83067539456,20961894400,62088867840,25.2,3406917632,16807023616
2021-08-23 18:07:41.330739,0.0,8345075712,7606251520,420741120,8.9,0,0,0,0.0,83067539456,20961894400,62088867840,25.2,3406917632,16807044096
2021-08-23 18:08:41.386731,0.0,8345075712,7604420608,422572032,8.9,0,0,0,0.0,83067539456,20961894400,62088867840,25.2,3406917632,16807064576
2021-08-23 18:09:41.448780,0.0,8345075712,7602520064,424472576,8.9,0,0,0,0.0,83067539456,20961894400,62088867840,25.2,3406917632,16807085056
2021-08-23 18:10:41.458656,0.0,8345075712,7600676864,426315776,8.9,0,0,0,0.0,83067539456,20961894400,62088867840,25.2,3406917632,16807105536
2021-08-23 18:11:41.520749,100.0,8345075712,7598800896,428191744,8.9,0,0,0,0.0,83067539456,20961894400,62088867840,25.2,3406917632,16807126016
2021-08-23 18:12:41.583125,0.0,8345075712,7596933120,430059520,9.0,0,0,0,0.0,83067539456,20961894400,62088867840,25.2,3406917632,16807146496
2021-08-23 18:13:41.645428,0.0,8345075712,7595057152,431935488,9.0,0,0,0,0.0,83067539456,20961894400,62088867840,25.2,3406917632,16807166976
2021-08-23 18:14:41.682807,0.0,8345075712,7593148416,433844224,9.0,0,0,0,0.0,83067539456,20961894400,62088867840,25.2,3406917632,16807187456
2021-08-23 18:15:41.745711,100.0,8345075712,7591272448,435720192,9.0,0,0,0,0.0,83067539456,20961894400,62088867840,25.2,3406917632,16807207936
2021-08-23 18:16:41.808218,0.0,8345075712,7589367808,437624832,9.1,0,0,0,0.0,83067539456,20961894400,62088867840,25.2,3406917632,16807228416
2021-08-23 18:17:41.870559,0.0,8345075712,7586979840,440012800,9.1,0,0,0,0.0,83067539456,20961894400,62088867840,25.2,3406917632,16807560192
