imageCounter,currentTime,meanNetworkDelay,meanResponseTime,classificationTime
1,2021-06-29 14:54:22.337229,85.969083070755,86.78945016860962,0:00:00.819960
2,2021-06-29 14:54:22.475036,86.25504231452942,86.73337364196777,0:00:00.136034
3,2021-06-29 14:54:22.612411,86.30772185325623,86.67196226119995,0:00:00.135743
4,2021-06-29 14:54:22.747472,86.30200380086899,86.60862135887146,0:00:00.133502
5,2021-06-29 14:54:23.120308,86.27246961593627,86.59204182624816,0:00:00.371149
6,2021-06-29 14:54:23.253857,86.2706550359726,86.55898487567902,0:00:00.131856
7,2021-06-29 14:54:23.387506,86.25048334257943,86.51652131761823,0:00:00.132040
8,2021-06-29 14:54:23.529253,86.21886417269707,86.46918419003487,0:00:00.140046
9,2021-06-29 14:54:23.663388,86.18050244119432,86.41776092847188,0:00:00.132516
10,2021-06-29 14:54:23.796875,86.13667449951171,86.36341364383698,0:00:00.131813
11,2021-06-29 14:54:23.932223,86.09163370999423,86.30993934111162,0:00:00.133721
12,2021-06-29 14:54:24.078107,86.04064812262853,86.2527917822202,0:00:00.144113
13,2021-06-29 14:54:24.212641,85.98829069504372,86.1943580370683,0:00:00.132906
14,2021-06-29 14:54:24.346142,85.93405027048928,86.134836265019,0:00:00.131883
15,2021-06-29 14:54:24.480389,85.87823379834494,86.0744920571645,0:00:00.132622
16,2021-06-29 14:54:24.626038,85.8221645206213,86.0151676684618,0:00:00.143931
17,2021-06-29 14:54:24.760662,85.76471129585715,85.95419949643752,0:00:00.133004
18,2021-06-29 14:54:24.895058,85.70636426077948,85.89271714952257,0:00:00.132814
19,2021-06-29 14:54:25.030983,85.6472596745742,85.83088005216499,0:00:00.134177
20,2021-06-29 14:54:25.178416,85.58757946491241,85.76931689977646,0:00:00.145706
21,2021-06-29 14:54:25.312214,85.52795077505566,85.70733860560826,0:00:00.132151
22,2021-06-29 14:54:25.446052,85.46872293949127,85.64597528631037,0:00:00.132159
23,2021-06-29 14:54:25.589876,85.40886102552,85.58459800222646,0:00:00.142141
24,2021-06-29 14:54:25.726112,85.34928055604298,85.52331282695134,0:00:00.134567
25,2021-06-29 14:54:25.860224,85.29036100387573,85.46273977279662,0:00:00.132449
26,2021-06-29 14:54:25.996988,85.23138356208801,85.40233886241913,0:00:00.135127
27,2021-06-29 14:54:26.144461,85.17200441713686,85.34203448118987,0:00:00.145700
28,2021-06-29 14:54:26.280194,85.11208673034396,85.28084055015019,0:00:00.134049
29,2021-06-29 14:54:26.415547,85.05182111674341,85.21937579944216,0:00:00.133738
30,2021-06-29 14:54:26.551531,84.99071218967438,85.15716815789541,0:00:00.134349
31,2021-06-29 14:54:26.699836,84.92936501195354,85.09518857925168,0:00:00.146606
32,2021-06-29 14:54:26.834863,84.86916144937277,85.03397726267576,0:00:00.133329
33,2021-06-29 14:54:26.969835,84.80770062677789,84.97157060738766,0:00:00.133321
34,2021-06-29 14:54:27.104260,84.74601302427403,84.90897513137145,0:00:00.132759
35,2021-06-29 14:54:27.254219,84.6842268194471,84.846653345653,0:00:00.143973
36,2021-06-29 14:54:27.388370,84.6225392156177,84.78414166635937,0:00:00.132518
37,2021-06-29 14:54:27.522095,84.56063263480728,84.72144532203674,0:00:00.132131
38,2021-06-29 14:54:27.665826,84.49851339741757,84.65883960221943,0:00:00.142078
39,2021-06-29 14:54:27.799121,84.4364560017219,84.59605354529161,0:00:00.131617
40,2021-06-29 14:54:27.933761,84.37419354915619,84.53313229680062,0:00:00.132997
41,2021-06-29 14:54:28.068015,84.31253522198375,84.47083763959931,0:00:00.132601
42,2021-06-29 14:54:28.214527,84.24975656327747,84.40774261383783,0:00:00.144778
43,2021-06-29 14:54:28.348520,84.18762662798859,84.3450210427129,0:00:00.132276
44,2021-06-29 14:54:28.482368,84.12532764131373,84.28215565464713,0:00:00.132222
45,2021-06-29 14:54:28.616582,84.06286977132162,84.21916482713488,0:00:00.132600
46,2021-06-29 14:54:28.762591,84.00061085949774,84.15665170939073,0:00:00.144358
47,2021-06-29 14:54:28.897111,83.93812704086304,84.09367718087866,0:00:00.132703
48,2021-06-29 14:54:29.030187,83.87551164627075,84.03056602180004,0:00:00.131510
49,2021-06-29 14:54:29.173791,83.81274746388806,83.96753846382609,0:00:00.141903
50,2021-06-29 14:54:29.308201,83.75005373477936,83.90440940856934,0:00:00.132785
51,2021-06-29 14:54:29.443529,83.68724680414387,83.84120215154162,0:00:00.133694
52,2021-06-29 14:54:29.578253,83.6246506021573,83.77820925529187,0:00:00.133087
53,2021-06-29 14:54:29.725503,83.56194652701323,83.71535884659245,0:00:00.145564
54,2021-06-29 14:54:29.859773,83.49908235337999,83.65211487257922,0:00:00.132613
55,2021-06-29 14:54:29.993773,83.43611625324596,83.58877720399336,0:00:00.132350
56,2021-06-29 14:54:30.128398,83.37304807560784,83.52536373904773,0:00:00.133084
57,2021-06-29 14:54:30.275070,83.30989675354539,83.46208702890496,0:00:00.144874
58,2021-06-29 14:54:30.408924,83.24687139330238,83.39872148941303,0:00:00.132207
59,2021-06-29 14:54:30.543694,83.18374858468266,83.33528627783565,0:00:00.133176
60,2021-06-29 14:54:30.677325,83.12055076758067,83.27176575263341,0:00:00.131930
61,2021-06-29 14:54:30.824128,83.05725985667745,83.2083785143055,0:00:00.145095
62,2021-06-29 14:54:30.959010,82.9945984155901,83.14543296060255,0:00:00.133242
63,2021-06-29 14:54:31.093117,82.93185172383747,83.08239842596508,0:00:00.132456
64,2021-06-29 14:54:31.237125,82.86852321773767,83.01894493028522,0:00:00.142230
