"Id","Watt","currentTime","core0Usage...","core1Usage...","core2Usage...","core3Usage...","totalCpuUsage...","totalMemory","availableMemory","usedMemory","percentageMemory...","buffersMemory","cachedMemory","totalSwap","freeSwap","usedSwap","percentageSwap...","totalExt4Partition","usedExt4Partition","freeExt4Partition","percentageExt4Partition...","totalBootPartition","usedBootPartition","freeBootPartition","percentageBootPartition...","total_IO_read","total_IO_write","Time"
1,"3.70","2021-07-06 21:02:52.270887",1.5,3,13.4,1.4,50,3979698176,2670133248,1191501824,32.9,83681280,1369718784,104853504,104853504,0,0,15379681280,13014814720,1688129536,88.5,264289280,30773248,233516032,11.6,1337198080,128161792,0
2,"3.80","2021-07-06 21:03:52.304079",0.8,2.6,2.6,1.7,40,3979698176,2669973504,1191665664,32.9,83681280,1369718784,104853504,104853504,0,0,15379681280,13014814720,1688129536,88.5,264289280,30773248,233516032,11.6,1337198080,128194560,1.00055320262909
3,"4.40","2021-07-06 21:04:52.374277",5.4,12.8,25.6,9.9,50,3979698176,2662518784,1193848832,33.1,83726336,1375059968,104853504,104853504,0,0,15379681280,13014831104,1688113152,88.5,264289280,30773248,233516032,11.6,1337198080,128407552,2.00172317028046
4,"4.30","2021-07-06 21:05:52.396734",6.6,9.8,11.6,7,40,3979698176,2662240256,1194639360,33.1,83759104,1374494720,104853504,104853504,0,0,15379681280,13014831104,1688113152,88.5,264289280,30773248,233516032,11.6,1337198080,128665600,3.00209745168686
5,"4.20","2021-07-06 21:06:52.462877",7.5,10.4,9.6,8,50,3979698176,2662768640,1194037248,33.1,83795968,1374576640,104853504,104853504,0,0,15379681280,13014843392,1688100864,88.5,264289280,30773248,233516032,11.6,1337198080,128993280,4.00319983561834
6,"4.30","2021-07-06 21:07:52.532415",9,10.4,10,5.5,33.3,3979698176,2662678528,1193660416,33.1,83865600,1375109120,104853504,104853504,0,0,15379681280,13014851584,1688092672,88.5,264289280,30773248,233516032,11.6,1337198080,129202176,5.00435880025228
7,"4.30","2021-07-06 21:08:52.618423",8.7,8.6,9.6,7.7,50,3979698176,2662498304,1193967616,33.1,83898368,1374994432,104853504,104853504,0,0,15379681280,13014859776,1688084480,88.5,264289280,30773248,233516032,11.6,1337202176,129509376,6.00579226811727
8,"4.30","2021-07-06 21:09:52.653812",7.3,8.8,10.8,8,50,3979698176,2662002688,1193938944,33.1,83943424,1375526912,104853504,104853504,0,0,15379681280,13014872064,1688072192,88.5,264289280,30773248,233516032,11.6,1337202176,129767424,7.00638208389282
9,"4.20","2021-07-06 21:10:52.722658",8,9.9,8.2,8.9,50,3979698176,2661765120,1194176512,33.1,83984384,1375539200,104853504,104853504,0,0,15379681280,13014876160,1688068096,88.5,264289280,30773248,233516032,11.6,1337202176,130021376,8.00752951701482
10,"4.30","2021-07-06 21:11:52.758748",7.1,9.3,9.6,8.9,0,3979698176,2662436864,1194037248,33.1,84004864,1375076352,104853504,104853504,0,0,15379681280,13014888448,1688055808,88.5,264289280,30773248,233516032,11.6,1337202176,130271232,9.00813101927439
