"Id","Watt","currentTime","core0Usage...","core1Usage...","core2Usage...","core3Usage...","totalCpuUsage...","totalMemory","availableMemory","usedMemory","percentageMemory...","buffersMemory","cachedMemory","totalSwap","freeSwap","usedSwap","percentageSwap...","totalExt4Partition","usedExt4Partition","freeExt4Partition","percentageExt4Partition...","totalBootPartition","usedBootPartition","freeBootPartition","percentageBootPartition...","total_IO_read","total_IO_write","Time"
1,"3.70","2021-07-06 14:58:02.788412",1.1,3.2,3,10.4,33.3,3979698176,3367301120,494473216,15.4,65875968,1371406336,104853504,104853504,0,0,15379681280,13010120704,1692823552,88.5,264289280,30773248,233516032,11.6,1336157696,59344896,0
2,"3.80","2021-07-06 14:59:02.826415",0.9,3.2,2.5,1.6,50,3979698176,3366604800,495169536,15.4,65892352,1371406336,104853504,104853504,0,0,15379681280,13010120704,1692823552,88.5,264289280,30773248,233516032,11.6,1336157696,59385856,1.00063338279724
3,"4.10","2021-07-06 15:00:02.900115",15.7,17.2,13.3,82,50,3979698176,3333210112,523354112,16.2,65974272,1376739328,104853504,104853504,0,0,15379681280,13010161664,1692782592,88.5,264289280,30773248,233516032,11.6,1336157696,59672576,2.00186171531677
4,"4.90","2021-07-06 15:01:02.948027",15.9,21.6,25.8,56.8,66.7,3979698176,3331256320,524197888,16.3,66064384,1377800192,104853504,104853504,0,0,15379681280,13010182144,1692762112,88.5,264289280,30773248,233516032,11.6,1336157696,60000256,3.00266024669011
5,"4.70","2021-07-06 15:02:03.015813",19.9,27.7,23.6,20.2,66.7,3979698176,3331645440,524840960,16.3,66170880,1376792576,104853504,104853504,0,0,15379681280,13010206720,1692737536,88.5,264289280,30773248,233516032,11.6,1336157696,60282880,4.00379001696905
6,"4.60","2021-07-06 15:03:03.051606",17.4,28.3,21.3,24.8,75,3979698176,3331756032,524730368,16.3,66260992,1376813056,104853504,104853504,0,0,15379681280,13010223104,1692721152,88.5,264289280,30773248,233516032,11.6,1336157696,60520448,5.00438656409581
7,"4.60","2021-07-06 15:04:03.120596",24.5,24.4,22.3,20.3,0,3979698176,3331903488,524054528,16.3,66351104,1377366016,104853504,104853504,0,0,15379681280,13010243584,1692700672,88.5,264289280,30773248,233516032,11.6,1336157696,60786688,6.00553639729818
8,"4.60","2021-07-06 15:05:03.159832",17.7,26.7,23.1,23,50,3979698176,3330187264,525246464,16.3,66449408,1377914880,104853504,104853504,0,0,15379681280,13010264064,1692680192,88.5,264289280,30773248,233516032,11.6,1336157696,61036544,7.00619033177694
9,"4.60","2021-07-06 15:06:03.234627",18.9,30.1,24.6,16.4,60,3979698176,3330813952,525664256,16.3,66539520,1376890880,104853504,104853504,0,0,15379681280,13010280448,1692663808,88.5,264289280,30773248,233516032,11.6,1336157696,61294592,8.0074369152387
10,"4.60","2021-07-06 15:07:03.246801",21.7,28,25,17.3,50,3979698176,3331448832,525041664,16.3,66637824,1376899072,104853504,104853504,0,0,15379681280,13010300928,1692643328,88.5,264289280,30773248,233516032,11.6,1336157696,61581312,9.00763981342316
