"Id","Watt","currentTime","core0Usage...","core1Usage...","core2Usage...","core3Usage...","totalCpuUsage...","totalMemory","availableMemory","usedMemory","percentageMemory...","buffersMemory","cachedMemory","totalSwap","freeSwap","usedSwap","percentageSwap...","totalExt4Partition","usedExt4Partition","freeExt4Partition","percentageExt4Partition...","totalBootPartition","usedBootPartition","freeBootPartition","percentageBootPartition...","total_IO_read","total_IO_write","Time"
1,"3.70","2021-07-12 14:30:27.259670",5.2,2.3,2.3,7.6,40,3979698176,1920643072,1939484672,51.7,55377920,1944576000,104853504,104329216,524288,0.5,15379681280,13036961792,1665982464,88.7,264289280,30773248,233516032,11.6,2112486400,2617033728,0
2,"3.80","2021-07-12 14:31:27.341948",4.5,2.7,3.6,3,50,3979698176,1874223104,1985916928,52.9,55394304,1827008512,104853504,104329216,524288,0.5,15379681280,13036961792,1665982464,88.7,264289280,30773248,233516032,11.6,2112486400,2617074688,1.00137130022049
3,"4.90","2021-07-12 14:32:27.410428",6.1,9.2,6.9,80.4,60,3979698176,1833316352,2024067072,53.9,55476224,1792516096,104853504,104329216,524288,0.5,15379681280,13036978176,1665966080,88.7,264289280,30773248,233516032,11.6,2112769024,2617275392,2.00251263380051
4,"5.60","2021-07-12 14:33:27.494768",2.5,7.8,10.1,100,50,3979698176,1832488960,2024890368,54,55566336,1792548864,104853504,104329216,524288,0.5,15379681280,13037002752,1665941504,88.7,264289280,30773248,233516032,11.6,2112769024,2617500672,3.00391829808553
5,"5.60","2021-07-12 14:34:27.566180",6.5,7.7,6.8,100,66.7,3979698176,1832673280,2023632896,53.9,55656448,1793695744,104853504,104329216,524288,0.5,15379681280,13037043712,1665900544,88.7,264289280,30773248,233516032,11.6,2112769024,2617762816,4.00510849952698
6,"5.60","2021-07-12 14:35:27.622907",6.2,7.7,5.9,100,33.3,3979698176,1831579648,2024665088,54,55754752,1789136896,104853504,104329216,524288,0.5,15379681280,13037060096,1665884160,88.7,264289280,30773248,233516032,11.6,2112769024,2618074112,5.00605394840241
7,"5.60","2021-07-12 14:36:27.699558",6.2,7.8,6,100,33.3,3979698176,1831436288,2024288256,54,55844864,1789730816,104853504,104329216,524288,0.5,15379681280,13037092864,1665851392,88.7,264289280,30773248,233516032,11.6,2112769024,2618311680,6.0073314666748
8,"5.60","2021-07-12 14:37:27.807276",6.1,7.7,5.7,99.9,58.3,3979698176,1831624704,2024075264,54,55934976,1785081856,104853504,104329216,524288,0.5,15379681280,13037117440,1665826816,88.7,264289280,30773248,233516032,11.6,2112769024,2618569728,7.00912676652273
9,"5.50","2021-07-12 14:38:27.882079",6.7,7.4,5.6,100,50,3979698176,1831706624,2024017920,54,56033280,1785106432,104853504,104329216,524288,0.5,15379681280,13037142016,1665802240,88.7,264289280,30773248,233516032,11.6,2112769024,2618835968,8.0103734811147
10,"5.50","2021-07-12 14:39:27.961205",9.7,4.2,5.9,100,50,3979698176,1831604224,2024095744,54,56123392,1785188352,104853504,104329216,524288,0.5,15379681280,13037166592,1665777664,88.7,264289280,30773248,233516032,11.6,2112769024,2619073536,9.01169224977493
