"Id","Watt","currentTime","core0Usage...","core1Usage...","core2Usage...","core3Usage...","totalCpuUsage...","totalMemory","availableMemory","usedMemory","percentageMemory...","buffersMemory","cachedMemory","totalSwap","freeSwap","usedSwap","percentageSwap...","totalExt4Partition","usedExt4Partition","freeExt4Partition","percentageExt4Partition...","totalBootPartition","usedBootPartition","freeBootPartition","percentageBootPartition...","total_IO_read","total_IO_write","Time"
1,"3.60","2021-07-05 19:04:03.051101",0.8,10.1,3.6,1.9,33.3,3979698176,3277094912,585699328,17.7,65380352,2079731712,104853504,104853504,0,0,15379681280,12998406144,1704538112,88.4,264289280,30773248,233516032,11.6,1330948096,747552256,0
2,"3.70","2021-07-05 19:05:03.079586",1.2,3.1,1.4,1.2,50,3979698176,3276472320,586313728,17.7,65404928,2079731712,104853504,104853504,0,0,15379681280,12998406144,1704538112,88.4,264289280,30773248,233516032,11.6,1330948096,747642368,1.00047475099564
3,"4.30","2021-07-05 19:06:03.142724",11.8,10.7,6.8,22.4,50,3979698176,3270983680,588500992,17.8,65486848,2083086336,104853504,104853504,0,0,15379681280,12998447104,1704497152,88.4,264289280,30773248,233516032,11.6,1330948096,748137984,2.00152705113093
4,"4.30","2021-07-05 19:07:03.211981",7.9,8.2,10.9,11.3,0,3979698176,3270615040,589393920,17.8,65576960,2082586624,104853504,104853504,0,0,15379681280,12998467584,1704476672,88.4,264289280,30773248,233516032,11.6,1330948096,748375552,3.00268133481344
5,"4.20","2021-07-05 19:08:03.241043",7.9,7.6,10.1,12,33.3,3979698176,3270975488,587988992,17.8,65671168,2083704832,104853504,104853504,0,0,15379681280,12998496256,1704448000,88.4,264289280,30773248,233516032,11.6,1330948096,748617216,4.0031657020251
6,"4.20","2021-07-05 19:09:03.310188",6.9,8.4,9.6,13.3,50,3979698176,3270873088,589144064,17.8,65761280,2082684928,104853504,104853504,0,0,15379681280,12998516736,1704427520,88.4,264289280,30773248,233516032,11.6,1330948096,748879360,5.0043181180954
7,"4.20","2021-07-05 19:10:03.321301",6.6,7.3,9.6,13.8,33.3,3979698176,3270213632,589803520,17.8,65859584,2082701312,104853504,104853504,0,0,15379681280,12998537216,1704407040,88.4,264289280,30773248,233516032,11.6,1330948096,749153792,6.00450333356857
8,"4.20","2021-07-05 19:11:03.394458",6.9,8.3,8.6,11.5,80,3979698176,3271303168,588587008,17.8,65949696,2082795520,104853504,104853504,0,0,15379681280,12998549504,1704394752,88.4,264289280,30773248,233516032,11.6,1330948096,749407744,7.00572261810303
9,"4.20","2021-07-05 19:12:03.463028",6.7,10.8,6.6,8.9,50,3979698176,3269791744,588992512,17.8,66039808,2083848192,104853504,104853504,0,0,15379681280,12998561792,1704382464,88.4,264289280,30773248,233516032,11.6,1330948096,749678080,8.00686544974645
10,"4.20","2021-07-05 19:13:03.533183",6.3,11.2,8.1,8.1,50,3979698176,3269365760,589426688,17.8,66129920,2083872768,104853504,104853504,0,0,15379681280,12998582272,1704361984,88.4,264289280,30773248,233516032,11.6,1330948096,749932032,9.00803470214208
11,"4.20","2021-07-05 19:14:03.598687",5.6,9.2,9.3,8.5,50,3979698176,3269476352,589295616,17.8,66220032,2083913728,104853504,104853504,0,0,15379681280,12998598656,1704345600,88.4,264289280,30773248,233516032,11.6,1330948096,750169600,10.0091264327367
12,"4.20","2021-07-05 19:15:03.616430",6.6,9.4,8.1,9.6,50,3979698176,3268567040,589168640,17.9,66318336,2084974592,104853504,104853504,0,0,15379681280,12998619136,1704325120,88.4,264289280,30773248,233516032,11.6,1330948096,750439936,11.0094221512477
13,"4.20","2021-07-05 19:16:03.680612",6.9,9.7,7.9,8.4,0,3979698176,3270414336,588369920,17.8,66408448,2083938304,104853504,104853504,0,0,15379681280,12998639616,1704304640,88.4,264289280,30773248,233516032,11.6,1330948096,750693888,12.0104918519656
14,"4.20","2021-07-05 19:17:03.751445",7.1,9.3,8.5,9.1,66.7,3979698176,3267764224,590548992,17.9,66506752,2084438016,104853504,104853504,0,0,15379681280,12998656000,1704288256,88.4,264289280,30773248,233516032,11.6,1330948096,750960128,13.0116724014282
15,"4.20","2021-07-05 19:18:03.819182",6,9,9.8,8.7,50,3979698176,3269390336,588857344,17.8,66596864,2084524032,104853504,104853504,0,0,15379681280,12998676480,1704267776,88.4,264289280,30773248,233516032,11.6,1330948096,751545856,14.0128013491631
16,"4.20","2021-07-05 19:19:03.888241",6.9,8.8,8.3,9.8,33.3,3979698176,3269246976,589000704,17.9,66686976,2084548608,104853504,104853504,0,0,15379681280,12998696960,1704247296,88.4,264289280,30773248,233516032,11.6,1330948096,751955456,15.0139523347219
17,"4.30","2021-07-05 19:20:03.912132",6.1,8.5,9.4,10,50,3979698176,3269419008,588820480,17.8,66777088,2084638720,104853504,104853504,0,0,15379681280,12998725632,1704218624,88.4,264289280,30773248,233516032,11.6,1330948096,752279040,16.0143505175908
18,"4.30","2021-07-05 19:21:03.978644",6.4,7.5,9.1,10.3,50,3979698176,3269287936,588369920,17.9,66875392,2085249024,104853504,104853504,0,0,15379681280,12998746112,1704198144,88.4,264289280,30773248,233516032,11.6,1330948096,752541184,17.015459048748
19,"4.20","2021-07-05 19:22:04.047740",6.5,8.8,7.5,10.6,0,3979698176,3269926912,588861440,17.8,66965504,2084151296,104853504,104853504,0,0,15379681280,12998774784,1704169472,88.4,264289280,30773248,233516032,11.6,1330948096,752840192,18.0166106502215
20,"4.20","2021-07-05 19:23:04.106908",8.4,8.7,7.8,8.6,33.3,3979698176,3269009408,589254656,17.9,67055616,2084700160,104853504,104853504,0,0,15379681280,12998795264,1704148992,88.4,264289280,30773248,233516032,11.6,1330948096,753094144,19.0175967852275
