"Id","Watt","currentTime","core0Usage...","core1Usage...","core2Usage...","core3Usage...","totalCpuUsage...","totalMemory","availableMemory","usedMemory","percentageMemory...","buffersMemory","cachedMemory","totalSwap","freeSwap","usedSwap","percentageSwap...","totalExt4Partition","usedExt4Partition","freeExt4Partition","percentageExt4Partition...","totalBootPartition","usedBootPartition","freeBootPartition","percentageBootPartition...","total_IO_read","total_IO_write","Time"
1,"3.10","2021-06-29 18:51:51.171567",2.3,24.4,4.1,2.4,50,3979698176,2734776320,1126486016,31.3,67219456,1167691776,104853504,104853504,0,0,15379681280,12248936448,2454007808,83.3,264289280,30773248,233516032,11.6,1128000000,88876032,0
2,"3.20","2021-06-29 18:52:51.226364",1.3,2.3,2.5,1.8,60,3979698176,2733617152,1127682048,31.3,67235840,1167663104,104853504,104853504,0,0,15379681280,12248936448,2454007808,83.3,264289280,30773248,233516032,11.6,1128000000,88925184,1.00091328223546
3,"3.70","2021-06-29 18:53:51.296320",6.2,31.7,11.8,12.1,33.3,3979698176,2729111552,1127473152,31.4,67309568,1172348928,104853504,104853504,0,0,15379681280,12248940544,2454003712,83.3,264289280,30773248,233516032,11.6,1128000000,89129984,2.0020792166392
4,"3.60","2021-06-29 18:54:51.312127",8.6,9.6,9.1,7.4,50,3979698176,2728251392,1128857600,31.4,67391488,1171849216,104853504,104853504,0,0,15379681280,12248948736,2453995520,83.3,264289280,30773248,233516032,11.6,1128000000,89363456,3.00234266916911
5,"3.60","2021-06-29 18:55:51.328430",8.1,9.8,10.3,6.5,0,3979698176,2728357888,1127153664,31.4,67485696,1173524480,104853504,104853504,0,0,15379681280,12248973312,2453970944,83.3,264289280,30773248,233516032,11.6,1128000000,89609216,4.00261438290278
6,"3.50","2021-06-29 18:56:51.398341",8.2,10.3,8,7.9,50,3979698176,2728935424,1128157184,31.4,67567616,1171890176,104853504,104853504,0,0,15379681280,12248969216,2453975040,83.3,264289280,30773248,233516032,11.6,1128000000,89854976,5.00377956628799
7,"3.50","2021-06-29 18:57:51.467618",6.8,10.8,8.7,7.2,50,3979698176,2729254912,1127895040,31.4,67657728,1171836928,104853504,104853504,0,0,15379681280,12248973312,2453970944,83.3,264289280,30773248,233516032,11.6,1128000000,90129408,6.00493418375651
8,"3.50","2021-06-29 18:58:51.537237",6.2,10.6,10.2,7.7,50,3979698176,2727411712,1129185280,31.5,67739648,1172463616,104853504,104853504,0,0,15379681280,12248985600,2453958656,83.3,264289280,30773248,233516032,11.6,1128000000,90383360,7.00609449942907
9,"3.60","2021-06-29 18:59:51.605163",7.6,10.5,8.9,7.6,66.7,3979698176,2727968768,1128673280,31.5,67829760,1172369408,104853504,104853504,0,0,15379681280,12248989696,2453954560,83.3,264289280,30773248,233516032,11.6,1128000000,90637312,8.00722660223643
10,"3.50","2021-06-29 19:00:51.674133",7.5,10.9,8.2,8.3,50,3979698176,2728288256,1128284160,31.4,67911680,1172451328,104853504,104853504,0,0,15379681280,12248997888,2453946368,83.3,264289280,30773248,233516032,11.6,1128000000,90895360,9.00837610165278
11,"3.50","2021-06-29 19:01:51.743072",5.6,11.9,8.7,7.9,50,3979698176,2728992768,1128095744,31.4,68001792,1172000768,104853504,104853504,0,0,15379681280,12249006080,2453938176,83.3,264289280,30773248,233516032,11.6,1128000000,91132928,10.0095250844955
12,"3.60","2021-06-29 19:02:51.755807",6.2,11.2,9.8,7.2,33.3,3979698176,2728755200,1126756352,31.4,68083712,1173581824,104853504,104853504,0,0,15379681280,12249006080,2453938176,83.3,264289280,30773248,233516032,11.6,1128000000,91366400,11.0097373326619
13,"3.50","2021-06-29 19:03:51.779236",7.9,8.9,9.7,8.2,50,3979698176,2729295872,1127821312,31.4,68165632,1171918848,104853504,104853504,0,0,15379681280,12249006080,2453938176,83.3,264289280,30773248,233516032,11.6,1128000000,91616256,12.0101278185844
14,"3.50","2021-06-29 19:04:51.844535",8.5,9.5,6.8,10.2,33.3,3979698176,2728587264,1128005632,31.4,68255744,1172385792,104853504,104853504,0,0,15379681280,12249006080,2453938176,83.3,264289280,30773248,233516032,11.6,1128000000,91878400,13.0112161358198
15,"3.60","2021-06-29 19:05:51.913701",6.2,8.3,11.1,8.7,0,3979698176,2728738816,1128349696,31.4,68345856,1171951616,104853504,104853504,0,0,15379681280,12249018368,2453925888,83.3,264289280,30773248,233516032,11.6,1128000000,92152832,14.0123689015706
16,"3.50","2021-06-29 19:06:51.982786",8.4,8.3,9.9,8.3,50,3979698176,2728181760,1128382464,31.4,68427776,1172418560,104853504,104853504,0,0,15379681280,12249014272,2453929984,83.3,264289280,30773248,233516032,11.6,1128000000,92398592,15.0135203162829
17,"3.60","2021-06-29 19:07:52.051658",7.9,7.3,11.6,7.8,50,3979698176,2728808448,1128218624,31.4,68509696,1171980288,104853504,104853504,0,0,15379681280,12249026560,2453917696,83.3,264289280,30773248,233516032,11.6,1128000000,92615680,16.014668182532
18,"3.60","2021-06-29 19:08:52.087190",7,12.4,8.8,6.1,0,3979698176,2728521728,1128050688,31.4,68599808,1172512768,104853504,104853504,0,0,15379681280,12249047040,2453897216,83.3,264289280,30773248,233516032,11.6,1128000000,92910592,17.0152603824933
19,"3.60","2021-06-29 19:09:52.112743",7.6,9.7,10.6,7,50,3979698176,2728542208,1127501824,31.4,68681728,1172979712,104853504,104853504,0,0,15379681280,12249038848,2453905408,83.3,264289280,30773248,233516032,11.6,1128000000,93164544,18.0156862656275
20,"3.50","2021-06-29 19:10:52.140817",5.5,11.3,9.7,7.9,33.3,3979698176,2729160704,1127407616,31.4,68771840,1172467712,104853504,104853504,0,0,15379681280,12249047040,2453897216,83.3,264289280,30773248,233516032,11.6,1128000000,93426688,19.0161541660627
21,"3.50","2021-06-29 19:11:52.209776",5.5,12.6,9.2,7.2,0,3979698176,2728284160,1127247872,31.4,68853760,1173577728,104853504,104853504,0,0,15379681280,12249063424,2453880832,83.3,264289280,30773248,233516032,11.6,1128000000,93672448,20.0173034826914
22,"3.60","2021-06-29 19:12:52.278951",6.7,7.9,10.3,9.4,50,3979698176,2728321024,1128775680,31.4,68943872,1171959808,104853504,104853504,0,0,15379681280,12249063424,2453880832,83.3,264289280,30773248,233516032,11.6,1128000000,93959168,21.0184563994408
23,"3.50","2021-06-29 19:13:52.338283",6.3,9.1,10.2,8.7,100,3979698176,2728665088,1127911424,31.4,69025792,1172484096,104853504,104853504,0,0,15379681280,12249067520,2453876736,83.3,264289280,30773248,233516032,11.6,1128000000,94229504,22.0194452683131
24,"3.50","2021-06-29 19:14:52.390884",8.1,8.3,8.8,9.8,50,3979698176,2727792640,1129299968,31.5,69115904,1172037632,104853504,104853504,0,0,15379681280,12249079808,2453864448,83.3,264289280,30773248,233516032,11.6,1128000000,94454784,23.020321949323
