"Id","Watt","currentTime","core0Usage...","core1Usage...","core2Usage...","core3Usage...","totalCpuUsage...","totalMemory","availableMemory","usedMemory","percentageMemory...","buffersMemory","cachedMemory","totalSwap","freeSwap","usedSwap","percentageSwap...","totalExt4Partition","usedExt4Partition","freeExt4Partition","percentageExt4Partition...","totalBootPartition","usedBootPartition","freeBootPartition","percentageBootPartition...","total_IO_read","total_IO_write","Time"
1,"3.20","2021-07-02 19:08:28.354145",12.7,2.3,2.2,2,60,3979698176,1920966656,1933627392,51.7,23764992,1959301120,104853504,101707776,3145728,3,15379681280,12286132224,2416812032,83.6,264289280,30773248,233516032,11.6,2624506368,41980928,0
2,"3.30","2021-07-02 19:09:28.396308",1.2,1.8,2.1,1.2,50,3979698176,1919868928,1934716928,51.8,23781376,1959235584,104853504,101707776,3145728,3,15379681280,12286132224,2416812032,83.6,264289280,30773248,233516032,11.6,2624506368,42046464,1.00070271492004
3,"3.40","2021-07-02 19:10:28.466851",47.6,9.2,18,7.6,50,3979698176,1919787008,1936273408,51.8,23855104,1959481344,104853504,101707776,3145728,3,15379681280,12286148608,2416795648,83.6,264289280,30773248,233516032,11.6,2624506368,42243072,2.00187843243281
4,"3.90","2021-07-02 19:11:28.535631",11.3,7.7,17.3,10.9,33.3,3979698176,1920847872,1936039936,51.7,23937024,1958604800,104853504,101707776,3145728,3,15379681280,12286148608,2416795648,83.6,264289280,30773248,233516032,11.6,2624506368,42460160,3.0030247648557
5,"4.20","2021-07-02 19:12:28.545616",8.1,7.2,19.1,13.1,50,3979698176,1919811584,1936609280,51.8,24027136,1959079936,104853504,101707776,3145728,3,15379681280,12286164992,2416779264,83.6,264289280,30773248,233516032,11.6,2624506368,42652672,4.00319118102392
6,"4.10","2021-07-02 19:13:28.561005",6.6,10.3,20,9.2,0,3979698176,1919315968,1937092608,51.8,24113152,1959161856,104853504,101707776,3145728,3,15379681280,12286173184,2416771072,83.6,264289280,30773248,233516032,11.6,2624506368,42906624,5.00344766775767
7,"4.40","2021-07-02 19:14:28.629938",8.4,10.2,17.3,12,33.3,3979698176,1919614976,1936793600,51.8,24195072,1959104512,104853504,101707776,3145728,3,15379681280,12286173184,2416771072,83.6,264289280,30773248,233516032,11.6,2624506368,43115520,6.00459654728572
8,"4.40","2021-07-02 19:15:28.698814",13.9,10.9,10.2,11.4,50,3979698176,1919791104,1936699392,51.8,24285184,1959100416,104853504,101707776,3145728,3,15379681280,12286197760,2416746496,83.6,264289280,30773248,233516032,11.6,2624506368,43324416,7.00574448108673
9,"3.80","2021-07-02 19:16:28.767747",13.1,9.5,10.7,12.3,0,3979698176,1919025152,1935409152,51.8,24367104,1961091072,104853504,101707776,3145728,3,15379681280,12286185472,2416758784,83.6,264289280,30773248,233516032,11.6,2624506368,43574272,8.00689336458842
10,"3.80","2021-07-02 19:17:28.820261",9.2,9,16.4,9.7,0,3979698176,1918562304,1937428480,51.8,24465408,1959997440,104853504,101707776,3145728,3,15379681280,12286193664,2416750592,83.6,264289280,30773248,233516032,11.6,2624965120,43852800,9.0077685991923
11,"3.90","2021-07-02 19:18:28.887385",8.1,9.3,21.2,8.4,83.3,3979698176,1918156800,1937817600,51.8,24547328,1960091648,104853504,101707776,3145728,3,15379681280,12286214144,2416730112,83.6,264289280,30773248,233516032,11.6,2624965120,44254208,10.008887330691
12,"3.80","2021-07-02 19:19:28.960361",11.6,10.4,15.2,10.9,66.7,3979698176,1918722048,1937195008,51.8,24637440,1960075264,104853504,101707776,3145728,3,15379681280,12286205952,2416738304,83.6,264289280,30773248,233516032,11.6,2624965120,44528640,11.0101035992304
13,"3.90","2021-07-02 19:20:29.025565",11.2,16,11.1,8.2,50,3979698176,1918275584,1936654336,51.8,24719360,1961074688,104853504,101707776,3145728,3,15379681280,12286214144,2416730112,83.6,264289280,30773248,233516032,11.6,2624965120,44721152,12.0111903309822
14,"3.90","2021-07-02 19:21:29.107461",12.6,11.4,12.4,9.9,83.3,3979698176,1916600320,1936752640,51.8,24809472,1962725376,104853504,101707776,3145728,3,15379681280,12286234624,2416709632,83.6,264289280,30773248,233516032,11.6,2624965120,44966912,13.0125552654266
15,"3.90","2021-07-02 19:22:29.186514",10.7,6.4,19.3,9.7,66.7,3979698176,1919229952,1935695872,51.8,24891392,1961086976,104853504,101707776,3145728,3,15379681280,12286226432,2416717824,83.6,264289280,30773248,233516032,11.6,2624965120,45216768,14.0138728141785
16,"3.80","2021-07-02 19:23:29.256722",10.2,7.8,17.9,10.6,50,3979698176,1918357504,1936052224,51.8,24973312,1961680896,104853504,101707776,3145728,3,15379681280,12286238720,2416705536,83.6,264289280,30773248,233516032,11.6,2624965120,45413376,15.0150429487228
17,"3.80","2021-07-02 19:24:29.325768",11.5,8.7,14.3,12.6,50,3979698176,1916338176,1938046976,51.8,25063424,1961660416,104853504,101707776,3145728,3,15379681280,12286251008,2416693248,83.6,264289280,30773248,233516032,11.6,2624965120,45716480,16.0161937157313
18,"3.90","2021-07-02 19:25:29.391197",9.3,12.8,11.6,13.3,50,3979698176,1918001152,1935855616,51.8,25145344,1962180608,104853504,101707776,3145728,3,15379681280,12286242816,2416701440,83.6,264289280,30773248,233516032,11.6,2624965120,45966336,17.017284198602
19,"3.80","2021-07-02 19:26:29.460086",8.2,9.6,17.1,8.5,0,3979698176,1917853696,1936527360,51.8,25227264,1961725952,104853504,101707776,3145728,3,15379681280,12286255104,2416689152,83.6,264289280,30773248,233516032,11.6,2624965120,46154752,18.0184323509534
20,"3.80","2021-07-02 19:27:29.530890",9.2,9.1,15.3,11.8,50,3979698176,1917153280,1935663104,51.8,25317376,1963241472,104853504,101707776,3145728,3,15379681280,12286263296,2416680960,83.6,264289280,30773248,233516032,11.6,2624965120,46441472,19.0196124156316
21,"3.80","2021-07-02 19:28:29.600016",9.1,7.1,17.4,11.7,0,3979698176,1918263296,1936121856,51.8,25399296,1961668608,104853504,101707776,3145728,3,15379681280,12286259200,2416685056,83.6,264289280,30773248,233516032,11.6,2624965120,46646272,20.0207645177841
22,"3.80","2021-07-02 19:29:29.615281",10,11.4,17.7,7.3,0,3979698176,1916772352,1937608704,51.8,25489408,1961746432,104853504,101707776,3145728,3,15379681280,12286275584,2416668672,83.6,264289280,30773248,233516032,11.6,2624965120,46900224,21.0210189342499
