"Id","Watt","currentTime","core0Usage...","core1Usage...","core2Usage...","core3Usage...","totalCpuUsage...","totalMemory","availableMemory","usedMemory","percentageMemory...","buffersMemory","cachedMemory","totalSwap","freeSwap","usedSwap","percentageSwap...","totalExt4Partition","usedExt4Partition","freeExt4Partition","percentageExt4Partition...","totalBootPartition","usedBootPartition","freeBootPartition","percentageBootPartition...","total_IO_read","total_IO_write","Time"
1,"3.60","2021-07-06 16:30:09.013632",1.6,11.7,2.5,1.8,40,3979698176,3366027264,495747072,15.4,72679424,1373724672,104853504,104853504,0,0,15379681280,13012070400,1690873856,88.5,264289280,30773248,233516032,11.6,1336157696,82335744,0
2,"3.80","2021-07-06 16:31:09.055615",0.9,2.5,2,1.6,50,3979698176,3365806080,495968256,15.4,72704000,1373736960,104853504,104853504,0,0,15379681280,13012070400,1690873856,88.5,264289280,30773248,233516032,11.6,1336157696,82417664,1.00069971481959
3,"3.70","2021-07-06 16:32:09.078865",0.9,2,2.4,1.9,60,3979698176,3366612992,495165440,15.4,72720384,1373732864,104853504,104853504,0,0,15379681280,13012070400,1690873856,88.5,264289280,30773248,233516032,11.6,1336157696,82475008,2.0010872165362
4,"3.70","2021-07-06 16:33:09.160021",0.7,2.3,2.5,1.9,40,3979698176,3366629376,495144960,15.4,72736768,1373736960,104853504,104853504,0,0,15379681280,13012070400,1690873856,88.5,264289280,30773248,233516032,11.6,1336157696,82515968,3.00243981679281
5,"3.80","2021-07-06 16:34:09.192257",1.3,2.5,2.4,1,66.7,3979698176,3366653952,495128576,15.4,72753152,1373736960,104853504,104853504,0,0,15379681280,13012070400,1690873856,88.5,264289280,30773248,233516032,11.6,1336157696,82556928,4.00297708113988
6,"3.80","2021-07-06 16:35:09.260000",0.9,1.9,2.7,1.5,60,3979698176,3366653952,495112192,15.4,72769536,1373736960,104853504,104853504,0,0,15379681280,13012070400,1690873856,88.5,264289280,30773248,233516032,11.6,1336157696,82597888,5.00410613218943
7,"3.80","2021-07-06 16:36:09.342539",1.1,2.1,2.6,1.4,60,3979698176,3366428672,495353856,15.4,72785920,1373736960,104853504,104853504,0,0,15379681280,13012070400,1690873856,88.5,264289280,30773248,233516032,11.6,1336157696,82638848,6.00548178354899
8,"3.70","2021-07-06 16:37:09.372433",0.7,2.8,2.6,1.2,25,3979698176,3366694912,495079424,15.4,72802304,1373736960,104853504,104853504,0,0,15379681280,13012070400,1690873856,88.5,264289280,30773248,233516032,11.6,1336157696,82679808,7.00598001480103
9,"3.60","2021-07-06 16:38:09.393757",1,2.5,2.1,1.6,50,3979698176,3366711296,495063040,15.4,72818688,1373736960,104853504,104853504,0,0,15379681280,13012070400,1690873856,88.5,264289280,30773248,233516032,11.6,1336157696,82720768,8.00633541742961
10,"3.60","2021-07-06 16:39:09.475681",1.2,2.5,2.5,1.1,50,3979698176,3366207488,495558656,15.4,72835072,1373741056,104853504,104853504,0,0,15379681280,13012062208,1690882048,88.5,264289280,30773248,233516032,11.6,1336157696,82761728,9.00770081679026
