"Id","Watt","currentTime","core0Usage...","core1Usage...","core2Usage...","core3Usage...","totalCpuUsage...","totalMemory","availableMemory","usedMemory","percentageMemory...","buffersMemory","cachedMemory","totalSwap","freeSwap","usedSwap","percentageSwap...","totalExt4Partition","usedExt4Partition","freeExt4Partition","percentageExt4Partition...","totalBootPartition","usedBootPartition","freeBootPartition","percentageBootPartition...","total_IO_read","total_IO_write","Time"
1,"3.60","2021-07-06 19:44:30.494404",1.8,2.2,2.3,11.7,50,3979698176,2671001600,1190633472,32.9,78446592,1368330240,104853504,104853504,0,0,15379681280,13013774336,1689169920,88.5,264289280,30773248,233516032,11.6,1336989184,104704000,0
2,"3.80","2021-07-06 19:45:30.577156",1.2,2.5,2,1.8,25,3979698176,2670256128,1191383040,32.9,78536704,1368375296,104853504,104853504,0,0,15379681280,13013774336,1689169920,88.5,264289280,30773248,233516032,11.6,1337103872,104744960,1.00137919982274
3,"4.80","2021-07-06 19:46:30.646541",6.5,10.4,20.6,74.1,0,3979698176,2666598400,1192931328,33,78618624,1370488832,104853504,104853504,0,0,15379681280,13013803008,1689141248,88.5,264289280,30773248,233516032,11.6,1337103872,105027584,2.00253561735153
4,"4.40","2021-07-06 19:47:30.659011",10.9,20.6,12,17.2,66.7,3979698176,2667528192,1191985152,33,78716928,1370562560,104853504,104853504,0,0,15379681280,13013827584,1689116672,88.5,264289280,30773248,233516032,11.6,1337103872,105367552,3.00274344682693
5,"4.30","2021-07-06 19:48:30.728173",11.4,16.6,18,12.8,33.3,3979698176,2666090496,1193410560,33,78819328,1370583040,104853504,104853504,0,0,15379681280,13013843968,1689100288,88.5,264289280,30773248,233516032,11.6,1337103872,106010624,4.00389614899953
6,"4.50","2021-07-06 19:49:30.797394",14.2,22.8,22.9,12.7,0,3979698176,2662408192,1192886272,33.1,78909440,1374887936,104853504,104853504,0,0,15379681280,13013876736,1689067520,88.5,264289280,30773248,233516032,11.6,1337103872,106313728,5.00504983266195
7,"4.60","2021-07-06 19:50:30.867242",16.7,24.1,21.9,20.6,75,3979698176,2663284736,1193091072,33.1,79007744,1373810688,104853504,104853504,0,0,15379681280,13013889024,1689055232,88.5,264289280,30773248,233516032,11.6,1337103872,106690560,6.00621396700541
8,"4.60","2021-07-06 19:51:30.886786",19,21.4,25,21.4,75,3979698176,2663378944,1191903232,33.1,79097856,1374941184,104853504,104853504,0,0,15379681280,13013913600,1689030656,88.5,264289280,30773248,233516032,11.6,1337103872,107001856,7.00653969844182
9,"4.60","2021-07-06 19:52:30.896464",18.2,25.1,22,21,0,3979698176,2663014400,1191731200,33.1,79196160,1375498240,104853504,104853504,0,0,15379681280,13013925888,1689018368,88.5,264289280,30773248,233516032,11.6,1337103872,107300864,8.00670100053151
10,"4.60","2021-07-06 19:53:30.947500",16.8,29.6,16.4,21.4,33.3,3979698176,2661838848,1192894464,33.1,79286272,1375535104,104853504,104853504,0,0,15379681280,13013950464,1688993792,88.5,264289280,30773248,233516032,11.6,1337103872,107649024,9.00755159854889
11,"4.50","2021-07-06 19:54:30.982440",15.8,18.5,21.5,14.1,0,3979698176,2663952384,1191833600,33.1,79384576,1374433280,104853504,104853504,0,0,15379681280,13013954560,1688989696,88.5,264289280,30773248,233516032,11.6,1337103872,108021760,10.0081339319547
12,"4.50","2021-07-06 19:55:31.018532",18.9,27.9,14.7,16.1,80,3979698176,2661998592,1192734720,33.1,79474688,1375506432,104853504,104853504,0,0,15379681280,13013975040,1688969216,88.5,264289280,30773248,233516032,11.6,1337103872,108374016,11.0087354660034
13,"4.60","2021-07-06 19:56:31.088240",17.4,25,16.4,16.7,50,3979698176,2662588416,1192853504,33.1,79564800,1374830592,104853504,104853504,0,0,15379681280,13013991424,1688952832,88.5,264289280,30773248,233516032,11.6,1337103872,108718080,12.0098972638448
14,"4.60","2021-07-06 19:57:31.157050",16.4,26.3,21.4,21.7,50,3979698176,2662182912,1194151936,33.1,79663104,1373949952,104853504,104853504,0,0,15379681280,13014007808,1688936448,88.5,264289280,30773248,233516032,11.6,1337103872,109062144,13.0110440969467
15,"4.60","2021-07-06 19:58:31.222595",15,26,26.5,18.4,50,3979698176,2662666240,1192624128,33.1,79753216,1375096832,104853504,104853504,0,0,15379681280,13014040576,1688903680,88.5,264289280,30773248,233516032,11.6,1337103872,109365248,14.0121365149816
16,"4.60","2021-07-06 19:59:31.292149",16.7,26.6,23.3,18.3,66.7,3979698176,2663546880,1192792064,33.1,79843328,1374064640,104853504,104853504,0,0,15379681280,13014052864,1688891392,88.5,264289280,30773248,233516032,11.6,1337103872,109684736,15.0132957498233
17,"4.60","2021-07-06 20:00:31.371742",17.5,25.8,17.2,23.2,75,3979698176,2663407616,1191866368,33.1,79941632,1375150080,104853504,104853504,0,0,15379681280,13014077440,1688866816,88.5,264289280,30773248,233516032,11.6,1337103872,110045184,16.0146222988764
18,"4.60","2021-07-06 20:01:31.395148",16.1,26.8,23.5,19.3,33.3,3979698176,2662240256,1194082304,33.1,80031744,1374134272,104853504,104853504,0,0,15379681280,13014097920,1688846336,88.5,264289280,30773248,233516032,11.6,1337103872,110327808,17.0150123993556
19,"4.50","2021-07-06 20:02:31.453730",13.8,25.7,19.5,19.3,33.3,3979698176,2661322752,1193963520,33.1,80121856,1375195136,104853504,104853504,0,0,15379681280,13014122496,1688821760,88.5,264289280,30773248,233516032,11.6,1337103872,110663680,18.0159887671471
20,"4.50","2021-07-06 20:03:31.523153",13.2,23.3,15.9,17.4,50,3979698176,2664214528,1192116224,33.1,80211968,1374113792,104853504,104853504,0,0,15379681280,13014138880,1688805376,88.5,264289280,30773248,233516032,11.6,1337103872,111028224,19.0171458164851
21,"4.50","2021-07-06 20:04:31.591237",19.8,21.6,20.6,18.2,66.7,3979698176,2663038976,1193295872,33.1,80310272,1374126080,104853504,104853504,0,0,15379681280,13014151168,1688793088,88.5,264289280,30773248,233516032,11.6,1337103872,111360000,20.0182805498441
22,"4.60","2021-07-06 20:05:31.659246",17.2,22.1,27.8,19.8,66.7,3979698176,2662383616,1192890368,33.1,80400384,1375215616,104853504,104853504,0,0,15379681280,13014175744,1688768512,88.5,264289280,30773248,233516032,11.6,1337103872,111671296,21.0194140315056
23,"4.50","2021-07-06 20:06:31.727440",17.3,18.7,21.5,20.4,66.7,3979698176,2661175296,1194094592,33.1,80498688,1375236096,104853504,104853504,0,0,15379681280,13014196224,1688748032,88.5,264289280,30773248,233516032,11.6,1337103872,112023552,22.0205506006877
24,"4.60","2021-07-06 20:07:31.751016",15.1,23.1,23.8,13.5,66.7,3979698176,2663890944,1191428096,33.1,80588800,1375199232,104853504,104853504,0,0,15379681280,13014212608,1688731648,88.5,264289280,30773248,233516032,11.6,1337103872,112330752,23.0209435304006
25,"4.50","2021-07-06 20:08:31.773023",20.3,20.1,24.8,17.1,50,3979698176,2662174720,1192173568,33.1,80678912,1376202752,104853504,104853504,0,0,15379681280,13014228992,1688715264,88.5,264289280,30773248,233516032,11.6,1337103872,112678912,24.0213103135427
26,"4.50","2021-07-06 20:09:31.843230",15.7,22.2,22.6,15,50,3979698176,2660491264,1193189376,33.1,80777216,1376894976,104853504,104853504,0,0,15379681280,13014249472,1688694784,88.5,264289280,30773248,233516032,11.6,1337103872,113018880,25.0224804321925
27,"4.50","2021-07-06 20:10:31.898531",16.2,23,17.9,18.6,50,3979698176,2660859904,1192800256,33.1,80867328,1376935936,104853504,104853504,0,0,15379681280,13014269952,1688674304,88.5,264289280,30773248,233516032,11.6,1337103872,113379328,26.0234021147092
28,"4.50","2021-07-06 20:11:31.969469",15,21.3,18.8,20,33.3,3979698176,2660495360,1192747008,33.1,80965632,1377374208,104853504,104853504,0,0,15379681280,13014290432,1688653824,88.5,264289280,30773248,233516032,11.6,1337103872,113711104,27.0245844165484
29,"4.40","2021-07-06 20:12:31.997824",15.2,18.4,21.4,16.2,33.3,3979698176,2659123200,1193984000,33.2,81055744,1377595392,104853504,104853504,0,0,15379681280,13014310912,1688633344,88.5,264289280,30773248,233516032,11.6,1337103872,114079744,28.025056997935
30,"4.60","2021-07-06 20:13:32.067690",20.6,24.2,21.1,22.1,0,3979698176,2659725312,1193381888,33.2,81154048,1377615872,104853504,104853504,0,0,15379681280,13014335488,1688608768,88.5,264289280,30773248,233516032,11.6,1337103872,114419712,29.0262214303017
31,"4.50","2021-07-06 20:14:32.095469",17.5,19.5,20.9,16.7,0,3979698176,2662068224,1193259008,33.1,81227776,1375416320,104853504,104853504,0,0,15379681280,13014347776,1688596480,88.5,264289280,30773248,233516032,11.6,1337103872,114735104,30.0266844153404
32,"4.50","2021-07-06 20:15:32.156550",14.6,20.3,23.3,17.4,66.7,3979698176,2662572032,1192722432,33.1,81309696,1375539200,104853504,104853504,0,0,15379681280,13014380544,1688563712,88.5,264289280,30773248,233516032,11.6,1337103872,115079168,31.027702430884
33,"4.50","2021-07-06 20:16:32.172727",16.2,18.6,18.7,22.1,75,3979698176,2661429248,1193857024,33.1,81399808,1375571968,104853504,104853504,0,0,15379681280,13014401024,1688543232,88.5,264289280,30773248,233516032,11.6,1337103872,115398656,32.0279720505079
34,"4.50","2021-07-06 20:17:32.244535",16.4,19.4,20.3,19.1,100,3979698176,2662809600,1191940096,33.1,81477632,1376120832,104853504,104853504,0,0,15379681280,13014413312,1688530944,88.5,264289280,30773248,233516032,11.6,1337103872,115738624,33.0291688481967
