Time	Watts	Volts	Amps	WattHrs	Cost	Avg Kwh	Mo Cost	Max Wts	Max Vlt	Max Amp	Min Wts	Min Vlt	Min Amp	Pwr Fct	Dty Cyc	Pwr Cyc

44376.59453848	3.10	0.000	0.000	0.00	0.000	2.33	0.326	3.90	0.00	0.000	3.00	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.59523293	3.20	0.000	0.000	0.10	0.000	2.30	0.322	3.30	0.00	0.000	3.10	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.59592737	3.70	0.000	0.000	0.10	0.000	2.37	0.331	4.10	0.00	0.000	3.10	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.59662182	3.60	0.000	0.000	0.20	0.000	2.41	0.336	3.70	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.59731626	3.60	0.000	0.000	0.20	0.000	2.43	0.340	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.59801071	3.50	0.000	0.000	0.30	0.000	2.44	0.342	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.59870515	3.50	0.000	0.000	0.30	0.000	2.45	0.343	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.59939959	3.50	0.000	0.000	0.40	0.000	2.46	0.343	3.60	0.00	0.000	3.40	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60009404	3.60	0.000	0.000	0.50	0.000	2.46	0.344	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60078848	3.50	0.000	0.000	0.50	0.000	2.47	0.345	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60148293	3.50	0.000	0.000	0.60	0.000	2.47	0.346	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60217737	3.60	0.000	0.000	0.60	0.000	2.47	0.346	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60287182	3.50	0.000	0.000	0.70	0.000	2.47	0.346	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60356626	3.50	0.000	0.000	0.70	0.000	2.47	0.346	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60426071	3.60	0.000	0.000	0.80	0.000	2.48	0.346	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60495515	3.50	0.000	0.000	0.90	0.000	2.48	0.346	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60564959	3.60	0.000	0.000	0.90	0.000	2.48	0.347	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60634404	3.60	0.000	0.000	1.00	0.000	2.48	0.347	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60703848	3.60	0.000	0.000	1.00	0.000	2.48	0.347	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60773293	3.50	0.000	0.000	1.10	0.000	2.48	0.347	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60842737	3.50	0.000	0.000	1.20	0.000	2.48	0.347	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60912182	3.60	0.000	0.000	1.20	0.000	2.48	0.347	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.60981626	3.50	0.000	0.000	1.30	0.000	2.48	0.347	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.61051071	3.50	0.000	0.000	1.30	0.000	2.48	0.347	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.61120515	3.60	0.000	0.000	1.40	0.000	2.48	0.347	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
44376.61189959	3.60	0.000	0.000	1.40	0.000	2.48	0.347	3.60	0.00	0.000	3.50	0.000	0.000	0.0	0.0	0.0	0.0	0.000
