"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","Performance","Platform","Algorithm","Size","Workload"
1,"2021-08-26 19:48:11.763615",0.426624774932861,0.461520910263062,0.461520910263062,0,"times//performance","CLOUD","RF","8",0.75
2,"2021-08-26 19:48:12.839592",0.422776103019714,0.456812381744385,0.452103853225708,0.0179329514503479,"times//performance","CLOUD","RF","8",0.75
3,"2021-08-26 19:48:13.806227",0.386212428410848,0.419488906860352,0.344841957092285,0.0340435345967611,"times//performance","CLOUD","RF","8",0.75
4,"2021-08-26 19:48:14.773920",0.367575526237488,0.400736510753632,0.344479322433472,0.0501717527707418,"times//performance","CLOUD","RF","8",0.75
5,"2021-08-26 19:48:15.746915",0.356541585922241,0.389484786987305,0.344477891921997,0.0663883368174235,"times//performance","CLOUD","RF","8",0.75
6,"2021-08-26 19:48:16.725122",0.349711020787557,0.382937987645467,0.350203990936279,0.0826917846997579,"times//performance","CLOUD","RF","8",0.75
7,"2021-08-26 19:48:17.692622",0.344261884689331,0.377347775868007,0.343806505203247,0.0988167842229207,"times//performance","CLOUD","RF","8",0.75
8,"2021-08-26 19:48:18.683296",0.341181010007858,0.374147832393646,0.35174822807312,0.115328017870585,"times//performance","CLOUD","RF","8",0.75
9,"2021-08-26 19:48:19.652212",0.33898491329617,0.371885220209758,0.353784322738647,0.131476616859436,"times//performance","CLOUD","RF","8",0.75
10,"2021-08-26 19:48:20.629568",0.337105059623718,0.369903755187988,0.352070569992065,0.1477658867836,"times//performance","CLOUD","RF","8",0.75
11,"2021-08-26 19:48:21.597495",0.335014321587302,0.367733933708885,0.346035718917847,0.163898003101349,"times//performance","CLOUD","RF","8",0.75
12,"2021-08-26 19:48:22.572916",0.333572228749593,0.366236329078674,0.349762678146362,0.180155018965403,"times//performance","CLOUD","RF","8",0.75
13,"2021-08-26 19:48:23.554595",0.332267962969266,0.364954820046058,0.349576711654663,0.196516335010529,"times//performance","CLOUD","RF","8",0.75
14,"2021-08-26 19:48:24.534621",0.331510066986084,0.364136440413339,0.353497505187988,0.212850101788839,"times//performance","CLOUD","RF","8",0.75
