"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","Performance","Platform","Algorithm","Size","Workload"
1,"2021-09-06 20:46:23.363518",1.586350440979,1.62102365493774,1.62102365493774,0,"times//performance","CLOUD","RF","128",0.01
2,"2021-09-06 20:46:24.001042",1.5141704082489,1.5480489730835,1.47507429122925,0.0106253981590271,"times//performance","CLOUD","RF","128",0.01
3,"2021-09-06 20:46:24.652028",1.46937187512716,1.50247589747111,1.41132974624634,0.0214751680692037,"times//performance","CLOUD","RF","128",0.01
4,"2021-09-06 20:46:25.636690",1.48389154672623,1.51722073554993,1.56145524978638,0.0378861983617147,"times//performance","CLOUD","RF","128",0.01
5,"2021-09-06 20:46:26.116340",1.44834365844727,1.4818338394165,1.34028625488281,0.0458803653717041,"times//performance","CLOUD","RF","128",0.01
6,"2021-09-06 20:46:26.724563",1.4039800564448,1.43731653690338,1.21473002433777,0.0560174147288005,"times//performance","CLOUD","RF","128",0.01
7,"2021-09-06 20:46:27.484462",1.38617866379874,1.41937490871974,1.31172513961792,0.0686824003855387,"times//performance","CLOUD","RF","128",0.01
8,"2021-09-06 20:46:28.485447",1.41384822130203,1.44727903604507,1.64260792732239,0.0853654821713765,"times//performance","CLOUD","RF","128",0.01
9,"2021-09-06 20:46:29.005943",1.43757724761963,1.47092649671766,1.66010618209839,0.0940404176712036,"times//performance","CLOUD","RF","128",0.01
10,"2021-09-06 20:46:29.487965",1.44861254692078,1.48201780319214,1.5818395614624,0.102074118455251,"times//performance","CLOUD","RF","128",0.01
11,"2021-09-06 20:46:30.028183",1.43806288459084,1.47147906910289,1.36609172821045,0.111077749729156,"times//performance","CLOUD","RF","128",0.01
12,"2021-09-06 20:46:30.854686",1.44385641813278,1.47724360227585,1.54065346717834,0.124852800369263,"times//performance","CLOUD","RF","128",0.01
13,"2021-09-06 20:46:31.328636",1.41722721319932,1.45070305237403,1.13221645355225,0.132751965522766,"times//performance","CLOUD","RF","128",0.01
