"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","Performance","Platform","Algorithm","Size","Workload"
1,"2021-09-06 17:50:37.602436",1.31784081459045,1.35279273986816,1.35279273986816,0,"times//performance","CLOUD","RF","128",0.75
2,"2021-09-06 17:50:39.115343",1.30883705615997,1.3426331281662,1.33247351646423,0.0252151171366374,"times//performance","CLOUD","RF","128",0.75
3,"2021-09-06 17:50:40.929560",1.40773073832194,1.44056010246277,1.63641405105591,0.0554520646731059,"times//performance","CLOUD","RF","128",0.75
4,"2021-09-06 17:50:42.354834",1.45268839597702,1.48549371957779,1.62029457092285,0.0792066335678101,"times//performance","CLOUD","RF","128",0.75
5,"2021-09-06 17:50:43.904352",1.50358052253723,1.53619785308838,1.73901438713074,0.105031931400299,"times//performance","CLOUD","RF","128",0.75
6,"2021-09-06 17:50:45.247964",1.50930480162303,1.54201809565226,1.57111930847168,0.127425463994344,"times//performance","CLOUD","RF","128",0.75
7,"2021-09-06 17:50:46.461444",1.51376458576747,1.54640184129987,1.57270431518555,0.147650130589803,"times//performance","CLOUD","RF","128",0.75
8,"2021-09-06 17:50:48.000307",1.52758413553238,1.56023371219635,1.65705680847168,0.173297850290934,"times//performance","CLOUD","RF","128",0.75
9,"2021-09-06 17:50:49.536367",1.53832014401754,1.57095326317681,1.65670967102051,0.198898847897847,"times//performance","CLOUD","RF","128",0.75
10,"2021-09-06 17:50:51.364418",1.57464735507965,1.6072475194931,1.93389582633972,0.229366366068522,"times//performance","CLOUD","RF","128",0.75
11,"2021-09-06 17:50:52.609573",1.57915442640131,1.61174375360662,1.65670609474182,0.250118947029114,"times//performance","CLOUD","RF","128",0.75
12,"2021-09-06 17:50:53.832316",1.58175504207611,1.614302277565,1.64244604110718,0.270497997601827,"times//performance","CLOUD","RF","128",0.75
13,"2021-09-06 17:50:55.576553",1.60275154847365,1.63537936944228,1.8883044719696,0.299568617343903,"times//performance","CLOUD","RF","128",0.75
14,"2021-09-06 17:50:56.474842",1.59527688367026,1.62783210618155,1.52971768379211,0.314540100097656,"times//performance","CLOUD","RF","128",0.75
15,"2021-09-06 17:50:58.166877",1.6006104628245,1.63311371803284,1.70705628395081,0.342740682760874,"times//performance","CLOUD","RF","128",0.75
16,"2021-09-06 17:50:59.669297",1.60828787088394,1.64076513051987,1.75553631782532,0.367781015237172,"times//performance","CLOUD","RF","128",0.75
17,"2021-09-06 17:51:01.209252",1.61529641992906,1.64777567807366,1.75994443893433,0.393446934223175,"times//performance","CLOUD","RF","128",0.75
18,"2021-09-06 17:51:02.832638",1.62641504075792,1.6588753329383,1.84756946563721,0.4205033659935,"times//performance","CLOUD","RF","128",0.75
19,"2021-09-06 17:51:03.974633",1.62089871105395,1.65338023085343,1.55446839332581,0.439536615212758,"times//performance","CLOUD","RF","128",0.75
20,"2021-09-06 17:51:05.214401",1.6161566734314,1.64867006540298,1.55917692184448,0.460199415683746,"times//performance","CLOUD","RF","128",0.75
21,"2021-09-06 17:51:06.483530",1.61564440954299,1.64820299829756,1.63886165618896,0.481351566314697,"times//performance","CLOUD","RF","128",0.75
22,"2021-09-06 17:51:07.844796",1.61901531436227,1.65147903832522,1.72027587890625,0.504039331277211,"times//performance","CLOUD","RF","128",0.75
23,"2021-09-06 17:51:09.290781",1.61894439614337,1.65134438224461,1.64838194847107,0.528139082590739,"times//performance","CLOUD","RF","128",0.75
24,"2021-09-06 17:51:10.644728",1.61120064059893,1.64361748099327,1.46589875221252,0.550704864660899,"times//performance","CLOUD","RF","128",0.75
25,"2021-09-06 17:51:12.312337",1.60520883560181,1.63765972137451,1.49467349052429,0.578498347600301,"times//performance","CLOUD","RF","128",0.75
26,"2021-09-06 17:51:13.556939",1.5930044559332,1.62547375605657,1.32082462310791,0.59924171368281,"times//performance","CLOUD","RF","128",0.75
27,"2021-09-06 17:51:14.711388",1.5782965377525,1.61075901985168,1.22817587852478,0.618482534090678,"times//performance","CLOUD","RF","128",0.75
28,"2021-09-06 17:51:16.238946",1.57703135694776,1.6095175572804,1.57599806785583,0.643941831588745,"times//performance","CLOUD","RF","128",0.75
29,"2021-09-06 17:51:17.499361",1.57743939860114,1.60991661301975,1.62109017372131,0.664948749542236,"times//performance","CLOUD","RF","128",0.75
30,"2021-09-06 17:51:19.421478",1.58536369800568,1.61784782409668,1.84785294532776,0.696984032789866,"times//performance","CLOUD","RF","128",0.75
31,"2021-09-06 17:51:20.985432",1.59696712032441,1.62945019814276,1.97752141952515,0.723049930731456,"times//performance","CLOUD","RF","128",0.75
32,"2021-09-06 17:51:22.231267",1.59877035021782,1.6312649846077,1.68752336502075,0.743813848495483,"times//performance","CLOUD","RF","128",0.75
33,"2021-09-06 17:51:23.440654",1.59946423588377,1.63197508725253,1.65469837188721,0.763970299561818,"times//performance","CLOUD","RF","128",0.75
34,"2021-09-06 17:51:24.587621",1.58913444771486,1.62161571138045,1.27975630760193,0.783086415131887,"times//performance","CLOUD","RF","128",0.75
35,"2021-09-06 17:51:26.094990",1.58747573580061,1.61997347559248,1.56413745880127,0.808209232489268,"times//performance","CLOUD","RF","128",0.75
36,"2021-09-06 17:51:27.807731",1.58778232998318,1.62024589379628,1.62978053092957,0.836754914124807,"times//performance","CLOUD","RF","128",0.75
37,"2021-09-06 17:51:29.064050",1.58765714232986,1.62011581498223,1.61543297767639,0.857693564891815,"times//performance","CLOUD","RF","128",0.75
38,"2021-09-06 17:51:30.510916",1.58927017136624,1.62169923907832,1.68028593063354,0.881807998816172,"times//performance","CLOUD","RF","128",0.75
39,"2021-09-06 17:51:31.933036",1.58764080512218,1.62009002000858,1.55893969535828,0.905510000387828,"times//performance","CLOUD","RF","128",0.75
40,"2021-09-06 17:51:33.767187",1.59102048873901,1.62348561882973,1.75591397285461,0.936079184214274,"times//performance","CLOUD","RF","128",0.75
