"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","Performance","Platform","Algorithm","Size","Workload"
1,"2021-09-01 15:33:00.454124",1.46271085739136,1.56662392616272,1.56662392616272,0,"times//performance","CLOUD","KNN","32",0.01
2,"2021-09-01 15:33:00.633623",1.38452136516571,1.52594172954559,1.48525953292847,0.00299164851506551,"times//performance","CLOUD","KNN","32",0.01
3,"2021-09-01 15:33:00.660640",1.34184392293294,1.44495073954264,1.28296875953674,0.00344193379084269,"times//performance","CLOUD","KNN","32",0.01
4,"2021-09-01 15:33:00.788425",1.27074933052063,1.37989032268524,1.18470907211304,0.00557168324788411,"times//performance","CLOUD","KNN","32",0.01
5,"2021-09-01 15:33:00.919486",1.20810413360596,1.32152338027954,1.08805561065674,0.00775603453318278,"times//performance","CLOUD","KNN","32",0.01
6,"2021-09-01 15:33:01.035174",1.15080102284749,1.26450991630554,0.979442596435547,0.00968416531880697,"times//performance","CLOUD","KNN","32",0.01
7,"2021-09-01 15:33:01.132040",1.09399090494428,1.20521576063974,0.849450826644897,0.0112986008326213,"times//performance","CLOUD","KNN","32",0.01
8,"2021-09-01 15:33:01.244153",1.03499221801758,1.14626011252403,0.733570575714111,0.013167150815328,"times//performance","CLOUD","KNN","32",0.01
9,"2021-09-01 15:33:01.400909",0.97628739145067,1.09255009227329,0.662869930267334,0.0157797495524089,"times//performance","CLOUD","KNN","32",0.01
10,"2021-09-01 15:33:01.567208",0.922358989715576,1.04357211589813,0.602770328521729,0.0185514012972514,"times//performance","CLOUD","KNN","32",0.01
11,"2021-09-01 15:33:01.709116",0.872121940959584,0.995168512517756,0.511132478713989,0.0209165334701538,"times//performance","CLOUD","KNN","32",0.01
12,"2021-09-01 15:33:01.905783",0.827008863290151,0.952557563781738,0.483837127685547,0.0241943160692851,"times//performance","CLOUD","KNN","32",0.01
13,"2021-09-01 15:33:02.110944",0.788531468464778,0.914587479371291,0.458946466445923,0.0276136676470439,"times//performance","CLOUD","KNN","32",0.01
14,"2021-09-01 15:33:02.370498",0.755727767944336,0.8848477602005,0.498231410980225,0.0319395661354065,"times//performance","CLOUD","KNN","32",0.01
15,"2021-09-01 15:33:02.557279",0.727393023173014,0.856940984725952,0.466246128082275,0.0350525856018066,"times//performance","CLOUD","KNN","32",0.01
16,"2021-09-01 15:33:02.925538",0.708669140934944,0.841162815690041,0.604490280151367,0.041190234820048,"times//performance","CLOUD","KNN","32",0.01
17,"2021-09-01 15:33:03.108448",0.686308496138629,0.818669473423677,0.458775997161865,0.0442387342453003,"times//performance","CLOUD","KNN","32",0.01
18,"2021-09-01 15:33:03.357460",0.666329291131761,0.80006926589542,0.483865737915039,0.048388934135437,"times//performance","CLOUD","KNN","32",0.01
19,"2021-09-01 15:33:03.564931",0.648371257280049,0.782418840809872,0.46471118927002,0.0518467823664347,"times//performance","CLOUD","KNN","32",0.01
20,"2021-09-01 15:33:03.802254",0.632641208171844,0.767068219184875,0.475406408309937,0.0558021664619446,"times//performance","CLOUD","KNN","32",0.01
21,"2021-09-01 15:33:04.021144",0.618555114382789,0.752502044041952,0.461178541183472,0.0594503323237101,"times//performance","CLOUD","KNN","32",0.01
22,"2021-09-01 15:33:04.288775",0.605450044978749,0.740805864334106,0.49518609046936,0.0639108498891195,"times//performance","CLOUD","KNN","32",0.01
23,"2021-09-01 15:33:04.477046",0.59337770420572,0.728706515353659,0.462520837783813,0.067048700650533,"times//performance","CLOUD","KNN","32",0.01
24,"2021-09-01 15:33:04.710071",0.582319011290868,0.717800736427307,0.466967821121216,0.0709324518839518,"times//performance","CLOUD","KNN","32",0.01
25,"2021-09-01 15:33:04.911371",0.572428607940674,0.706700792312622,0.440302133560181,0.0742874503135681,"times//performance","CLOUD","KNN","32",0.01
26,"2021-09-01 15:33:05.188705",0.563153257736793,0.698240720308744,0.486738920211792,0.0789096832275391,"times//performance","CLOUD","KNN","32",0.01
27,"2021-09-01 15:33:05.426816",0.554426343352706,0.690747022628784,0.495910882949829,0.0828782002131144,"times//performance","CLOUD","KNN","32",0.01
28,"2021-09-01 15:33:05.613152",0.546604548181806,0.682335470403944,0.455223560333252,0.0859838008880615,"times//performance","CLOUD","KNN","32",0.01
29,"2021-09-01 15:33:05.853750",0.538898180271017,0.674902373346789,0.46677565574646,0.0899937669436137,"times//performance","CLOUD","KNN","32",0.01
30,"2021-09-01 15:33:06.085304",0.531911826133728,0.668302321434021,0.476900815963745,0.0938530007998149,"times//performance","CLOUD","KNN","32",0.01
31,"2021-09-01 15:33:06.252837",0.525416758752638,0.66031749017777,0.420772552490234,0.0966452161471049,"times//performance","CLOUD","KNN","32",0.01
32,"2021-09-01 15:33:06.538617",0.519203953444958,0.654743835330009,0.481960535049438,0.10140821536382,"times//performance","CLOUD","KNN","32",0.01
33,"2021-09-01 15:33:06.742073",0.5134349230564,0.649039889826919,0.466513633728027,0.104799151420593,"times//performance","CLOUD","KNN","32",0.01
34,"2021-09-01 15:33:06.969522",0.508020365939421,0.643866770407733,0.473153829574585,0.108589967091878,"times//performance","CLOUD","KNN","32",0.01
35,"2021-09-01 15:33:07.168951",0.502897466932024,0.638269921711513,0.447977066040039,0.111913784344991,"times//performance","CLOUD","KNN","32",0.01
36,"2021-09-01 15:33:07.437206",0.498207158512539,0.634139723247952,0.489582777023315,0.116384700934092,"times//performance","CLOUD","KNN","32",0.01
37,"2021-09-01 15:33:07.641289",0.49346669944557,0.629463273125726,0.461111068725586,0.119786083698273,"times//performance","CLOUD","KNN","32",0.01
38,"2021-09-01 15:33:07.907299",0.489205730588813,0.626095012614602,0.501469373703003,0.124219584465027,"times//performance","CLOUD","KNN","32",0.01
39,"2021-09-01 15:33:08.132146",0.485176654962393,0.622749884923299,0.495635032653809,0.127967031796773,"times//performance","CLOUD","KNN","32",0.01
40,"2021-09-01 15:33:08.344727",0.48127498626709,0.619133275747299,0.478085517883301,0.131510051091512,"times//performance","CLOUD","KNN","32",0.01
41,"2021-09-01 15:33:08.496732",0.477526583322665,0.613899463560523,0.404546976089478,0.13404346704483,"times//performance","CLOUD","KNN","32",0.01
42,"2021-09-01 15:33:08.796094",0.474178172293164,0.610647576195853,0.477320194244385,0.139032832781474,"times//performance","CLOUD","KNN","32",0.01
43,"2021-09-01 15:33:09.049590",0.470769560614298,0.607998548552047,0.496739387512207,0.143257768948873,"times//performance","CLOUD","KNN","32",0.01
44,"2021-09-01 15:33:09.225926",0.467693475159732,0.604346389120275,0.447303533554077,0.146196699142456,"times//performance","CLOUD","KNN","32",0.01
45,"2021-09-01 15:33:09.526190",0.464527628156874,0.602531915240818,0.522695064544678,0.151201101144155,"times//performance","CLOUD","KNN","32",0.01
46,"2021-09-01 15:33:09.716911",0.461648018463798,0.600025726401288,0.487247228622437,0.154379785060883,"times//performance","CLOUD","KNN","32",0.01
47,"2021-09-01 15:33:09.928263",0.458786817307168,0.59721886858027,0.468103408813477,0.157902316252391,"times//performance","CLOUD","KNN","32",0.01
48,"2021-09-01 15:33:10.154428",0.456226214766502,0.594518338640531,0.467593431472778,0.161671733856201,"times//performance","CLOUD","KNN","32",0.01
49,"2021-09-01 15:33:10.313669",0.453781244706134,0.590442842366744,0.394819021224976,0.164325749874115,"times//performance","CLOUD","KNN","32",0.01
50,"2021-09-01 15:33:10.598828",0.45130542755127,0.587596077919006,0.448104619979858,0.169078401724497,"times//performance","CLOUD","KNN","32",0.01
51,"2021-09-01 15:33:10.871054",0.4488739640105,0.585715349982767,0.491678953170776,0.173615499337514,"times//performance","CLOUD","KNN","32",0.01
52,"2021-09-01 15:33:11.081239",0.446592381367317,0.583735543947953,0.482765436172485,0.177118583520254,"times//performance","CLOUD","KNN","32",0.01
53,"2021-09-01 15:33:11.322504",0.444411894060531,0.582083688592011,0.496187210083008,0.181139667828878,"times//performance","CLOUD","KNN","32",0.01
54,"2021-09-01 15:33:11.550476",0.442251254011084,0.580439881042198,0.4933180809021,0.184939201672872,"times//performance","CLOUD","KNN","32",0.01
55,"2021-09-01 15:33:11.768815",0.440204126184637,0.578702042319558,0.484858751296997,0.188578184445699,"times//performance","CLOUD","KNN","32",0.01
56,"2021-09-01 15:33:11.972739",0.438251210110528,0.576604621750968,0.461246490478516,0.191976916790009,"times//performance","CLOUD","KNN","32",0.01
57,"2021-09-01 15:33:12.194278",0.436345878400301,0.574431235330147,0.45272159576416,0.195669233798981,"times//performance","CLOUD","KNN","32",0.01
58,"2021-09-01 15:33:12.447114",0.434488300619454,0.572749972343445,0.47691798210144,0.199883166948954,"times//performance","CLOUD","KNN","32",0.01
59,"2021-09-01 15:33:12.679090",0.432805303799904,0.571199368622343,0.481264352798462,0.203749434153239,"times//performance","CLOUD","KNN","32",0.01
60,"2021-09-01 15:33:12.865260",0.431196208794912,0.568812894821167,0.428010940551758,0.206852265199025,"times//performance","CLOUD","KNN","32",0.01
61,"2021-09-01 15:33:13.166689",0.429519844836876,0.567618616291734,0.495961904525757,0.211876082420349,"times//performance","CLOUD","KNN","32",0.01
62,"2021-09-01 15:33:13.372087",0.427840109794371,0.566107053910532,0.473901748657227,0.215299383799235,"times//performance","CLOUD","KNN","32",0.01
63,"2021-09-01 15:33:13.571377",0.426273644916595,0.564304775661892,0.452563524246216,0.218620884418488,"times//performance","CLOUD","KNN","32",0.01
64,"2021-09-01 15:33:13.836898",0.424752164632082,0.563137073069811,0.489571809768677,0.223046235243479,"times//performance","CLOUD","KNN","32",0.01
65,"2021-09-01 15:33:14.025136",0.423265383793757,0.561479220023522,0.455376625061035,0.226183533668518,"times//performance","CLOUD","KNN","32",0.01
66,"2021-09-01 15:33:14.325377",0.421872771147526,0.560904130791173,0.523523330688477,0.231187550226847,"times//performance","CLOUD","KNN","32",0.01
67,"2021-09-01 15:33:14.494692",0.420600104687819,0.559452113820546,0.463618993759155,0.23400946855545,"times//performance","CLOUD","KNN","32",0.01
68,"2021-09-01 15:33:14.705709",0.419304879272685,0.557711015729343,0.441057443618774,0.237526416778564,"times//performance","CLOUD","KNN","32",0.01
69,"2021-09-01 15:33:14.969638",0.418044432349827,0.556525302969891,0.475896835327148,0.241925235589345,"times//performance","CLOUD","KNN","32",0.01
70,"2021-09-01 15:33:15.203218",0.416826326506478,0.555438474246434,0.480447292327881,0.24581823348999,"times//performance","CLOUD","KNN","32",0.01
71,"2021-09-01 15:33:15.399745",0.415554758528589,0.553941112169078,0.44912576675415,0.249093683560689,"times//performance","CLOUD","KNN","32",0.01
72,"2021-09-01 15:33:15.673770",0.414313475290934,0.55318319466379,0.49937105178833,0.253660766283671,"times//performance","CLOUD","KNN","32",0.01
73,"2021-09-01 15:33:15.866518",0.413167750998719,0.551984470184535,0.465676307678223,0.256873234113057,"times//performance","CLOUD","KNN","32",0.01
74,"2021-09-01 15:33:16.099227",0.411978415540747,0.550890204068777,0.471008777618408,0.260751716295878,"times//performance","CLOUD","KNN","32",0.01
