"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","Performance","Platform","Algorithm","Size","Workload"
1,"2021-09-16 13:41:37.309375",1.00170159339905,1.47551321983337,1.47551321983337,0,"times//performance","CLOUD","KNN","64",0.75
2,"2021-09-16 13:41:37.993402",0.902697205543518,1.30665290355682,1.13779258728027,0.0114004492759705,"times//performance","CLOUD","KNN","64",0.75
3,"2021-09-16 13:41:39.239661",0.949712991714478,1.33683085441589,1.39718675613403,0.0321714321772257,"times//performance","CLOUD","KNN","64",0.75
4,"2021-09-16 13:41:40.339036",0.937548875808716,1.36125594377518,1.43453121185303,0.0504943490028381,"times//performance","CLOUD","KNN","64",0.75
5,"2021-09-16 13:41:41.449192",0.958790302276611,1.40188202857971,1.56438636779785,0.0689969499905904,"times//performance","CLOUD","KNN","64",0.75
6,"2021-09-16 13:41:42.356969",0.932929158210754,1.40239922205607,1.40498518943787,0.0841265678405762,"times//performance","CLOUD","KNN","64",0.75
7,"2021-09-16 13:41:43.405106",0.927481344767979,1.41331454685756,1.4788064956665,0.101595516999563,"times//performance","CLOUD","KNN","64",0.75
8,"2021-09-16 13:41:44.273523",0.915077745914459,1.3958694934845,1.27375411987305,0.116069134076436,"times//performance","CLOUD","KNN","64",0.75
9,"2021-09-16 13:41:45.310817",0.906881703270806,1.38850765758091,1.32961297035217,0.133357365926107,"times//performance","CLOUD","KNN","64",0.75
10,"2021-09-16 13:41:45.927360",0.900558352470398,1.34047889709473,0.908220052719116,0.143633083502452,"times//performance","CLOUD","KNN","64",0.75
11,"2021-09-16 13:41:47.522372",0.909922274676236,1.3503869230097,1.44946718215942,0.170216615994771,"times//performance","CLOUD","KNN","64",0.75
12,"2021-09-16 13:41:48.405678",0.901622633139292,1.34700085719426,1.30975413322449,0.184938383102417,"times//performance","CLOUD","KNN","64",0.75
13,"2021-09-16 13:41:49.531610",0.904655970059908,1.35505586404067,1.45171594619751,0.203703916072845,"times//performance","CLOUD","KNN","64",0.75
14,"2021-09-16 13:41:50.563747",0.904596328735352,1.35918515069144,1.41286587715149,0.22090619802475,"times//performance","CLOUD","KNN","64",0.75
15,"2021-09-16 13:41:52.055094",0.917306582132975,1.39384630521139,1.8791024684906,0.245761982599894,"times//performance","CLOUD","KNN","64",0.75
16,"2021-09-16 13:41:52.362888",0.92256572842598,1.38002036511898,1.17263126373291,0.250891884167989,"times//performance","CLOUD","KNN","64",0.75
17,"2021-09-16 13:41:53.741560",0.932033594916849,1.38839766558479,1.52243447303772,0.273869748910268,"times//performance","CLOUD","KNN","64",0.75
18,"2021-09-16 13:41:54.582410",0.927108632193671,1.38810594876607,1.3831467628479,0.287883917490641,"times//performance","CLOUD","KNN","64",0.75
19,"2021-09-16 13:41:55.256246",0.930177274503206,1.37161608746177,1.07479858398438,0.29911451737086,"times//performance","CLOUD","KNN","64",0.75
20,"2021-09-16 13:41:56.590700",0.928577065467834,1.3730251789093,1.39979791641235,0.321355414390564,"times//performance","CLOUD","KNN","64",0.75
21,"2021-09-16 13:41:57.696694",0.933862300146194,1.38028084664118,1.52539420127869,0.339788647492727,"times//performance","CLOUD","KNN","64",0.75
22,"2021-09-16 13:41:58.540401",0.927274010398171,1.37651965834878,1.29753470420837,0.353850432236989,"times//performance","CLOUD","KNN","64",0.75
23,"2021-09-16 13:41:59.554910",0.924173199612161,1.37456636843474,1.33159399032593,0.37075891494751,"times//performance","CLOUD","KNN","64",0.75
24,"2021-09-16 13:42:00.844476",0.923228551944097,1.38245073954264,1.56379127502441,0.392251682281494,"times//performance","CLOUD","KNN","64",0.75
25,"2021-09-16 13:42:01.788889",0.922328720092773,1.38625268936157,1.47749948501587,0.407991898059845,"times//performance","CLOUD","KNN","64",0.75
