"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","Performance","Platform","Algorithm","Size","Workload"
1,"2021-08-31 20:31:08.925828",0.355274200439453,0.430826425552368,0.430826425552368,0,"times//performance","CLOUD","KNN","32",0.75
2,"2021-08-31 20:31:09.899143",0.379127740859985,0.427995443344116,0.425164461135864,0.0162219166755676,"times//performance","CLOUD","KNN","32",0.75
3,"2021-08-31 20:31:10.970108",0.384266932805379,0.440923690795898,0.466780185699463,0.0340713342030843,"times//performance","CLOUD","KNN","32",0.75
4,"2021-08-31 20:31:12.018437",0.374613642692566,0.454569816589355,0.495508193969727,0.0515434821446737,"times//performance","CLOUD","KNN","32",0.75
5,"2021-08-31 20:31:12.979930",0.368410682678223,0.460700416564941,0.485222816467285,0.0675683657328288,"times//performance","CLOUD","KNN","32",0.75
6,"2021-08-31 20:31:13.998583",0.376051425933838,0.474495689074198,0.543472051620483,0.0845459183057149,"times//performance","CLOUD","KNN","32",0.75
7,"2021-08-31 20:31:15.021212",0.379229579653059,0.482237236840384,0.5286865234375,0.101589735349019,"times//performance","CLOUD","KNN","32",0.75
8,"2021-08-31 20:31:16.096316",0.381902068853378,0.494499176740646,0.58033275604248,0.119508135318756,"times//performance","CLOUD","KNN","32",0.75
9,"2021-08-31 20:31:17.012189",0.378322230445014,0.492709345287747,0.478390693664551,0.134772682189941,"times//performance","CLOUD","KNN","32",0.75
10,"2021-08-31 20:31:18.032453",0.376427531242371,0.496758627891541,0.533202171325684,0.151777084668477,"times//performance","CLOUD","KNN","32",0.75
11,"2021-08-31 20:31:19.036205",0.379259564659812,0.50224442915483,0.55710244178772,0.168506284554799,"times//performance","CLOUD","KNN","32",0.75
12,"2021-08-31 20:31:20.036264",0.381474455197652,0.504810810089111,0.533041000366211,0.185173932711283,"times//performance","CLOUD","KNN","32",0.75
13,"2021-08-31 20:31:21.081094",0.383544445037842,0.508591651916504,0.553961753845215,0.202587767442067,"times//performance","CLOUD","KNN","32",0.75
14,"2021-08-31 20:31:22.015928",0.381130354745047,0.505453024591718,0.464650869369507,0.218168334166209,"times//performance","CLOUD","KNN","32",0.75
15,"2021-08-31 20:31:23.001085",0.379891967773437,0.503858184814453,0.481530427932739,0.2345876177152,"times//performance","CLOUD","KNN","32",0.75
16,"2021-08-31 20:31:23.989954",0.381760209798813,0.503246828913689,0.494076490402222,0.251068766911825,"times//performance","CLOUD","KNN","32",0.75
17,"2021-08-31 20:31:25.040461",0.383256617714377,0.504261704052196,0.520499706268311,0.268577218055725,"times//performance","CLOUD","KNN","32",0.75
18,"2021-08-31 20:31:26.033244",0.381382081243727,0.503342045678033,0.487707853317261,0.285123598575592,"times//performance","CLOUD","KNN","32",0.75
19,"2021-08-31 20:31:27.126070",0.38587919034456,0.509204726470144,0.614732980728149,0.303337367375692,"times//performance","CLOUD","KNN","32",0.75
20,"2021-08-31 20:31:28.112774",0.387030506134033,0.509697568416595,0.51906156539917,0.319782431920369,"times//performance","CLOUD","KNN","32",0.75
21,"2021-08-31 20:31:29.116813",0.385511897859119,0.509250107265654,0.500300884246826,0.336516416072845,"times//performance","CLOUD","KNN","32",0.75
22,"2021-08-31 20:31:30.431308",0.398932955481789,0.524410941384055,0.842788457870483,0.358424667517344,"times//performance","CLOUD","KNN","32",0.75
23,"2021-08-31 20:31:31.425822",0.398565644803255,0.524977093157561,0.537432432174683,0.374999900658925,"times//performance","CLOUD","KNN","32",0.75
24,"2021-08-31 20:31:32.387282",0.398980965216955,0.523678382237752,0.493808031082153,0.391024231910706,"times//performance","CLOUD","KNN","32",0.75
25,"2021-08-31 20:31:33.403809",0.396930541992188,0.522146396636963,0.485378742218018,0.407966351509094,"times//performance","CLOUD","KNN","32",0.75
26,"2021-08-31 20:31:34.492515",0.399588346481323,0.525458354216356,0.608257293701172,0.42611145178477,"times//performance","CLOUD","KNN","32",0.75
27,"2021-08-31 20:31:35.559794",0.399875579056916,0.52800323345043,0.594170093536377,0.443899432818095,"times//performance","CLOUD","KNN","32",0.75
28,"2021-08-31 20:31:36.557645",0.400342396327427,0.52938871724265,0.566796779632568,0.460530285040538,"times//performance","CLOUD","KNN","32",0.75
29,"2021-08-31 20:31:37.468339",0.39855564051661,0.526801076428644,0.454347133636475,0.475708516438802,"times//performance","CLOUD","KNN","32",0.75
30,"2021-08-31 20:31:38.496437",0.396790504455566,0.526434922218323,0.515816450119019,0.49284348487854,"times//performance","CLOUD","KNN","32",0.75
31,"2021-08-31 20:31:39.446355",0.395279984320364,0.525689894153226,0.503339052200317,0.508675452073415,"times//performance","CLOUD","KNN","32",0.75
32,"2021-08-31 20:31:40.416617",0.394778341054916,0.525189653038979,0.509682178497314,0.524846482276917,"times//performance","CLOUD","KNN","32",0.75
33,"2021-08-31 20:31:41.459232",0.394458055496216,0.526079567995938,0.554556846618652,0.54222340186437,"times//performance","CLOUD","KNN","32",0.75
34,"2021-08-31 20:31:42.404488",0.393094525617712,0.525265988181619,0.498417854309082,0.557977668444316,"times//performance","CLOUD","KNN","32",0.75
35,"2021-08-31 20:31:43.404584",0.392009714671544,0.525441564832415,0.531411170959473,0.574645932515462,"times//performance","CLOUD","KNN","32",0.75
36,"2021-08-31 20:31:44.429154",0.393424206309848,0.527148730225033,0.586899518966675,0.591722098986308,"times//performance","CLOUD","KNN","32",0.75
37,"2021-08-31 20:31:45.310647",0.392203698287139,0.524001888326696,0.410715579986572,0.606413650512695,"times//performance","CLOUD","KNN","32",0.75
38,"2021-08-31 20:31:46.423814",0.393922216013858,0.524820572451541,0.555111885070801,0.624966434637706,"times//performance","CLOUD","KNN","32",0.75
39,"2021-08-31 20:31:47.514719",0.394359374657655,0.525884004739615,0.566294431686401,0.643148183822632,"times//performance","CLOUD","KNN","32",0.75
40,"2021-08-31 20:31:48.484531",0.394620877504349,0.52552797794342,0.511642932891846,0.65931171576182,"times//performance","CLOUD","KNN","32",0.75
41,"2021-08-31 20:31:49.436504",0.393437048284019,0.523440872750631,0.439956665039062,0.675177931785583,"times//performance","CLOUD","KNN","32",0.75
42,"2021-08-31 20:31:50.565647",0.395123476073855,0.52534826596578,0.603551387786865,0.693996981779734,"times//performance","CLOUD","KNN","32",0.75
43,"2021-08-31 20:31:51.603993",0.395369235859361,0.526137734568396,0.559295415878296,0.711302749315898,"times//performance","CLOUD","KNN","32",0.75
44,"2021-08-31 20:31:53.032375",0.404860128055919,0.536082121458921,0.963690757751465,0.735109118620555,"times//performance","CLOUD","KNN","32",0.75
45,"2021-08-31 20:31:54.057822",0.404837931527032,0.536518430709839,0.555716037750244,0.752199900150299,"times//performance","CLOUD","KNN","32",0.75
