"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","Performance","Platform","Algorithm","Size","Workload"
1,"2021-08-26 17:51:53.699510",1.06583714485168,1.10255122184753,1.10255122184753,0,"times//performance","CLOUD","RF","64",0.75
2,"2021-08-26 17:51:54.341532",0.903127908706665,0.938170433044434,0.773789644241333,0.0107003649075826,"times//performance","CLOUD","RF","64",0.75
3,"2021-08-26 17:51:55.332699",0.857448975245158,0.892245292663574,0.800395011901855,0.02721981604894,"times//performance","CLOUD","RF","64",0.75
4,"2021-08-26 17:51:56.289829",0.834509789943695,0.86862450838089,0.797762155532837,0.0431719819704692,"times//performance","CLOUD","RF","64",0.75
5,"2021-08-26 17:51:57.363331",0.841843938827515,0.875878477096558,0.904894351959229,0.0610636830329895,"times//performance","CLOUD","RF","64",0.75
6,"2021-08-26 17:51:58.448476",0.846129695574443,0.87985881169637,0.899760484695435,0.0791494329770406,"times//performance","CLOUD","RF","64",0.75
7,"2021-08-26 17:51:59.422563",0.836507184164865,0.87004770551409,0.81118106842041,0.0953842163085938,"times//performance","CLOUD","RF","64",0.75
8,"2021-08-26 17:52:00.463392",0.839128643274307,0.872402459383011,0.888885736465454,0.112731365362803,"times//performance","CLOUD","RF","64",0.75
9,"2021-08-26 17:52:01.377582",0.834204382366604,0.867544439103868,0.828680276870728,0.1279678662618,"times//performance","CLOUD","RF","64",0.75
10,"2021-08-26 17:52:02.438551",0.838657855987549,0.872338676452637,0.915486812591553,0.145650680859884,"times//performance","CLOUD","RF","64",0.75
11,"2021-08-26 17:52:03.434626",0.833632685921409,0.867149786515669,0.815260887145996,0.162251933415731,"times//performance","CLOUD","RF","64",0.75
12,"2021-08-26 17:52:04.426800",0.828192790349325,0.861629982789358,0.800912141799927,0.178788165251414,"times//performance","CLOUD","RF","64",0.75
13,"2021-08-26 17:52:05.467032",0.829749694237342,0.863021667187031,0.879721879959106,0.196125364303589,"times//performance","CLOUD","RF","64",0.75
14,"2021-08-26 17:52:06.435256",0.829767482621329,0.862877266747611,0.861000061035156,0.212262431780497,"times//performance","CLOUD","RF","64",0.75
15,"2021-08-26 17:52:07.419014",0.830570602416992,0.863760487238566,0.876125574111938,0.228658397992452,"times//performance","CLOUD","RF","64",0.75
16,"2021-08-26 17:52:08.334640",0.825320705771446,0.858564779162407,0.78062915802002,0.243918832143148,"times//performance","CLOUD","RF","64",0.75
17,"2021-08-26 17:52:09.311218",0.82141045963063,0.854682108935188,0.792559385299683,0.260195132096608,"times//performance","CLOUD","RF","64",0.75
18,"2021-08-26 17:52:10.394579",0.824305574099223,0.85791203710768,0.912820816040039,0.278251147270203,"times//performance","CLOUD","RF","64",0.75
19,"2021-08-26 17:52:11.306199",0.821630578292044,0.855182095577842,0.806043148040771,0.293444816271464,"times//performance","CLOUD","RF","64",0.75
20,"2021-08-26 17:52:12.436306",0.827499651908875,0.860964059829712,0.970821380615234,0.312279931704203,"times//performance","CLOUD","RF","64",0.75
21,"2021-08-26 17:52:13.332232",0.824632939838228,0.858003411974226,0.798790454864502,0.327212031682332,"times//performance","CLOUD","RF","64",0.75
22,"2021-08-26 17:52:14.316164",0.822411504658786,0.85594117641449,0.812634229660034,0.343610898653666,"times//performance","CLOUD","RF","64",0.75
23,"2021-08-26 17:52:15.243582",0.818862033926922,0.852325408355049,0.772778511047363,0.359067865212758,"times//performance","CLOUD","RF","64",0.75
24,"2021-08-26 17:52:16.289650",0.818924496571223,0.852324028809865,0.85229229927063,0.376502331097921,"times//performance","CLOUD","RF","64",0.75
25,"2021-08-26 17:52:17.292901",0.819712772369385,0.853032035827637,0.87002420425415,0.393223182360331,"times//performance","CLOUD","RF","64",0.75
26,"2021-08-26 17:52:18.278929",0.818841402347271,0.852089836047246,0.828534841537476,0.409656981627146,"times//performance","CLOUD","RF","64",0.75
27,"2021-08-26 17:52:19.270985",0.816967337219803,0.85013982101723,0.799439430236816,0.426191246509552,"times//performance","CLOUD","RF","64",0.75
28,"2021-08-26 17:52:20.322175",0.818224813256945,0.851422786712646,0.886062860488892,0.443711082140605,"times//performance","CLOUD","RF","64",0.75
29,"2021-08-26 17:52:21.192762",0.815515477081825,0.848700704245732,0.772482395172119,0.458220863342285,"times//performance","CLOUD","RF","64",0.75
30,"2021-08-26 17:52:22.376375",0.820175170898438,0.853325208028158,0.987435817718506,0.477947747707367,"times//performance","CLOUD","RF","64",0.75
31,"2021-08-26 17:52:23.193582",0.819648027420044,0.852749909124067,0.835490942001343,0.491567866007487,"times//performance","CLOUD","RF","64",0.75
32,"2021-08-26 17:52:24.216310",0.820770561695099,0.853842556476593,0.887714624404907,0.50861333211263,"times//performance","CLOUD","RF","64",0.75
33,"2021-08-26 17:52:25.114281",0.819166479688702,0.852202783931385,0.799730062484741,0.523579514026642,"times//performance","CLOUD","RF","64",0.75
34,"2021-08-26 17:52:26.056864",0.817010150236242,0.850040807443507,0.778695583343506,0.539289232095083,"times//performance","CLOUD","RF","64",0.75
35,"2021-08-26 17:52:27.176670",0.819452960150582,0.852481923784528,0.935479879379272,0.557952666282654,"times//performance","CLOUD","RF","64",0.75
36,"2021-08-26 17:52:28.102968",0.820573694176144,0.853591766622331,0.892436265945435,0.573390964667002,"times//performance","CLOUD","RF","64",0.75
37,"2021-08-26 17:52:28.962313",0.818322942063615,0.851304022041527,0.768945217132568,0.587713380654653,"times//performance","CLOUD","RF","64",0.75
38,"2021-08-26 17:52:29.944176",0.816637974036367,0.84960369059914,0.786691427230835,0.604077764352163,"times//performance","CLOUD","RF","64",0.75
39,"2021-08-26 17:52:30.978000",0.816837176298484,0.849910424305843,0.861566305160522,0.621308163801829,"times//performance","CLOUD","RF","64",0.75
40,"2021-08-26 17:52:31.944586",0.81639449596405,0.849459528923035,0.83187460899353,0.63741793235143,"times//performance","CLOUD","RF","64",0.75
41,"2021-08-26 17:52:32.877328",0.814799884470498,0.84786341248489,0.784018754959106,0.652963630358378,"times//performance","CLOUD","RF","64",0.75
42,"2021-08-26 17:52:34.042528",0.817900044577462,0.850970381782168,0.978356122970581,0.672383630275726,"times//performance","CLOUD","RF","64",0.75
43,"2021-08-26 17:52:34.819229",0.816286087036133,0.849323056464972,0.7801353931427,0.685328646500905,"times//performance","CLOUD","RF","64",0.75
44,"2021-08-26 17:52:35.888718",0.81712039492347,0.850138761780479,0.88521409034729,0.703153463204702,"times//performance","CLOUD","RF","64",0.75
45,"2021-08-26 17:52:36.814380",0.816484975814819,0.849514765209622,0.822058916091919,0.718581163883209,"times//performance","CLOUD","RF","64",0.75
46,"2021-08-26 17:52:37.831921",0.81585809458857,0.848876263784326,0.820143699645996,0.735540183385213,"times//performance","CLOUD","RF","64",0.75
47,"2021-08-26 17:52:38.768109",0.814475029072863,0.847465956464727,0.782591819763184,0.751143316427867,"times//performance","CLOUD","RF","64",0.75
