"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","Performance","Platform","Algorithm","Size","Workload"
1,"2021-08-23 21:05:21.379277",0.799031972885132,1.0338294506073,1.0338294506073,0,"times//performance","CLOUD","CNN","64",0.01
2,"2021-08-23 21:05:21.491193",0.836204767227173,0.974442362785339,0.915055274963379,0.00186526775360107,"times//performance","CLOUD","CNN","64",0.01
3,"2021-08-23 21:05:21.705980",0.841962655385335,0.948800245920817,0.897516012191772,0.0054450511932373,"times//performance","CLOUD","CNN","64",0.01
4,"2021-08-23 21:05:21.906992",0.833682477474213,0.924661576747894,0.852245569229126,0.00879524946212768,"times//performance","CLOUD","CNN","64",0.01
5,"2021-08-23 21:05:22.143515",0.815449333190918,0.896897745132446,0.785842418670654,0.0127373019854228,"times//performance","CLOUD","CNN","64",0.01
6,"2021-08-23 21:05:22.413208",0.811221877733866,0.88615874449412,0.83246374130249,0.0172321836153666,"times//performance","CLOUD","CNN","64",0.01
7,"2021-08-23 21:05:22.622556",0.80605217388698,0.876342603138515,0.817445755004883,0.0207213163375854,"times//performance","CLOUD","CNN","64",0.01
8,"2021-08-23 21:05:22.831358",0.800458520650864,0.867168694734573,0.802951335906982,0.0242013494173686,"times//performance","CLOUD","CNN","64",0.01
9,"2021-08-23 21:05:23.071319",0.793975167804294,0.857912964291043,0.783867120742798,0.0282007018725077,"times//performance","CLOUD","CNN","64",0.01
10,"2021-08-23 21:05:23.339041",0.791699457168579,0.853807663917541,0.81685996055603,0.0326627333958944,"times//performance","CLOUD","CNN","64",0.01
11,"2021-08-23 21:05:23.640350",0.797645568847656,0.857846953652122,0.898239850997925,0.0376845518747966,"times//performance","CLOUD","CNN","64",0.01
12,"2021-08-23 21:05:23.949606",0.809579531351725,0.868289033571879,0.983151912689209,0.0428388158480326,"times//performance","CLOUD","CNN","64",0.01
13,"2021-08-23 21:05:24.256755",0.824761684124286,0.882315103824322,1.05062794685364,0.047957968711853,"times//performance","CLOUD","CNN","64",0.01
14,"2021-08-23 21:05:24.570561",0.837697812489101,0.894560030528477,1.0537440776825,0.0531880656878153,"times//performance","CLOUD","CNN","64",0.01
15,"2021-08-23 21:05:24.870668",0.849139054616292,0.904914283752441,1.04987382888794,0.058189849058787,"times//performance","CLOUD","CNN","64",0.01
16,"2021-08-23 21:05:25.087862",0.8536297082901,0.908482909202576,0.96201229095459,0.0618097503980001,"times//performance","CLOUD","CNN","64",0.01
17,"2021-08-23 21:05:25.294757",0.851595962748808,0.905666870229385,0.860610246658325,0.065257998307546,"times//performance","CLOUD","CNN","64",0.01
18,"2021-08-23 21:05:25.514815",0.844722853766547,0.898262527253893,0.772388696670532,0.0689256350199381,"times//performance","CLOUD","CNN","64",0.01
19,"2021-08-23 21:05:25.742734",0.838692564713328,0.89184045791626,0.776243209838867,0.0727242827415466,"times//performance","CLOUD","CNN","64",0.01
20,"2021-08-23 21:05:25.997671",0.834800398349762,0.8873579621315,0.802190542221069,0.0769732316335042,"times//performance","CLOUD","CNN","64",0.01
21,"2021-08-23 21:05:26.262620",0.833418210347494,0.88542686189924,0.846804857254028,0.081389049688975,"times//performance","CLOUD","CNN","64",0.01
22,"2021-08-23 21:05:26.473669",0.831496542150324,0.883061159740795,0.833381414413452,0.084906534353892,"times//performance","CLOUD","CNN","64",0.01
23,"2021-08-23 21:05:26.685905",0.828905551329903,0.880027574041615,0.813288688659668,0.0884437998135885,"times//performance","CLOUD","CNN","64",0.01
24,"2021-08-23 21:05:26.918316",0.825452913840612,0.876480728387833,0.79490327835083,0.0923173149426778,"times//performance","CLOUD","CNN","64",0.01
25,"2021-08-23 21:05:27.228793",0.825720748901367,0.876381692886353,0.87400484085083,0.0974919319152832,"times//performance","CLOUD","CNN","64",0.01
26,"2021-08-23 21:05:27.536664",0.82878839969635,0.879178844965421,0.949107646942139,0.102623116970062,"times//performance","CLOUD","CNN","64",0.01
