"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","Performance","Platform","Algorithm","Size","Workload"
1,"2021-08-27 22:20:35.288885",0.988859891891479,1.23086857795715,1.23086857795715,0,"times//performance","CLOUD","CNN","8",0.01
2,"2021-08-27 22:20:35.329379",0.992830395698547,1.1338210105896,1.03677344322205,0.000674899419148763,"times//performance","CLOUD","CNN","8",0.01
3,"2021-08-27 22:20:35.369210",0.931966781616211,1.03906138737996,0.849542140960693,0.00133874813715617,"times//performance","CLOUD","CNN","8",0.01
4,"2021-08-27 22:20:35.408695",0.853680431842804,0.943742632865906,0.65778636932373,0.0019968310991923,"times//performance","CLOUD","CNN","8",0.01
5,"2021-08-27 22:20:35.449491",0.7660080909729,0.846108436584473,0.45557165145874,0.00267676512400309,"times//performance","CLOUD","CNN","8",0.01
6,"2021-08-27 22:20:35.577013",0.691706776618958,0.765101154645284,0.360064744949341,0.00480213165283203,"times//performance","CLOUD","CNN","8",0.01
7,"2021-08-27 22:20:35.797909",0.637864215033395,0.706537485122681,0.355155467987061,0.00848373174667358,"times//performance","CLOUD","CNN","8",0.01
8,"2021-08-27 22:20:36.029336",0.598220020532608,0.663670897483826,0.363604784011841,0.0123408476511637,"times//performance","CLOUD","CNN","8",0.01
9,"2021-08-27 22:20:36.273182",0.569585906134711,0.63216953807407,0.380158662796021,0.0164049466451009,"times//performance","CLOUD","CNN","8",0.01
10,"2021-08-27 22:20:36.485687",0.54518711566925,0.605615186691284,0.366626024246216,0.0199466983477275,"times//performance","CLOUD","CNN","8",0.01
11,"2021-08-27 22:20:36.704212",0.523877989162098,0.582438837398182,0.350675344467163,0.0235887805620829,"times//performance","CLOUD","CNN","8",0.01
12,"2021-08-27 22:20:36.935150",0.506558040777842,0.563726286093394,0.357888221740723,0.0274377465248108,"times//performance","CLOUD","CNN","8",0.01
13,"2021-08-27 22:20:37.155335",0.491562183086689,0.547734022140503,0.355826854705811,0.031107497215271,"times//performance","CLOUD","CNN","8",0.01
14,"2021-08-27 22:20:37.386996",0.47916385105678,0.534688898495265,0.365102291107178,0.0349685152371724,"times//performance","CLOUD","CNN","8",0.01
15,"2021-08-27 22:20:37.601447",0.46823935508728,0.522689167658488,0.354692935943604,0.0385426998138428,"times//performance","CLOUD","CNN","8",0.01
16,"2021-08-27 22:20:37.829169",0.458460882306099,0.512022539973259,0.352023124694824,0.0423380653063456,"times//performance","CLOUD","CNN","8",0.01
17,"2021-08-27 22:20:38.050635",0.449958969564999,0.502703750834745,0.35360312461853,0.0460291663805644,"times//performance","CLOUD","CNN","8",0.01
18,"2021-08-27 22:20:38.273485",0.442593839433458,0.494565804799398,0.356220722198486,0.0497433304786682,"times//performance","CLOUD","CNN","8",0.01
19,"2021-08-27 22:20:38.506429",0.436124023638274,0.487393291373002,0.358288049697876,0.0536257306734721,"times//performance","CLOUD","CNN","8",0.01
20,"2021-08-27 22:20:38.738065",0.430150961875916,0.480821073055267,0.355948925018311,0.0574863314628601,"times//performance","CLOUD","CNN","8",0.01
21,"2021-08-27 22:20:38.966864",0.424759229024251,0.474918467657907,0.356866359710693,0.0612996498743693,"times//performance","CLOUD","CNN","8",0.01
22,"2021-08-27 22:20:39.232257",0.421263488856229,0.470931573347612,0.387206792831421,0.0657228628794352,"times//performance","CLOUD","CNN","8",0.01
23,"2021-08-27 22:20:39.456788",0.417941684308259,0.46725641126218,0.38640284538269,0.0694650491078695,"times//performance","CLOUD","CNN","8",0.01
24,"2021-08-27 22:20:39.674683",0.413736402988434,0.462907334168752,0.362878561019897,0.0730966329574585,"times//performance","CLOUD","CNN","8",0.01
25,"2021-08-27 22:20:39.905241",0.410080595016479,0.45886157989502,0.361763477325439,0.0769392649332682,"times//performance","CLOUD","CNN","8",0.01
26,"2021-08-27 22:20:40.135327",0.40660481269543,0.455026956704947,0.359161376953125,0.0807740330696106,"times//performance","CLOUD","CNN","8",0.01
27,"2021-08-27 22:20:40.376241",0.40394538420218,0.452025201585558,0.373979568481445,0.0847892642021179,"times//performance","CLOUD","CNN","8",0.01
28,"2021-08-27 22:20:40.591072",0.401043857846941,0.448847940989903,0.363061904907227,0.0883697827657064,"times//performance","CLOUD","CNN","8",0.01
29,"2021-08-27 22:20:40.821573",0.398114122193435,0.445761146216557,0.359330892562866,0.0922114650408427,"times//performance","CLOUD","CNN","8",0.01
