"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","Performance","Platform","Algorithm","Size","Workload"
1,"2021-08-23 18:19:18.090328",0.416922092437744,0.646605730056763,0.646605730056763,0,"times//performance","CLOUD","CNN","32",0.25
2,"2021-08-23 18:19:18.356174",0.381360054016113,0.515643954277039,0.384682178497314,0.00443076690038045,"times//performance","CLOUD","CNN","32",0.25
3,"2021-08-23 18:19:18.826502",0.370914538701375,0.473289569218953,0.388580799102783,0.0122695684432983,"times//performance","CLOUD","CNN","32",0.25
4,"2021-08-23 18:19:19.293936",0.365565657615662,0.451699018478394,0.386927366256714,0.020060133934021,"times//performance","CLOUD","CNN","32",0.25
5,"2021-08-23 18:19:19.773500",0.36346287727356,0.4404953956604,0.395680904388428,0.0280528664588928,"times//performance","CLOUD","CNN","32",0.25
6,"2021-08-23 18:19:20.233055",0.361162821451823,0.431945562362671,0.389196395874023,0.0357121189435323,"times//performance","CLOUD","CNN","32",0.25
7,"2021-08-23 18:19:20.694591",0.359383242470877,0.425586496080671,0.387432098388672,0.0434043844540914,"times//performance","CLOUD","CNN","32",0.25
8,"2021-08-23 18:19:21.167316",0.358270406723022,0.421067148447037,0.389431715011597,0.0512831330299377,"times//performance","CLOUD","CNN","32",0.25
9,"2021-08-23 18:19:21.655573",0.358871883816189,0.419173902935452,0.404027938842773,0.0594207485516866,"times//performance","CLOUD","CNN","32",0.25
10,"2021-08-23 18:19:22.138528",0.359940886497498,0.418203210830688,0.409466981887817,0.0674700021743774,"times//performance","CLOUD","CNN","32",0.25
11,"2021-08-23 18:19:22.586271",0.358894846656106,0.415343002839522,0.386740922927856,0.0749323844909668,"times//performance","CLOUD","CNN","32",0.25
12,"2021-08-23 18:19:23.050115",0.358049511909485,0.412980020046234,0.386987209320068,0.0826631188392639,"times//performance","CLOUD","CNN","32",0.25
13,"2021-08-23 18:19:23.544473",0.35942635169396,0.413044214248657,0.413814544677734,0.0909024159113566,"times//performance","CLOUD","CNN","32",0.25
14,"2021-08-23 18:19:24.070632",0.362196513584682,0.415194153785706,0.443143367767334,0.099671733379364,"times//performance","CLOUD","CNN","32",0.25
15,"2021-08-23 18:19:24.583146",0.365068038304647,0.417064332962036,0.443246841430664,0.108213635285695,"times//performance","CLOUD","CNN","32",0.25
16,"2021-08-23 18:19:25.130153",0.369106858968735,0.420290216803551,0.46867847442627,0.117330416043599,"times//performance","CLOUD","CNN","32",0.25
17,"2021-08-23 18:19:25.747856",0.37701678276062,0.427453013027416,0.542057752609253,0.127625465393066,"times//performance","CLOUD","CNN","32",0.25
18,"2021-08-23 18:19:26.361990",0.383841527832879,0.433574676513672,0.537642955780029,0.137861033280691,"times//performance","CLOUD","CNN","32",0.25
19,"2021-08-23 18:19:26.978403",0.389865423503675,0.439006102712531,0.536771774291992,0.148134585221608,"times//performance","CLOUD","CNN","32",0.25
20,"2021-08-23 18:19:27.594088",0.395440018177032,0.444095528125763,0.540794610977173,0.15839600165685,"times//performance","CLOUD","CNN","32",0.25
21,"2021-08-23 18:19:28.212807",0.400714238484701,0.448885894957043,0.544693231582642,0.168707982699076,"times//performance","CLOUD","CNN","32",0.25
22,"2021-08-23 18:19:28.822875",0.405089345845309,0.452789989384738,0.534775972366333,0.178875784079234,"times//performance","CLOUD","CNN","32",0.25
23,"2021-08-23 18:19:29.449474",0.409777081531027,0.457123352133709,0.552457332611084,0.189319101969401,"times//performance","CLOUD","CNN","32",0.25
24,"2021-08-23 18:19:30.112943",0.41577011346817,0.462957739830017,0.597148656845093,0.200376915931702,"times//performance","CLOUD","CNN","32",0.25
25,"2021-08-23 18:19:30.624895",0.415361604690552,0.462167682647705,0.443206310272217,0.208909451961517,"times//performance","CLOUD","CNN","32",0.25
26,"2021-08-23 18:19:31.133992",0.415114677869357,0.461769149853633,0.451805830001831,0.217394399642944,"times//performance","CLOUD","CNN","32",0.25
27,"2021-08-23 18:19:31.638612",0.413756688435872,0.460151186695805,0.418084144592285,0.225804734230041,"times//performance","CLOUD","CNN","32",0.25
28,"2021-08-23 18:19:32.177499",0.413830620901925,0.459945406232561,0.454389333724976,0.234786184628805,"times//performance","CLOUD","CNN","32",0.25
29,"2021-08-23 18:19:32.676023",0.413538579283089,0.459368426224281,0.443212985992432,0.243094917138418,"times//performance","CLOUD","CNN","32",0.25
30,"2021-08-23 18:19:33.091968",0.411295032501221,0.456860216458639,0.384122133255005,0.250027334690094,"times//performance","CLOUD","CNN","32",0.25
31,"2021-08-23 18:19:33.557006",0.409331175588792,0.454633320531537,0.387826442718506,0.257777965068817,"times//performance","CLOUD","CNN","32",0.25
32,"2021-08-23 18:19:34.027678",0.407358877360821,0.452467277646065,0.385319948196411,0.265622500578562,"times//performance","CLOUD","CNN","32",0.25
33,"2021-08-23 18:19:34.499684",0.405517065163815,0.450452183232163,0.385969161987305,0.273489268620809,"times//performance","CLOUD","CNN","32",0.25
34,"2021-08-23 18:19:34.973959",0.403952507411732,0.448857026941636,0.396216869354248,0.281393849849701,"times//performance","CLOUD","CNN","32",0.25
35,"2021-08-23 18:19:35.428907",0.402304479054042,0.447013780048915,0.384343385696411,0.288976315657298,"times//performance","CLOUD","CNN","32",0.25
36,"2021-08-23 18:19:35.898668",0.400705416997274,0.445246616999308,0.383395910263062,0.296805667877197,"times//performance","CLOUD","CNN","32",0.25
37,"2021-08-23 18:19:36.365332",0.399272435420268,0.44365830034823,0.386478900909424,0.304583398501078,"times//performance","CLOUD","CNN","32",0.25
38,"2021-08-23 18:19:36.843571",0.398224661224767,0.442461986290781,0.398198366165161,0.312554049491882,"times//performance","CLOUD","CNN","32",0.25
39,"2021-08-23 18:19:37.318562",0.397009446070744,0.441100572928404,0.389366865158081,0.320470567544301,"times//performance","CLOUD","CNN","32",0.25
40,"2021-08-23 18:19:37.789390",0.396010655164719,0.439947509765625,0.394978046417236,0.328317701816559,"times//performance","CLOUD","CNN","32",0.25
41,"2021-08-23 18:19:38.254964",0.395056835034998,0.438844453997728,0.39472222328186,0.336077268918355,"times//performance","CLOUD","CNN","32",0.25
42,"2021-08-23 18:19:38.730254",0.394029549189976,0.437708917118254,0.391151905059814,0.343998765945435,"times//performance","CLOUD","CNN","32",0.25
43,"2021-08-23 18:19:39.193045",0.392874739890875,0.436524152755737,0.386764049530029,0.351711948712667,"times//performance","CLOUD","CNN","32",0.25
44,"2021-08-23 18:19:39.733479",0.391816431825811,0.437251145189459,0.468511819839478,0.36071918408076,"times//performance","CLOUD","CNN","32",0.25
45,"2021-08-23 18:19:40.125263",0.390928490956624,0.436211919784546,0.390486001968384,0.367248916625977,"times//performance","CLOUD","CNN","32",0.25
46,"2021-08-23 18:19:40.595838",0.390050970989725,0.435215385063835,0.390371322631836,0.375091834863027,"times//performance","CLOUD","CNN","32",0.25
47,"2021-08-23 18:19:41.063806",0.389291048049927,0.434307899880917,0.392563581466675,0.382891301314036,"times//performance","CLOUD","CNN","32",0.25
48,"2021-08-23 18:19:41.543600",0.388604203859965,0.433491577704747,0.395124435424805,0.390887868404388,"times//performance","CLOUD","CNN","32",0.25
49,"2021-08-23 18:19:42.010576",0.387830739118615,0.432581848027755,0.388914823532104,0.398670800526937,"times//performance","CLOUD","CNN","32",0.25
50,"2021-08-23 18:19:42.488220",0.387351741790771,0.431947336196899,0.400856256484985,0.40663153330485,"times//performance","CLOUD","CNN","32",0.25
51,"2021-08-23 18:19:42.953744",0.386699770011154,0.431153194577086,0.391446113586426,0.41439026594162,"times//performance","CLOUD","CNN","32",0.25
