"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","Performance","Platform","Algorithm","Size","Workload"
1,"2021-08-26 14:46:21.212401",2.12857127189636,2.16321849822998,2.16321849822998,0,"times//performance","CLOUD","RF","64",0.01
2,"2021-08-26 14:46:21.244751",1.99280154705048,2.02598142623901,1.88874435424805,0.000539167722066244,"times//performance","CLOUD","RF","64",0.01
3,"2021-08-26 14:46:21.276102",1.88016335169474,1.91252493858337,1.68561196327209,0.00106168588002523,"times//performance","CLOUD","RF","64",0.01
4,"2021-08-26 14:46:21.306471",1.77330845594406,1.80501502752304,1.48248529434204,0.00156783660252889,"times//performance","CLOUD","RF","64",0.01
5,"2021-08-26 14:46:21.338137",1.66906929016113,1.70064358711243,1.28315782546997,0.00209559996922811,"times//performance","CLOUD","RF","64",0.01
6,"2021-08-26 14:46:21.370906",1.56665043036143,1.59829942385356,1.0865786075592,0.00264175335566203,"times//performance","CLOUD","RF","64",0.01
7,"2021-08-26 14:46:21.530620",1.48426250049046,1.51603654452733,1.02245926856995,0.00530365308125814,"times//performance","CLOUD","RF","64",0.01
8,"2021-08-26 14:46:21.745177",1.41281509399414,1.44484394788742,0.946495771408081,0.00887960195541382,"times//performance","CLOUD","RF","64",0.01
9,"2021-08-26 14:46:21.969665",1.34887237019009,1.38102226787143,0.87044882774353,0.0126210689544678,"times//performance","CLOUD","RF","64",0.01
10,"2021-08-26 14:46:22.183367",1.28933711051941,1.32151672840118,0.785966873168945,0.0161827683448791,"times//performance","CLOUD","RF","64",0.01
11,"2021-08-26 14:46:22.417630",1.24169967391274,1.27379343726418,0.796560525894165,0.0200871507326762,"times//performance","CLOUD","RF","64",0.01
12,"2021-08-26 14:46:22.650299",1.20260753234227,1.23464971780777,0.804068803787231,0.0239649693171183,"times//performance","CLOUD","RF","64",0.01
13,"2021-08-26 14:46:22.861115",1.16821114833538,1.20026280329778,0.787619829177856,0.027478567759196,"times//performance","CLOUD","RF","64",0.01
14,"2021-08-26 14:46:23.082092",1.13811363492693,1.17009624413082,0.777930974960327,0.0311615188916524,"times//performance","CLOUD","RF","64",0.01
15,"2021-08-26 14:46:23.332708",1.11290508906047,1.14516797065735,0.796172142028809,0.0353384494781494,"times//performance","CLOUD","RF","64",0.01
16,"2021-08-26 14:46:23.573466",1.09211547672749,1.12429358065128,0.811177730560303,0.0393510858217875,"times//performance","CLOUD","RF","64",0.01
17,"2021-08-26 14:46:23.893438",1.07935762405396,1.11149716377258,0.906754493713379,0.0446839531262716,"times//performance","CLOUD","RF","64",0.01
18,"2021-08-26 14:46:24.215203",1.07325359185537,1.10537981987,1.001384973526,0.050046702226003,"times//performance","CLOUD","RF","64",0.01
19,"2021-08-26 14:46:24.444137",1.06731733522917,1.09941650691785,0.992076873779297,0.0538622697194417,"times//performance","CLOUD","RF","64",0.01
20,"2021-08-26 14:46:24.659599",1.05734963417053,1.08940949440002,0.899276256561279,0.0574533025423686,"times//performance","CLOUD","RF","64",0.01
21,"2021-08-26 14:46:24.868645",1.04272062437875,1.07479722159249,0.782551765441895,0.0609374006589254,"times//performance","CLOUD","RF","64",0.01
22,"2021-08-26 14:46:25.104688",1.02947333726016,1.06154050610282,0.783149480819702,0.0648714502652486,"times//performance","CLOUD","RF","64",0.01
23,"2021-08-26 14:46:25.324116",1.01697472904039,1.04903203508128,0.773845672607422,0.0685285846392314,"times//performance","CLOUD","RF","64",0.01
24,"2021-08-26 14:46:25.578206",1.00688897569974,1.03889705737432,0.805792570114136,0.0727634191513062,"times//performance","CLOUD","RF","64",0.01
