"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","Performance","Platform","Algorithm","Size","Workload"
1,"2021-09-02 14:02:15.323183",2.84845423698425,2.88207697868347,2.88207697868347,0,"times//performance","CLOUD","RF","32",0.1
2,"2021-09-02 14:02:15.353620",2.70728659629822,2.7390718460083,2.59606671333313,0.000507283210754394,"times//performance","CLOUD","RF","32",0.1
3,"2021-09-02 14:02:15.384168",2.56435330708822,2.59556190172831,2.30854201316833,0.00101641416549683,"times//performance","CLOUD","RF","32",0.1
4,"2021-09-02 14:02:15.414792",2.4226883649826,2.45362550020218,2.02781629562378,0.00152681668599447,"times//performance","CLOUD","RF","32",0.1
5,"2021-09-02 14:02:15.445420",2.28104724884033,2.31181755065918,1.74458575248718,0.00203728278477987,"times//performance","CLOUD","RF","32",0.1
6,"2021-09-02 14:02:15.476511",2.13914517561595,2.16988106568654,1.46019864082336,0.00255546569824219,"times//performance","CLOUD","RF","32",0.1
7,"2021-09-02 14:02:15.506661",1.99705280576433,2.02763261113848,1.1741418838501,0.00305796464284261,"times//performance","CLOUD","RF","32",0.1
8,"2021-09-02 14:02:15.537418",1.85480937361717,1.885349214077,0.889365434646606,0.00357058048248291,"times//performance","CLOUD","RF","32",0.1
9,"2021-09-02 14:02:15.567816",1.71221277448866,1.74268142382304,0.601339101791382,0.00407721598943075,"times//performance","CLOUD","RF","32",0.1
10,"2021-09-02 14:02:15.605990",1.57036926746368,1.60107438564301,0.326611042022705,0.00471344788869222,"times//performance","CLOUD","RF","32",0.1
11,"2021-09-02 14:02:15.922376",1.45454120635986,1.485497192903,0.32972526550293,0.00998654762903849,"times//performance","CLOUD","RF","32",0.1
12,"2021-09-02 14:02:16.228969",1.35759204626083,1.38857003053029,0.322371244430542,0.0150964339574178,"times//performance","CLOUD","RF","32",0.1
13,"2021-09-02 14:02:16.544057",1.27587886957022,1.30683477108295,0.326011657714844,0.0203478972117106,"times//performance","CLOUD","RF","32",0.1
14,"2021-09-02 14:02:16.856410",1.20546196188245,1.23646586281913,0.321670055389404,0.0255537827809652,"times//performance","CLOUD","RF","32",0.1
15,"2021-09-02 14:02:17.172419",1.14489990870158,1.17588442166646,0.327744245529175,0.0308206001917521,"times//performance","CLOUD","RF","32",0.1
16,"2021-09-02 14:02:17.485640",1.09179057180882,1.12276345491409,0.32594895362854,0.0360409498214722,"times//performance","CLOUD","RF","32",0.1
17,"2021-09-02 14:02:17.804778",1.04494554856244,1.07590222358704,0.326122522354126,0.0413599173227946,"times//performance","CLOUD","RF","32",0.1
18,"2021-09-02 14:02:18.121450",1.00334056218465,1.03435582584805,0.328067064285278,0.0466377814610799,"times//performance","CLOUD","RF","32",0.1
19,"2021-09-02 14:02:18.432131",0.96590667021902,0.996949032733315,0.323626756668091,0.0518157998720805,"times//performance","CLOUD","RF","32",0.1
20,"2021-09-02 14:02:18.747337",0.932342112064362,0.963424277305603,0.326453924179077,0.0570692340532939,"times//performance","CLOUD","RF","32",0.1
21,"2021-09-02 14:02:19.069039",0.901927527927217,0.933018207550049,0.324896812438965,0.0624309341112773,"times//performance","CLOUD","RF","32",0.1
22,"2021-09-02 14:02:19.385542",0.874432769688693,0.905510609800165,0.327851057052612,0.0677059809366862,"times//performance","CLOUD","RF","32",0.1
23,"2021-09-02 14:02:19.696868",0.849140882492065,0.880227793817935,0.324005842208862,0.0728947480519613,"times//performance","CLOUD","RF","32",0.1
24,"2021-09-02 14:02:20.014728",0.826018770535787,0.857284287611643,0.329583644866943,0.078192416826884,"times//performance","CLOUD","RF","32",0.1
25,"2021-09-02 14:02:20.333403",0.804882745742798,0.836142024993896,0.328727722167969,0.0835036675135295,"times//performance","CLOUD","RF","32",0.1
26,"2021-09-02 14:02:20.653281",0.785259998761691,0.816511832750761,0.325757026672363,0.0888349652290344,"times//performance","CLOUD","RF","32",0.1
27,"2021-09-02 14:02:20.966227",0.76693915437769,0.79823719130622,0.323096513748169,0.0940507332483927,"times//performance","CLOUD","RF","32",0.1
28,"2021-09-02 14:02:21.271568",0.749767269407,0.781049089772361,0.316970348358154,0.0991397500038147,"times//performance","CLOUD","RF","32",0.1
29,"2021-09-02 14:02:21.589171",0.734059243366636,0.765360766443713,0.326087713241577,0.104433131217957,"times//performance","CLOUD","RF","32",0.1
30,"2021-09-02 14:02:21.901499",0.719350147247314,0.750626929601033,0.32334566116333,0.109638599554698,"times//performance","CLOUD","RF","32",0.1
31,"2021-09-02 14:02:22.213863",0.705539057331701,0.736858060283046,0.323791980743408,0.114844663937887,"times//performance","CLOUD","RF","32",0.1
32,"2021-09-02 14:02:22.532112",0.69266027957201,0.723966367542744,0.324323892593384,0.120148813724518,"times//performance","CLOUD","RF","32",0.1
33,"2021-09-02 14:02:22.842268",0.680475401155876,0.711791443102287,0.32219386100769,0.125318082173665,"times//performance","CLOUD","RF","32",0.1
34,"2021-09-02 14:02:23.164709",0.669170639094184,0.700490572873284,0.327561855316162,0.130692100524902,"times//performance","CLOUD","RF","32",0.1
35,"2021-09-02 14:02:23.474894",0.658404704502651,0.689726161956787,0.323736190795898,0.135861849784851,"times//performance","CLOUD","RF","32",0.1
36,"2021-09-02 14:02:23.788628",0.648290707005395,0.679596596293979,0.325061798095703,0.141090750694275,"times//performance","CLOUD","RF","32",0.1
37,"2021-09-02 14:02:24.111590",0.638727420085185,0.670012132541553,0.324971437454224,0.146473447481791,"times//performance","CLOUD","RF","32",0.1
38,"2021-09-02 14:02:24.426945",0.629664584210044,0.660955209481089,0.325849056243896,0.15172936518987,"times//performance","CLOUD","RF","32",0.1
39,"2021-09-02 14:02:24.743304",0.620958982369839,0.65223810611627,0.320988178253174,0.157002015908559,"times//performance","CLOUD","RF","32",0.1
40,"2021-09-02 14:02:25.068857",0.612799602746964,0.644113773107529,0.327264785766602,0.162427898248037,"times//performance","CLOUD","RF","32",0.1
41,"2021-09-02 14:02:25.385041",0.604871982481421,0.636173277366452,0.318553447723389,0.167697632312775,"times//performance","CLOUD","RF","32",0.1
42,"2021-09-02 14:02:25.707207",0.597474631809053,0.628761876197088,0.324894428253174,0.173067065080007,"times//performance","CLOUD","RF","32",0.1
43,"2021-09-02 14:02:26.018499",0.590389340422874,0.621670113053433,0.323816061019897,0.178255263964335,"times//performance","CLOUD","RF","32",0.1
44,"2021-09-02 14:02:26.329710",0.583512463352897,0.614785329862074,0.318739652633667,0.183442115783691,"times//performance","CLOUD","RF","32",0.1
45,"2021-09-02 14:02:26.652144",0.577041302786933,0.608305056889852,0.323173046112061,0.188816014925639,"times//performance","CLOUD","RF","32",0.1
46,"2021-09-02 14:02:26.974022",0.570886114369268,0.602146594420723,0.325015783309937,0.194180647532145,"times//performance","CLOUD","RF","32",0.1
47,"2021-09-02 14:02:27.299065",0.565052326689375,0.596304289838101,0.327558279037476,0.199598034222921,"times//performance","CLOUD","RF","32",0.1
48,"2021-09-02 14:02:27.609522",0.559360141555468,0.590599750479062,0.322486400604248,0.204772317409515,"times//performance","CLOUD","RF","32",0.1
49,"2021-09-02 14:02:27.932419",0.553963928806538,0.58519052972599,0.325547933578491,0.21015393336614,"times//performance","CLOUD","RF","32",0.1
50,"2021-09-02 14:02:28.245880",0.548732695579529,0.579951229095459,0.323225498199463,0.215378280480703,"times//performance","CLOUD","RF","32",0.1
51,"2021-09-02 14:02:28.623819",0.544827302296956,0.576040567136278,0.380507469177246,0.221677267551422,"times//performance","CLOUD","RF","32",0.1
52,"2021-09-02 14:02:28.876204",0.53990002320363,0.571104150552016,0.319346904754639,0.225883682568868,"times//performance","CLOUD","RF","32",0.1
53,"2021-09-02 14:02:29.195297",0.535307906708627,0.566510079041967,0.327618360519409,0.231201899051666,"times//performance","CLOUD","RF","32",0.1
54,"2021-09-02 14:02:29.505858",0.530817089257417,0.562010076310899,0.323509931564331,0.236377914746602,"times//performance","CLOUD","RF","32",0.1
55,"2021-09-02 14:02:29.832780",0.526622568477284,0.557810003107244,0.331006050109863,0.2418266137441,"times//performance","CLOUD","RF","32",0.1
56,"2021-09-02 14:02:30.138562",0.522401528699057,0.553591425929751,0.321569681167603,0.246922981739044,"times//performance","CLOUD","RF","32",0.1
57,"2021-09-02 14:02:30.457781",0.518378814061483,0.549576893187406,0.324763059616089,0.252243300278982,"times//performance","CLOUD","RF","32",0.1
58,"2021-09-02 14:02:30.775499",0.514458853622963,0.545679112960552,0.323505640029907,0.257538600762685,"times//performance","CLOUD","RF","32",0.1
59,"2021-09-02 14:02:31.094696",0.510707354141494,0.541933290028976,0.324675559997559,0.262858549753825,"times//performance","CLOUD","RF","32",0.1
60,"2021-09-02 14:02:31.409462",0.506991112232208,0.538217155138652,0.318965196609497,0.268104648590088,"times//performance","CLOUD","RF","32",0.1
61,"2021-09-02 14:02:31.743674",0.503507899456337,0.534738083354762,0.325993776321411,0.273674849669139,"times//performance","CLOUD","RF","32",0.1
62,"2021-09-02 14:02:32.053842",0.500108584280937,0.531333135020348,0.323631286621094,0.278844316800435,"times//performance","CLOUD","RF","32",0.1
63,"2021-09-02 14:02:32.366422",0.496815057027908,0.528037593478248,0.323714017868042,0.284053981304169,"times//performance","CLOUD","RF","32",0.1
64,"2021-09-02 14:02:32.685311",0.493707608431578,0.524937149137259,0.329609155654907,0.289368800322215,"times//performance","CLOUD","RF","32",0.1
65,"2021-09-02 14:02:33.005040",0.49063196182251,0.521890999720647,0.326937437057495,0.294697614510854,"times//performance","CLOUD","RF","32",0.1
66,"2021-09-02 14:02:33.317012",0.487682739893595,0.518936175288576,0.326872587203979,0.299897150198619,"times//performance","CLOUD","RF","32",0.1
67,"2021-09-02 14:02:33.632052",0.484763650751826,0.516009643896302,0.322858572006226,0.305147814750671,"times//performance","CLOUD","RF","32",0.1
68,"2021-09-02 14:02:33.954511",0.481862334644093,0.513197327361387,0.324772119522095,0.310522131125132,"times//performance","CLOUD","RF","32",0.1
69,"2021-09-02 14:02:34.261067",0.479079678438712,0.510418836621271,0.321481466293335,0.315631397565206,"times//performance","CLOUD","RF","32",0.1
70,"2021-09-02 14:02:34.578831",0.476422926357814,0.507761968885149,0.324438095092773,0.320927464962006,"times//performance","CLOUD","RF","32",0.1
71,"2021-09-02 14:02:34.901151",0.473882060655406,0.50522139374639,0.327381134033203,0.326299464702606,"times//performance","CLOUD","RF","32",0.1
72,"2021-09-02 14:02:35.206395",0.471295674641927,0.502637200885349,0.319159507751465,0.331386864185333,"times//performance","CLOUD","RF","32",0.1
73,"2021-09-02 14:02:35.526827",0.468869375855955,0.50028209163718,0.330714225769043,0.336727400620778,"times//performance","CLOUD","RF","32",0.1
74,"2021-09-02 14:02:35.840682",0.466462447836592,0.497872758556057,0.321991443634033,0.341958316167196,"times//performance","CLOUD","RF","32",0.1
75,"2021-09-02 14:02:36.158173",0.464130754470825,0.495536785125732,0.322674751281738,0.347249833742778,"times//performance","CLOUD","RF","32",0.1
76,"2021-09-02 14:02:36.475226",0.461893392236609,0.493309651550494,0.326274633407593,0.352534047762553,"times//performance","CLOUD","RF","32",0.1
77,"2021-09-02 14:02:36.787904",0.459702008730405,0.491141474092162,0.326359987258911,0.357745349407196,"times//performance","CLOUD","RF","32",0.1
78,"2021-09-02 14:02:37.109544",0.457579939793318,0.489045940912687,0.32768988609314,0.363106016318003,"times//performance","CLOUD","RF","32",0.1
79,"2021-09-02 14:02:37.412846",0.455417630038684,0.486877776399443,0.317760944366455,0.368161050478617,"times//performance","CLOUD","RF","32",0.1
80,"2021-09-02 14:02:37.751971",0.453684243559837,0.48513825237751,0.347715854644775,0.373813132445018,"times//performance","CLOUD","RF","32",0.1
81,"2021-09-02 14:02:38.066640",0.45173336841442,0.483187289885533,0.327110290527344,0.379057614008586,"times//performance","CLOUD","RF","32",0.1
82,"2021-09-02 14:02:38.377751",0.44982959584492,0.481277163435773,0.326556921005249,0.384242800871531,"times//performance","CLOUD","RF","32",0.1
83,"2021-09-02 14:02:38.704100",0.448017769549266,0.479487433490983,0.332729578018188,0.389681947231293,"times//performance","CLOUD","RF","32",0.1
84,"2021-09-02 14:02:39.014643",0.446196607181004,0.477671538080488,0.326952219009399,0.394857664903005,"times//performance","CLOUD","RF","32",0.1
85,"2021-09-02 14:02:39.335522",0.444451312457814,0.475916910171509,0.328528165817261,0.400205647945404,"times//performance","CLOUD","RF","32",0.1
86,"2021-09-02 14:02:39.651379",0.442742192467978,0.474200908527818,0.328340768814087,0.40546993414561,"times//performance","CLOUD","RF","32",0.1
87,"2021-09-02 14:02:39.967449",0.440992629391023,0.472450563277321,0.321920871734619,0.410737764835358,"times//performance","CLOUD","RF","32",0.1
88,"2021-09-02 14:02:40.277092",0.439258878881281,0.47070739756931,0.31905198097229,0.415898482004801,"times//performance","CLOUD","RF","32",0.1
89,"2021-09-02 14:02:40.595842",0.437642467155885,0.469091731510805,0.326913118362427,0.421210980415344,"times//performance","CLOUD","RF","32",0.1
90,"2021-09-02 14:02:40.918175",0.436073546939426,0.467516742812263,0.327342748641968,0.426583198706309,"times//performance","CLOUD","RF","32",0.1
