"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","ClassificationTime","Platform","Algorithm","Size","Workload"
1,"2021-07-08 18:49:16.894307",61.7994201183319,62.6718266010284,"0:00:00.871929",0,0.871929,"EDGE","CNN","128",0.25
2,"2021-07-08 18:49:17.132115",62.1285816431046,62.67103099823,"0:00:00.211919",0.00396346648534139,0.211919,"EDGE","CNN","128",0.25
3,"2021-07-08 18:49:17.383585",62.2300380865733,62.6661396026611,"0:00:00.222569",0.00815463463465373,0.222569,"EDGE","CNN","128",0.25
4,"2021-07-08 18:49:17.625573",62.2810116410255,62.6612911224365,"0:00:00.212490",0.0121877670288086,0.21249,"EDGE","CNN","128",0.25
5,"2021-07-08 18:49:18.114502",62.309906244278,62.7060554027557,"0:00:00.458958",0.0203365842501322,0.458958,"EDGE","CNN","128",0.25
6,"2021-07-08 18:49:18.361242",62.3670636415482,62.733025431633,"0:00:00.214397",0.0244489192962646,0.214397,"EDGE","CNN","128",0.25
7,"2021-07-08 18:49:18.617263",62.4081609930311,62.7510906968798,"0:00:00.204437",0.0287159363428752,0.204437,"EDGE","CNN","128",0.25
8,"2021-07-08 18:49:18.873222",62.4371161162853,62.7649665772915,"0:00:00.221823",0.0329819202423096,0.221823,"EDGE","CNN","128",0.25
9,"2021-07-08 18:49:19.115928",62.4595196247101,62.7747993734148,"0:00:00.214210",0.0370270172754924,0.21421,"EDGE","CNN","128",0.25
10,"2021-07-08 18:49:19.368088",62.4777132511139,62.7828266143799,"0:00:00.213327",0.0412296851476034,0.213327,"EDGE","CNN","128",0.25
11,"2021-07-08 18:49:19.608158",62.4908138188449,62.787120255557,"0:00:00.207908",0.0452308535575867,0.207908,"EDGE","CNN","128",0.25
12,"2021-07-08 18:49:19.862745",62.50089965264,62.7908996343613,"0:00:00.220361",0.0494739691416423,0.220361,"EDGE","CNN","128",0.25
13,"2021-07-08 18:49:20.098173",62.5096014279586,62.7930384415847,"0:00:00.204395",0.0533977667490641,0.204395,"EDGE","CNN","128",0.25
14,"2021-07-08 18:49:20.340910",62.5150637796947,62.7933095182691,"0:00:00.210131",0.0574433843294779,0.210131,"EDGE","CNN","128",0.25
15,"2021-07-08 18:49:20.584031",62.5195235093435,62.7930216789246,"0:00:00.206756",0.0614954034487406,0.206756,"EDGE","CNN","128",0.25
16,"2021-07-08 18:49:20.852012",62.5224541127682,62.7929262518883,"0:00:00.224774",0.065961750348409,0.224774,"EDGE","CNN","128",0.25
17,"2021-07-08 18:49:21.097799",62.5258468319388,62.7925405502319,"0:00:00.205953",0.0700582027435303,0.205953,"EDGE","CNN","128",0.25
18,"2021-07-08 18:49:21.339258",62.5274625884162,62.7909447219637,"0:00:00.208443",0.0740825176239014,0.208443,"EDGE","CNN","128",0.25
19,"2021-07-08 18:49:21.584475",62.528381410398,62.7892512020312,"0:00:00.213541",0.0781694690386454,0.213541,"EDGE","CNN","128",0.25
20,"2021-07-08 18:49:21.844048",62.5288126826286,62.788049530983,"0:00:00.227269",0.0824956854184469,0.227269,"EDGE","CNN","128",0.25
21,"2021-07-08 18:49:22.091310",62.5291600227356,62.7862027486165,"0:00:00.212705",0.0866167187690735,0.212705,"EDGE","CNN","128",0.25
22,"2021-07-08 18:49:22.338188",62.5292621092363,62.7843110236255,"0:00:00.212890",0.0907313505808512,0.21289,"EDGE","CNN","128",0.25
23,"2021-07-08 18:49:22.587873",62.5291333509528,62.782513919084,"0:00:00.216386",0.0948927680651347,0.216386,"EDGE","CNN","128",0.25
24,"2021-07-08 18:49:22.835894",62.5284127394358,62.7801018754641,"0:00:00.212496",0.0990264534950256,0.212496,"EDGE","CNN","128",0.25
25,"2021-07-08 18:49:23.081526",62.5275775909424,62.7776411533356,"0:00:00.210684",0.103120319048564,0.210684,"EDGE","CNN","128",0.25
26,"2021-07-08 18:49:23.325742",62.5263391182973,62.7750556835761,"0:00:00.214762",0.107190585136414,0.214762,"EDGE","CNN","128",0.25
27,"2021-07-08 18:49:23.593561",62.5247566346769,62.7727115684085,"0:00:00.227526",0.111654233932495,0.227526,"EDGE","CNN","128",0.25
28,"2021-07-08 18:49:23.839137",62.5232030323574,62.7698124136244,"0:00:00.209655",0.115747169653575,0.209655,"EDGE","CNN","128",0.25
29,"2021-07-08 18:49:24.082221",62.5216496319606,62.7668600082397,"0:00:00.205729",0.119798568884532,0.205729,"EDGE","CNN","128",0.25
30,"2021-07-08 18:49:24.323489",62.5197231610616,62.7637513081233,"0:00:00.209466",0.123819700876872,0.209466,"EDGE","CNN","128",0.25
31,"2021-07-08 18:49:24.577744",62.5176718311925,62.7609198631779,"0:00:00.219576",0.128057285149892,0.219576,"EDGE","CNN","128",0.25
32,"2021-07-08 18:49:24.818111",62.5156810730696,62.757953517139,"0:00:00.211336",0.132063400745392,0.211336,"EDGE","CNN","128",0.25
33,"2021-07-08 18:49:25.060964",62.5132673653689,62.7544742208539,"0:00:00.206828",0.136110953489939,0.206828,"EDGE","CNN","128",0.25
34,"2021-07-08 18:49:25.316410",62.5110152819577,62.751303749926,"0:00:00.209688",0.14036838610967,0.209688,"EDGE","CNN","128",0.25
35,"2021-07-08 18:49:25.576176",62.5086843422481,62.7485585825784,"0:00:00.225043",0.144697817166646,0.225043,"EDGE","CNN","128",0.25
36,"2021-07-08 18:49:25.822990",62.506897661421,62.7459867729081,"0:00:00.210904",0.148811384042104,0.210904,"EDGE","CNN","128",0.25
37,"2021-07-08 18:49:26.073479",62.5048734046317,62.743330104931,"0:00:00.215075",0.152986200650533,0.215075,"EDGE","CNN","128",0.25
38,"2021-07-08 18:49:26.333512",62.5029042269054,62.7410978643518,"0:00:00.228176",0.157320086161296,0.228176,"EDGE","CNN","128",0.25
