"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","ClassificationTime","Platform","Algorithm","Size","Workload"
1,"2021-07-12 13:33:31.413992",54.8624505996704,55.033490896225,"0:00:00.170689",0,0.170689,"EDGE","RF","32",0.01
2,"2021-07-12 13:33:31.523043",54.9016526937485,55.0410149097443,"0:00:00.107425",0.00181751648585002,0.107425,"EDGE","RF","32",0.01
3,"2021-07-12 13:33:31.629332",54.9428233305613,55.0707392692566,"0:00:00.104793",0.00358900229136149,0.104793,"EDGE","RF","32",0.01
4,"2021-07-12 13:33:31.737125",54.9839893579483,55.1065769791603,"0:00:00.106357",0.00538554986317953,0.106357,"EDGE","RF","32",0.01
5,"2021-07-12 13:33:31.844801",55.0262104988098,55.1455629825592,"0:00:00.106175",0.0071801503499349,0.106175,"EDGE","RF","32",0.01
6,"2021-07-12 13:33:31.951449",55.0685688654582,55.1855930487315,"0:00:00.105155",0.00895761648813883,0.105155,"EDGE","RF","32",0.01
7,"2021-07-12 13:33:32.060853",55.1112157276699,55.2269757134574,"0:00:00.107939",0.0107810179392497,0.107939,"EDGE","RF","32",0.01
8,"2021-07-12 13:33:32.167755",55.1545068621635,55.2689558565617,"0:00:00.105042",0.0125627160072327,0.105042,"EDGE","RF","32",0.01
9,"2021-07-12 13:33:32.277361",55.1975598335266,55.3113356961144,"0:00:00.108151",0.0143894831339518,0.108151,"EDGE","RF","32",0.01
10,"2021-07-12 13:33:32.386599",55.2408905267715,55.3540943145752,"0:00:00.107821",0.0162101189295451,0.107821,"EDGE","RF","32",0.01
11,"2021-07-12 13:33:32.493162",55.2844064669176,55.3968684673309,"0:00:00.104829",0.0179861664772034,0.104829,"EDGE","RF","32",0.01
12,"2021-07-12 13:33:32.601414",55.3277705907822,55.4397401412328,"0:00:00.106281",0.0197903672854106,0.106281,"EDGE","RF","32",0.01
13,"2021-07-12 13:33:32.710096",55.3712470714863,55.4828680662008,"0:00:00.107143",0.0216017325719198,0.107143,"EDGE","RF","32",0.01
14,"2021-07-12 13:33:32.817014",55.414879322052,55.5260611602238,"0:00:00.105233",0.0233837008476257,0.105233,"EDGE","RF","32",0.01
15,"2021-07-12 13:33:32.924984",55.4581027030945,55.5689759413401,"0:00:00.106288",0.0251832008361816,0.106288,"EDGE","RF","32",0.01
16,"2021-07-12 13:33:33.033862",55.5010275095701,55.6116971373558,"0:00:00.107379",0.0269978364308675,0.107379,"EDGE","RF","32",0.01
17,"2021-07-12 13:33:33.140762",55.543908441768,55.654286959592,"0:00:00.105482",0.0287795027097066,0.105482,"EDGE","RF","32",0.01
18,"2021-07-12 13:33:33.250075",55.5867622560925,55.6970106893116,"0:00:00.107798",0.0306013862291972,0.107798,"EDGE","RF","32",0.01
19,"2021-07-12 13:33:33.357233",55.6296898565794,55.7397064284274,"0:00:00.105590",0.0323873519897461,0.10559,"EDGE","RF","32",0.01
20,"2021-07-12 13:33:33.463300",55.6726571798325,55.7824159264565,"0:00:00.104627",0.0341551343599955,0.104627,"EDGE","RF","32",0.01
21,"2021-07-12 13:33:33.572543",55.7154825074332,55.8251582213811,"0:00:00.107778",0.0359758496284485,0.107778,"EDGE","RF","32",0.01
22,"2021-07-12 13:33:33.681253",55.7583353085951,55.8679093230854,"0:00:00.107201",0.0377876838048299,0.107201,"EDGE","RF","32",0.01
23,"2021-07-12 13:33:33.788414",55.8012331568676,55.9106431733007,"0:00:00.105534",0.0395737012227376,0.105534,"EDGE","RF","32",0.01
24,"2021-07-12 13:33:33.895478",55.844121615092,55.9533828397592,"0:00:00.105606",0.0413581013679504,0.105606,"EDGE","RF","32",0.01
25,"2021-07-12 13:33:34.001224",55.8869515323639,55.9960234260559,"0:00:00.104296",0.043120535214742,0.104296,"EDGE","RF","32",0.01
26,"2021-07-12 13:33:34.112435",55.9295603495378,56.0386580412204,"0:00:00.109378",0.0449740529060364,0.109378,"EDGE","RF","32",0.01
27,"2021-07-12 13:33:34.219543",55.972235388226,56.0812141100566,"0:00:00.105651",0.0467591842015584,0.105651,"EDGE","RF","32",0.01
28,"2021-07-12 13:33:34.327825",56.0148272684642,56.1237391488893,"0:00:00.106707",0.0485638856887817,0.106707,"EDGE","RF","32",0.01
29,"2021-07-12 13:33:34.436349",56.0575593997692,56.1664167848127,"0:00:00.107099",0.0503726164499919,0.107099,"EDGE","RF","32",0.01
