"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","ClassificationTime","Platform","Algorithm","Size","Workload"
1,"2021-07-08 13:05:52.345729",63.7314999103546,63.8951644897461,"0:00:00.163241",0,0.163241,"EDGE","RF","64",0.1
2,"2021-07-08 13:05:52.457968",63.7791141271591,63.9162164926529,"0:00:00.110252",0.0018706480662028,0.110252,"EDGE","RF","64",0.1
3,"2021-07-08 13:05:52.568812",63.7889604568481,63.916786591212,"0:00:00.109004",0.00371804634730021,0.109004,"EDGE","RF","64",0.1
4,"2021-07-08 13:05:52.680918",63.7944855093956,63.9179841279984,"0:00:00.110273",0.00558648109436035,0.110273,"EDGE","RF","64",0.1
5,"2021-07-08 13:05:52.791774",63.8028478622437,63.9234945297241,"0:00:00.108972",0.00743408203125,0.108972,"EDGE","RF","64",0.1
6,"2021-07-08 13:05:52.906377",63.8087640603383,63.928133447965,"0:00:00.112721",0.00934413274129232,0.112721,"EDGE","RF","64",0.1
7,"2021-07-08 13:05:53.017792",63.813935143607,63.9319321428026,"0:00:00.109452",0.0112010478973389,0.109452,"EDGE","RF","64",0.1
8,"2021-07-08 13:05:53.128309",63.8147564530373,63.9316157400608,"0:00:00.108630",0.0130429983139038,0.10863,"EDGE","RF","64",0.1
9,"2021-07-08 13:05:53.242169",63.8172887166341,63.9336388905843,"0:00:00.112006",0.0149406631787618,0.112006,"EDGE","RF","64",0.1
10,"2021-07-08 13:05:53.353321",63.8208768129349,63.9365443944931,"0:00:00.109227",0.0167931993802389,0.109227,"EDGE","RF","64",0.1
11,"2021-07-08 13:05:53.463818",63.8225068395788,63.9375571554357,"0:00:00.108608",0.018634816010793,0.108608,"EDGE","RF","64",0.1
12,"2021-07-08 13:05:53.575250",63.8232764403025,63.9378887017568,"0:00:00.109529",0.0204920132954915,0.109529,"EDGE","RF","64",0.1
13,"2021-07-08 13:05:53.685578",63.8259716584132,63.9401257404914,"0:00:00.108389",0.0223308165868123,0.108389,"EDGE","RF","64",0.1
14,"2021-07-08 13:05:53.794650",63.8270198787962,63.940698334149,"0:00:00.107228",0.024148682753245,0.107228,"EDGE","RF","64",0.1
15,"2021-07-08 13:05:53.909815",63.8278184572856,63.9414809703827,"0:00:00.113169",0.0260680993398031,0.113169,"EDGE","RF","64",0.1
16,"2021-07-08 13:05:54.024760",63.8300879299641,63.9437286257744,"0:00:00.113059",0.0279838482538859,0.113059,"EDGE","RF","64",0.1
17,"2021-07-08 13:05:54.134724",63.8315567409291,63.9448846368229,"0:00:00.108051",0.0298165798187256,0.108051,"EDGE","RF","64",0.1
18,"2021-07-08 13:05:54.245090",63.8325010140737,63.9455731974708,"0:00:00.108461",0.031656014919281,0.108461,"EDGE","RF","64",0.1
19,"2021-07-08 13:05:54.354852",63.834668962579,63.9474781437924,"0:00:00.107816",0.0334853808085124,0.107816,"EDGE","RF","64",0.1
20,"2021-07-08 13:05:54.464976",63.8356797456741,63.9482728719711,"0:00:00.108220",0.035320782661438,0.10822,"EDGE","RF","64",0.1
