"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","ClassificationTime","Platform","Algorithm","Size","Workload"
1,"2021-07-06 15:44:26.393138",61.317253112793,62.1292657852173,"0:00:00.811541",0,0.811541,"EDGE","CNN","8",0.1
2,"2021-07-06 15:44:26.538641",61.6812193393707,62.1551724672318,"0:00:00.135664",0.00242505073547363,0.135664,"EDGE","CNN","8",0.1
3,"2021-07-06 15:44:26.676742",61.8118688265483,62.1733894348145,"0:00:00.136394",0.00472673575083415,0.136394,"EDGE","CNN","8",0.1
4,"2021-07-06 15:44:26.814666",61.8843905329704,62.1896440982819,"0:00:00.136183",0.00702546834945679,0.136183,"EDGE","CNN","8",0.1
5,"2021-07-06 15:44:27.194294",61.9342011451721,62.2534337520599,"0:00:00.374835",0.0133526007334391,0.374835,"EDGE","CNN","8",0.1
6,"2021-07-06 15:44:27.338984",62.0120578606923,62.3018497625987,"0:00:00.142329",0.0157641013463338,0.142329,"EDGE","CNN","8",0.1
7,"2021-07-06 15:44:27.478425",62.0729963438852,62.3407283510481,"0:00:00.135092",0.0180881182352702,0.135092,"EDGE","CNN","8",0.1
8,"2021-07-06 15:44:27.622317",62.1221057772636,62.3741938769817,"0:00:00.142292",0.020486319065094,0.142292,"EDGE","CNN","8",0.1
9,"2021-07-06 15:44:27.759548",62.1641401449839,62.4033252398173,"0:00:00.135700",0.0227735002835592,0.1357,"EDGE","CNN","8",0.1
10,"2021-07-06 15:44:27.900874",62.2014842033386,62.429830789566,"0:00:00.130524",0.0251289327939351,0.130524,"EDGE","CNN","8",0.1
11,"2021-07-06 15:44:28.038294",62.2341200655157,62.4540637189692,"0:00:00.135666",0.0274192690849304,0.135666,"EDGE","CNN","8",0.1
12,"2021-07-06 15:44:28.187439",62.2636542121569,62.4775693615278,"0:00:00.147349",0.0299050172170003,0.147349,"EDGE","CNN","8",0.1
13,"2021-07-06 15:44:28.324371",62.2917013168335,62.4995809334975,"0:00:00.135208",0.0321872194608053,0.135208,"EDGE","CNN","8",0.1
14,"2021-07-06 15:44:28.460367",62.3177094459534,62.5203523295266,"0:00:00.134318",0.034453817208608,0.134318,"EDGE","CNN","8",0.1
15,"2021-07-06 15:44:28.596861",62.3420291423798,62.5401613235474,"0:00:00.134735",0.0367287158966064,0.134735,"EDGE","CNN","8",0.1
16,"2021-07-06 15:44:28.745943",62.3650075942278,62.5599720627069,"0:00:00.147194",0.0392134189605713,0.147194,"EDGE","CNN","8",0.1
17,"2021-07-06 15:44:28.882354",62.3876111086677,62.5790448329028,"0:00:00.134695",0.041486934820811,0.134695,"EDGE","CNN","8",0.1
18,"2021-07-06 15:44:29.018963",62.4092060592439,62.5975112915039,"0:00:00.134871",0.0437637527783712,0.134871,"EDGE","CNN","8",0.1
19,"2021-07-06 15:44:29.155730",62.4299619825263,62.6154775995957,"0:00:00.135063",0.0460432012875875,0.135063,"EDGE","CNN","8",0.1
20,"2021-07-06 15:44:29.303668",62.4484529972076,62.6320112705231,"0:00:00.146120",0.0485088348388672,0.14612,"EDGE","CNN","8",0.1
21,"2021-07-06 15:44:29.438885",62.4685068130493,62.6496896743774,"0:00:00.133426",0.0507624506950378,0.133426,"EDGE","CNN","8",0.1
22,"2021-07-06 15:44:29.575265",62.4879111159931,62.6669906594537,"0:00:00.134661",0.0530354499816895,0.134661,"EDGE","CNN","8",0.1
23,"2021-07-06 15:44:29.721145",62.50680054789,62.6843724147133,"0:00:00.144105",0.0554667830467224,0.144105,"EDGE","CNN","8",0.1
24,"2021-07-06 15:44:29.858871",62.5256405472755,62.7014896372954,"0:00:00.135977",0.0577622175216675,0.135977,"EDGE","CNN","8",0.1
25,"2021-07-06 15:44:29.995161",62.5441039943695,62.7183129310608,"0:00:00.134608",0.0600337187449137,0.134608,"EDGE","CNN","8",0.1
26,"2021-07-06 15:44:30.132780",62.5621841779122,62.7349283145024,"0:00:00.135886",0.0623273690541585,0.135886,"EDGE","CNN","8",0.1
27,"2021-07-06 15:44:30.281294",62.5799741833298,62.7517598381749,"0:00:00.146600",0.0648026029268901,0.1466,"EDGE","CNN","8",0.1
28,"2021-07-06 15:44:30.418411",62.5975512947355,62.7680429475648,"0:00:00.135308",0.0670878847440084,0.135308,"EDGE","CNN","8",0.1
29,"2021-07-06 15:44:30.554639",62.6153658998424,62.7846261221787,"0:00:00.134534",0.0693583528200785,0.134534,"EDGE","CNN","8",0.1
30,"2021-07-06 15:44:30.691178",62.6328896443049,62.8010090271632,"0:00:00.134791",0.0716340025266012,0.134791,"EDGE","CNN","8",0.1
31,"2021-07-06 15:44:30.840124",62.6501599896339,62.8176105560795,"0:00:00.147146",0.0741164326667786,0.147146,"EDGE","CNN","8",0.1
32,"2021-07-06 15:44:30.976959",62.6675850823522,62.8340331315994,"0:00:00.135151",0.0763970176378886,0.135151,"EDGE","CNN","8",0.1
33,"2021-07-06 15:44:31.113944",62.684787829717,62.8502972053759,"0:00:00.135228",0.0786801020304362,0.135228,"EDGE","CNN","8",0.1
34,"2021-07-06 15:44:31.259559",62.7020385896458,62.8666710502961,"0:00:00.135462",0.0811070164044698,0.135462,"EDGE","CNN","8",0.1
35,"2021-07-06 15:44:31.407738",62.7190996374403,62.8832176344735,"0:00:00.146382",0.0835766673088074,0.146382,"EDGE","CNN","8",0.1
36,"2021-07-06 15:44:31.544741",62.7362882428699,62.8996126188172,"0:00:00.135305",0.0858600497245789,0.135305,"EDGE","CNN","8",0.1
37,"2021-07-06 15:44:31.680771",62.7528763590632,62.9154190888276,"0:00:00.134129",0.0881272196769714,0.134129,"EDGE","CNN","8",0.1
38,"2021-07-06 15:44:31.826150",62.769701317737,62.9317516339453,"0:00:00.143580",0.0905502001444499,0.14358,"EDGE","CNN","8",0.1
39,"2021-07-06 15:44:31.963356",62.7865859239529,62.9479632438757,"0:00:00.135572",0.0928369681040446,0.135572,"EDGE","CNN","8",0.1
40,"2021-07-06 15:44:32.100181",62.8033218741417,62.9640492975712,"0:00:00.135094",0.0951173861821493,0.135094,"EDGE","CNN","8",0.1
41,"2021-07-06 15:44:32.237629",62.8199123289527,62.9800353806193,"0:00:00.135663",0.0974081834157308,0.135663,"EDGE","CNN","8",0.1
42,"2021-07-06 15:44:32.385810",62.8363837060474,62.9961837870734,"0:00:00.146290",0.0998778661092122,0.14629,"EDGE","CNN","8",0.1
43,"2021-07-06 15:44:32.522581",62.8529891246973,63.0122172721597,"0:00:00.134966",0.102157386144002,0.134966,"EDGE","CNN","8",0.1
44,"2021-07-06 15:44:32.659250",62.8694612817331,63.0281440994956,"0:00:00.134985",0.104435201485952,0.134985,"EDGE","CNN","8",0.1
