"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","ClassificationTime","Platform","Algorithm","Size","Workload"
1,"2021-06-30 15:57:36.725401",59.9445662498474,63.1280188560486,"0:00:03.183045",0,0.183045,"EDGE","CNN","32",1
2,"2021-06-30 15:57:36.874285",61.0483103990555,62.7124298810959,"0:00:00.144383",0.00248140096664429,0.144383,"EDGE","CNN","32",1
3,"2021-06-30 15:57:37.014595",61.1288526852926,62.2845477263133,"0:00:00.138574",0.00481990178426107,0.138574,"EDGE","CNN","32",1
4,"2021-06-30 15:57:37.155783",60.9525860548019,61.8543160557747,"0:00:00.139564",0.00717303355534871,0.139564,"EDGE","CNN","32",1
5,"2021-06-30 15:57:37.536928",60.6732597351074,61.4705950737,"0:00:00.379501",0.0135254502296448,0.379501,"EDGE","CNN","32",1
6,"2021-06-30 15:57:37.676253",60.3845158020655,61.0719525416692,"0:00:00.137679",0.0158475359280904,0.137679,"EDGE","CNN","32",1
7,"2021-06-30 15:57:37.815602",60.0531506878989,60.6620879513877,"0:00:00.137667",0.0181700189908346,0.137667,"EDGE","CNN","32",1
8,"2021-06-30 15:57:37.964462",59.6714141964912,60.2226643562317,"0:00:00.147168",0.0206510186195374,0.147168,"EDGE","CNN","32",1
9,"2021-06-30 15:57:38.103861",59.279380162557,59.7846694257524,"0:00:00.137329",0.0229743361473084,0.137329,"EDGE","CNN","32",1
10,"2021-06-30 15:57:38.245024",58.8784096479416,59.3470532655716,"0:00:00.138376",0.0253270506858826,0.138376,"EDGE","CNN","32",1
11,"2021-06-30 15:57:38.385265",58.4725249030373,58.9111661477522,"0:00:00.138023",0.0276644031206767,0.138023,"EDGE","CNN","32",1
12,"2021-06-30 15:57:38.537485",58.0512153903643,58.4658375581106,"0:00:00.149774",0.0302013993263245,0.149774,"EDGE","CNN","32",1
13,"2021-06-30 15:57:38.679255",57.6379780219151,58.0314796521113,"0:00:00.139460",0.0325642347335815,0.13946,"EDGE","CNN","32",1
14,"2021-06-30 15:57:38.845376",57.2226413999285,57.5997803381511,"0:00:00.163789",0.0353329181671143,0.163789,"EDGE","CNN","32",1
15,"2021-06-30 15:57:38.986032",56.8067277272542,57.1679888884226,"0:00:00.138377",0.0376771847407023,0.138377,"EDGE","CNN","32",1
16,"2021-06-30 15:57:39.141650",56.3880426287651,56.7363453358412,"0:00:00.153325",0.0402708172798157,0.153325,"EDGE","CNN","32",1
17,"2021-06-30 15:57:39.282669",55.9687735613655,56.3047976213343,"0:00:00.139310",0.0426211357116699,0.13931,"EDGE","CNN","32",1
18,"2021-06-30 15:57:39.422585",55.5479020675023,55.8729520241419,"0:00:00.138245",0.0449530680974325,0.138245,"EDGE","CNN","32",1
19,"2021-06-30 15:57:39.562352",55.1255790685353,55.4408036909605,"0:00:00.138119",0.0472825169563293,0.138119,"EDGE","CNN","32",1
20,"2021-06-30 15:57:39.714929",54.7014299988747,55.0084504842758,"0:00:00.150892",0.0498254696528117,0.150892,"EDGE","CNN","32",1
21,"2021-06-30 15:57:39.855610",54.2769068536304,54.5759366012755,"0:00:00.138960",0.0521701494852702,0.13896,"EDGE","CNN","32",1
22,"2021-06-30 15:57:39.994878",53.8514550490813,54.1431590210308,"0:00:00.137587",0.0544912854830424,0.137587,"EDGE","CNN","32",1
23,"2021-06-30 15:57:40.145259",53.4248553877291,53.7103518506755,"0:00:00.148645",0.0569976329803467,0.148645,"EDGE","CNN","32",1
24,"2021-06-30 15:57:40.286499",52.9983125726382,53.2777372300625,"0:00:00.139490",0.059351634979248,0.13949,"EDGE","CNN","32",1
25,"2021-06-30 15:57:40.425908",52.5712690448761,52.8450385665894,"0:00:00.137765",0.0616751194000244,0.137765,"EDGE","CNN","32",1
26,"2021-06-30 15:57:40.565754",52.1436366851513,52.4121989286863,"0:00:00.138085",0.0640058835347494,0.138085,"EDGE","CNN","32",1
27,"2021-06-30 15:57:40.717948",51.7156481389646,51.9798462655809,"0:00:00.150414",0.0665424505869548,0.150414,"EDGE","CNN","32",1
28,"2021-06-30 15:57:40.857946",51.2878139615059,51.5475236432893,"0:00:00.138254",0.0688757499059041,0.138254,"EDGE","CNN","32",1
29,"2021-06-30 15:57:40.997053",50.8596768296998,51.115177080549,"0:00:00.137353",0.0711941997210185,0.137353,"EDGE","CNN","32",1
30,"2021-06-30 15:57:41.138265",50.4314110279083,50.683055583636,"0:00:00.139521",0.0735477328300476,0.139521,"EDGE","CNN","32",1
31,"2021-06-30 15:57:41.290743",50.002591494591,50.2509893832668,"0:00:00.150736",0.0760890364646912,0.150736,"EDGE","CNN","32",1
32,"2021-06-30 15:57:41.430100",49.5740564838052,49.8190032243729,"0:00:00.137704",0.0784116506576538,0.137704,"EDGE","CNN","32",1
33,"2021-06-30 15:57:41.569980",49.1449240409967,49.3866382223187,"0:00:00.137970",0.0807429830233256,0.13797,"EDGE","CNN","32",1
34,"2021-06-30 15:57:41.710502",48.7158593079623,48.9545548733543,"0:00:00.138800",0.0830850164095561,0.1388,"EDGE","CNN","32",1
35,"2021-06-30 15:57:41.861549",48.286605998448,48.5227566923414,"0:00:00.149375",0.0856024662653605,0.149375,"EDGE","CNN","32",1
36,"2021-06-30 15:57:42.000658",47.8575707144207,48.090986278322,"0:00:00.137428",0.0879209518432617,0.137428,"EDGE","CNN","32",1
37,"2021-06-30 15:57:42.140430",47.4284241457243,47.6592721810212,"0:00:00.138163",0.0902504841486613,0.138163,"EDGE","CNN","32",1
