currentTime,core0Usage(%),core1Usage(%),core2Usage(%),core3Usage(%),totalCpuUsage(%),totalMemory,availableMemory,usedMemory,percentageMemory(%),buffersMemory,cachedMemory,totalSwap,freeSwap,usedSwap,percentageSwap(%),totalExt4Partition,usedExt4Partition,freeExt4Partition,percentageExt4Partition(%),totalBootPartition,usedBootPartition,freeBootPartition,percentageBootPartition(%),total_IO_read,total_IO_write
2021-06-21 19:41:50.732159,12.0,12.1,10.6,15.5,66.7,3979698176,2727047168,1123483648,31.5,56922112,1167568896,104853504,104853504,0,0.0,15379681280,12169117696,2533826560,82.8,264289280,30773248,233516032,11.6,1128733696,27240448
2021-06-21 19:42:50.806361,10.1,9.3,12.8,16.6,66.7,3979698176,2727108608,1123868672,31.5,57012224,1167126528,104853504,104853504,0,0.0,15379681280,12169129984,2533814272,82.8,264289280,30773248,233516032,11.6,1128733696,27502592
2021-06-21 19:43:50.875941,13.7,13.5,10.6,12.1,0.0,3979698176,2725928960,1125048320,31.5,57102336,1167147008,104853504,104853504,0,0.0,15379681280,12169142272,2533801984,82.8,264289280,30773248,233516032,11.6,1128733696,27797504
2021-06-21 19:44:50.900481,11.2,13.0,12.7,12.2,100.0,3979698176,2725806080,1124126720,31.5,57192448,1168203776,104853504,104853504,0,0.0,15379681280,12169150464,2533793792,82.8,264289280,30773248,233516032,11.6,1128733696,28104704
2021-06-21 19:45:50.970539,10.3,15.5,10.3,13.5,0.0,3979698176,2726678528,1124302848,31.5,57282560,1167163392,104853504,104853504,0,0.0,15379681280,12169154560,2533789696,82.8,264289280,30773248,233516032,11.6,1128733696,28354560
2021-06-21 19:46:51.040546,10.6,12.3,13.0,12.5,0.0,3979698176,2726006784,1125490688,31.5,57372672,1166659584,104853504,104853504,0,0.0,15379681280,12169166848,2533777408,82.8,264289280,30773248,233516032,11.6,1128733696,28633088
2021-06-21 19:47:51.058964,11.7,11.9,11.0,15.5,66.7,3979698176,2725269504,1125187584,31.5,57454592,1167720448,104853504,104853504,0,0.0,15379681280,12169179136,2533765120,82.8,264289280,30773248,233516032,11.6,1128733696,28878848
2021-06-21 19:48:51.129746,11.3,12.9,9.3,15.3,66.7,3979698176,2726215680,1124769792,31.5,57552896,1167200256,104853504,104853504,0,0.0,15379681280,12169191424,2533752832,82.8,264289280,30773248,233516032,11.6,1128733696,29136896
2021-06-21 19:49:51.191902,9.4,13.0,14.1,12.6,100.0,3979698176,2726490112,1124487168,31.5,57643008,1167224832,104853504,104853504,0,0.0,15379681280,12169199616,2533744640,82.8,264289280,30773248,233516032,11.6,1128733696,29399040
2021-06-21 19:50:51.261175,10.0,14.0,10.9,13.8,50.0,3979698176,2725658624,1124270080,31.5,57733120,1168285696,104853504,104853504,0,0.0,15379681280,12169207808,2533736448,82.8,264289280,30773248,233516032,11.6,1128733696,29620224
2021-06-21 19:51:51.330914,10.2,13.5,11.5,14.6,0.0,3979698176,2725449728,1125523456,31.5,57823232,1167241216,104853504,104853504,0,0.0,15379681280,12169216000,2533728256,82.8,264289280,30773248,233516032,11.6,1128733696,29870080
2021-06-21 19:52:51.392773,11.1,12.9,11.4,13.4,50.0,3979698176,2725380096,1123667968,31.5,57913344,1169199104,104853504,104853504,0,0.0,15379681280,12169232384,2533711872,82.8,264289280,30773248,233516032,11.6,1128733696,30128128
2021-06-21 19:53:51.461934,10.2,15.2,11.6,12.6,50.0,3979698176,2724929536,1125171200,31.5,58003456,1168154624,104853504,104853504,0,0.0,15379681280,12169240576,2533703680,82.8,264289280,30773248,233516032,11.6,1128733696,30414848
