"imageCounter","currentTime","meanNetworkDelay","meanResponseTime","classificationTime","Tempo","ClassificationTime","Platform","Algorithm","Size","Workload"
1,"2021-06-29 14:54:22.337229",85.969083070755,86.7894501686096,"0:00:00.819960",0,0.81996,"EDGE","CNN","32",0.25
2,"2021-06-29 14:54:22.475036",86.2550423145294,86.7333736419678,"0:00:00.136034",0.00229678153991699,0.136034,"EDGE","CNN","32",0.25
3,"2021-06-29 14:54:22.612411",86.3077218532562,86.6719622612,"0:00:00.135743",0.0045863668123881,0.135743,"EDGE","CNN","32",0.25
4,"2021-06-29 14:54:22.747472",86.302003800869,86.6086213588715,"0:00:00.133502",0.00683738390604655,0.133502,"EDGE","CNN","32",0.25
5,"2021-06-29 14:54:23.120308",86.2724696159363,86.5920418262482,"0:00:00.371149",0.0130513151486715,0.371149,"EDGE","CNN","32",0.25
6,"2021-06-29 14:54:23.253857",86.2706550359726,86.558984875679,"0:00:00.131856",0.0152771313985189,0.131856,"EDGE","CNN","32",0.25
7,"2021-06-29 14:54:23.387506",86.2504833425794,86.5165213176182,"0:00:00.132040",0.01750461657842,0.13204,"EDGE","CNN","32",0.25
8,"2021-06-29 14:54:23.529253",86.2188641726971,86.4691841900349,"0:00:00.140046",0.0198670665423075,0.140046,"EDGE","CNN","32",0.25
9,"2021-06-29 14:54:23.663388",86.1805024411943,86.4177609284719,"0:00:00.132516",0.0221026500066121,0.132516,"EDGE","CNN","32",0.25
10,"2021-06-29 14:54:23.796875",86.1366744995117,86.363413643837,"0:00:00.131813",0.0243274331092834,0.131813,"EDGE","CNN","32",0.25
11,"2021-06-29 14:54:23.932223",86.0916337099942,86.3099393411116,"0:00:00.133721",0.0265832344690959,0.133721,"EDGE","CNN","32",0.25
12,"2021-06-29 14:54:24.078107",86.0406481226285,86.2527917822202,"0:00:00.144113",0.0290146350860596,0.144113,"EDGE","CNN","32",0.25
13,"2021-06-29 14:54:24.212641",85.9882906950437,86.1943580370683,"0:00:00.132906",0.0312568664550781,0.132906,"EDGE","CNN","32",0.25
14,"2021-06-29 14:54:24.346142",85.9340502704893,86.134836265019,"0:00:00.131883",0.0334818840026855,0.131883,"EDGE","CNN","32",0.25
