currentTime,totalCpuUsage(%),totalMemory,availableMemory,usedMemory,percentageMemory(%),buffersMemory,cachedMemory,totalSwap,freeSwap,usedSwap,percentageSwap(%),totalPartition,usedPartition,freePartition,percentagePartition(%),total_IO_read,total_IO_write
2021-08-23 18:56:19.538696,0.0,8345075712,7599476736,427515904,8.9,0,0,0,0.0,83067539456,20962263040,62088499200,25.2,3406917632,16814449664,,
2021-08-23 18:57:19.570917,0.0,8345075712,7599271936,427720704,8.9,0,0,0,0.0,83067539456,20962279424,62088482816,25.2,3406917632,16814662656,,
2021-08-23 18:58:19.602891,0.0,8345075712,7599259648,427732992,8.9,0,0,0,0.0,83067539456,20962295808,62088466432,25.2,3406917632,16815141888,,
2021-08-23 18:59:19.666772,0.0,8345075712,7599067136,427925504,8.9,0,0,0,0.0,83067539456,20962312192,62088450048,25.2,3406917632,16815358976,,
2021-08-23 19:00:19.698909,0.0,8345075712,7599099904,427892736,8.9,0,0,0,0.0,83067539456,20962328576,62088433664,25.2,3406917632,16815604736,,
2021-08-23 19:01:19.730928,0.0,8345075712,7598845952,428146688,8.9,0,0,0,0.0,83067539456,20962344960,62088417280,25.2,3406917632,16815825920,,
2021-08-23 19:02:19.762899,0.0,8345075712,7598903296,428089344,8.9,0,0,0,0.0,83067539456,20962361344,62088400896,25.2,3406917632,16816043008,,
2021-08-23 19:03:19.794910,0.0,8345075712,7598944256,428048384,8.9,0,0,0,0.0,83067539456,20962377728,62088384512,25.2,3406917632,16816288768,,
2021-08-23 19:04:19.858837,0.0,8345075712,7599226880,427765760,8.9,0,0,0,0.0,83067539456,20962394112,62088368128,25.2,3406917632,16816534528,,
2021-08-23 19:05:19.866903,0.0,8345075712,7599005696,427986944,8.9,0,0,0,0.0,83067539456,20962410496,62088351744,25.2,3406917632,16816743424,,
2021-08-23 19:06:19.878883,0.0,8345075712,7598018560,428969984,9.0,0,0,0,0.0,83067539456,20962426880,62088335360,25.2,3406917632,16816997376,,
2021-08-23 19:07:19.922910,0.0,8345075712,7598817280,428175360,8.9,0,0,0,0.0,83067539456,20962443264,62088318976,25.2,3406917632,16817394688,,
2021-08-23 19:08:19.986765,0.0,8345075712,7599046656,427945984,8.9,0,0,0,0.0,83067539456,20962459648,62088302592,25.2,3406917632,16817615872,,
2021-08-23 19:09:20.050171,0.0,8345075712,7598088192,428904448,9.0,0,0,0,0.0,83067539456,20962476032,62088286208,25.2,3406917632,16818316288,,
2021-08-23 19:10:20.083050,0.0,8345075712,7598342144,428650496,8.9,0,0,0,0.0,83067539456,20962496512,62088265728,25.2,3406917632,16818529280,,
2021-08-23 19:11:20.146987,0.0,8345075712,7598120960,428871680,9.0,0,0,0,0.0,83067539456,20962516992,62088245248,25.2,3406917632,16818816000,,
2021-08-23 19:12:20.174880,0.0,8345075712,7598088192,428904448,9.0,0,0,0,0.0,83067539456,20962533376,62088228864,25.2,3406917632,16819033088,,
2021-08-23 19:13:20.210905,0.0,8345075712,7597887488,429105152,9.0,0,0,0,0.0,83067539456,20962549760,62088212480,25.2,3406917632,16819241984,,
2021-08-23 19:14:20.266684,0.0,8345075712,7598174208,428818432,9.0,0,0,0,0.0,83067539456,20962566144,62088196096,25.2,3406917632,16819463168,,
2021-08-23 19:15:20.329188,0.0,8345075712,7594700800,432291840,9.0,0,0,0,0.0,83067539456,20962566144,62088196096,25.2,3406917632,16819549184,,
2021-08-23 19:16:20.338723,0.0,8345075712,7590481920,436510720,9.0,0,0,0,0.0,83067539456,20962566144,62088196096,25.2,3406917632,16819569664,,
2021-08-23 19:17:20.400799,0.0,8345075712,7585263616,441729024,9.1,0,0,0,0.0,83067539456,20962566144,62088196096,25.2,3406917632,16819663872,,
