currentTime,totalCpuUsage(%),totalMemory,availableMemory,usedMemory,percentageMemory(%),buffersMemory,cachedMemory,totalSwap,freeSwap,usedSwap,percentageSwap(%),totalPartition,usedPartition,freePartition,percentagePartition(%),total_IO_read,total_IO_write
2021-08-23 18:42:18.864066,0.0,8345075712,7653924864,373067776,8.3,0,0,0,0.0,83067539456,20962009088,62088753152,25.2,3406917632,16810726400,,
2021-08-23 18:43:18.929511,0.0,8345075712,7623081984,403910656,8.7,0,0,0,0.0,83067539456,20962037760,62088724480,25.2,3406917632,16811099136,,
2021-08-23 18:44:18.992903,100.0,8345075712,7615627264,411365376,8.7,0,0,0,0.0,83067539456,20962054144,62088708096,25.2,3406917632,16811299840,,
2021-08-23 18:45:19.056241,0.0,8345075712,7607607296,419385344,8.8,0,0,0,0.0,83067539456,20962070528,62088691712,25.2,3406917632,16811578368,,
2021-08-23 18:46:19.090855,0.0,8345075712,7601250304,425742336,8.9,0,0,0,0.0,83067539456,20962091008,62088671232,25.2,3406917632,16811811840,,
2021-08-23 18:47:19.122931,0.0,8345075712,7600758784,426233856,8.9,0,0,0,0.0,83067539456,20962111488,62088650752,25.2,3406917632,16812020736,,
2021-08-23 18:48:19.186747,0.0,8345075712,7600562176,426430464,8.9,0,0,0,0.0,83067539456,20962127872,62088634368,25.2,3406917632,16812229632,,
2021-08-23 18:49:19.250584,0.0,8345075712,7600599040,426393600,8.9,0,0,0,0.0,83067539456,20962144256,62088617984,25.2,3406917632,16812459008,,
2021-08-23 18:50:19.274896,0.0,8345075712,7600857088,426135552,8.9,0,0,0,0.0,83067539456,20962160640,62088601600,25.2,3406917632,16812672000,,
2021-08-23 18:51:19.294960,0.0,8345075712,7600381952,426610688,8.9,0,0,0,0.0,83067539456,20962177024,62088585216,25.2,3406917632,16812930048,,
2021-08-23 18:52:19.350758,0.0,8345075712,7600414720,426577920,8.9,0,0,0,0.0,83067539456,20962193408,62088568832,25.2,3406917632,16813155328,,
2021-08-23 18:53:19.394958,100.0,8345075712,7598845952,428146688,8.9,0,0,0,0.0,83067539456,20962209792,62088552448,25.2,3406917632,16813548544,,
2021-08-23 18:54:19.460197,0.0,8345075712,7599214592,427778048,8.9,0,0,0,0.0,83067539456,20962230272,62088531968,25.2,3406917632,16813995008,,
2021-08-23 18:55:19.474982,0.0,8345075712,7599230976,427761664,8.9,0,0,0,0.0,83067539456,20962246656,62088515584,25.2,3406917632,16814220288,,
