currentTime,totalCpuUsage(%),totalMemory,availableMemory,usedMemory,percentageMemory(%),buffersMemory,cachedMemory,totalSwap,freeSwap,usedSwap,percentageSwap(%),totalPartition,usedPartition,freePartition,percentagePartition(%),total_IO_read,total_IO_write
2021-08-24 17:23:34.906262,0.0,8345075712,7639642112,387350528,8.5,0,0,0,0.0,83067539456,20982931456,62067830784,25.3,3477020672,17216623616,,
2021-08-24 17:24:34.969252,100.0,8345075712,7628328960,398663680,8.6,0,0,0,0.0,83067539456,20982947840,62067814400,25.3,3477020672,17216930816,,
2021-08-24 17:25:35.031981,0.0,8345075712,7626797056,400195584,8.6,0,0,0,0.0,83067539456,20982951936,62067810304,25.3,3477020672,17217139712,,
2021-08-24 17:26:35.059043,0.0,8345075712,7623741440,403251200,8.6,0,0,0,0.0,83067539456,20982956032,62067806208,25.3,3477020672,17217303552,,
2021-08-24 17:27:35.091046,0.0,8345075712,7621431296,405561344,8.7,0,0,0,0.0,83067539456,20982964224,62067798016,25.3,3477020672,17217467392,,
2021-08-24 17:28:35.155110,0.0,8345075712,7618605056,408387584,8.7,0,0,0,0.0,83067539456,20982968320,62067793920,25.3,3477020672,17217651712,,
2021-08-24 17:29:35.218782,0.0,8345075712,7616294912,410697728,8.7,0,0,0,0.0,83067539456,20982972416,62067789824,25.3,3477020672,17217938432,,
2021-08-24 17:30:35.278792,0.0,8345075712,7613472768,413519872,8.8,0,0,0,0.0,83067539456,20982980608,62067781632,25.3,3477020672,17218135040,,
2021-08-24 17:31:35.334968,0.0,8345075712,7610609664,416382976,8.8,0,0,0,0.0,83067539456,20982984704,62067777536,25.3,3477020672,17218290688,,
2021-08-24 17:32:35.346915,0.0,8345075712,7608311808,418680832,8.8,0,0,0,0.0,83067539456,20982988800,62067773440,25.3,3477020672,17218466816,,
2021-08-24 17:33:35.378981,0.0,8345075712,7605555200,421437440,8.9,0,0,0,0.0,83067539456,20982996992,62067765248,25.3,3477020672,17218630656,,
2021-08-24 17:34:35.442945,0.0,8345075712,7603216384,423776256,8.9,0,0,0,0.0,83067539456,20983005184,62067757056,25.3,3477020672,17218872320,,
2021-08-24 17:35:35.506895,0.0,8345075712,7602159616,424833024,8.9,0,0,0,0.0,83067539456,20983009280,62067752960,25.3,3477020672,17219044352,,
2021-08-24 17:36:35.570232,0.0,8345075712,7601954816,425037824,8.9,0,0,0,0.0,83067539456,20983013376,62067748864,25.3,3477020672,17219224576,,
2021-08-24 17:37:35.634394,0.0,8345075712,7601442816,425545728,8.9,0,0,0,0.0,83067539456,20983021568,62067740672,25.3,3477020672,17219408896,,
2021-08-24 17:38:35.697818,0.0,8345075712,7601459200,425533440,8.9,0,0,0,0.0,83067539456,20983025664,62067736576,25.3,3477020672,17219601408,,
2021-08-24 17:39:35.761497,0.0,8345075712,7601483776,425504768,8.9,0,0,0,0.0,83067539456,20983029760,62067732480,25.3,3477020672,17219785728,,
2021-08-24 17:40:35.822793,0.0,8345075712,7601528832,425463808,8.9,0,0,0,0.0,83067539456,20983037952,62067724288,25.3,3477020672,17219974144,,
2021-08-24 17:41:35.886291,0.0,8345075712,7601201152,425791488,8.9,0,0,0,0.0,83067539456,20983037952,62067724288,25.3,3477020672,17220084736,,
2021-08-24 17:42:35.949662,0.0,8345075712,7600578560,426414080,8.9,0,0,0,0.0,83067539456,20983037952,62067724288,25.3,3477020672,17220105216,,
2021-08-24 17:43:35.969418,100.0,8345075712,7599824896,427167744,8.9,0,0,0,0.0,83067539456,20983037952,62067724288,25.3,3477020672,17220203520,,
2021-08-24 17:44:36.032678,0.0,8345075712,7599099904,427892736,8.9,0,0,0,0.0,83067539456,20983037952,62067724288,25.3,3477020672,17220224000,,
2021-08-24 17:45:36.065415,0.0,8345075712,7598313472,428679168,8.9,0,0,0,0.0,83067539456,20983037952,62067724288,25.3,3477020672,17220244480,,
2021-08-24 17:46:36.128299,0.0,8345075712,7597559808,429432832,9.0,0,0,0,0.0,83067539456,20983037952,62067724288,25.3,3477020672,17220264960,,
2021-08-24 17:47:36.154849,0.0,8345075712,7596785664,430206976,9.0,0,0,0,0.0,83067539456,20983037952,62067724288,25.3,3477020672,17220285440,,
2021-08-24 17:48:36.217184,0.0,8345075712,7595966464,431026176,9.0,0,0,0,0.0,83067539456,20983037952,62067724288,25.3,3477020672,17220305920,,
2021-08-24 17:49:36.280335,0.0,8345075712,7595147264,431845376,9.0,0,0,0,0.0,83067539456,20983037952,62067724288,25.3,3477020672,17220326400,,
2021-08-24 17:50:36.338808,0.0,8345075712,7594328064,432664576,9.0,0,0,0,0.0,83067539456,20983037952,62067724288,25.3,3477020672,17220346880,,
2021-08-24 17:51:36.401271,0.0,8345075712,7593254912,433737728,9.0,0,0,0,0.0,83067539456,20983037952,62067724288,25.3,3477020672,17220514816,,
2021-08-24 17:52:36.464369,0.0,8345075712,7592439808,434552832,9.0,0,0,0,0.0,83067539456,20983042048,62067720192,25.3,3477020672,17220568064,,
2021-08-24 17:53:36.526882,0.0,8345075712,7591661568,435331072,9.0,0,0,0,0.0,83067539456,20983042048,62067720192,25.3,3477020672,17220588544,,
2021-08-24 17:54:36.590204,0.0,8345075712,7590875136,436117504,9.0,0,0,0,0.0,83067539456,20983042048,62067720192,25.3,3477020672,17220609024,,
