currentTime,totalCpuUsage(%),totalMemory,availableMemory,usedMemory,percentageMemory(%),buffersMemory,cachedMemory,totalSwap,freeSwap,usedSwap,percentageSwap(%),totalPartition,usedPartition,freePartition,percentagePartition(%),total_IO_read,total_IO_write
2021-08-24 18:39:56.986358,0.0,8345075712,7639048192,387940352,8.5,0,0,0,0.0,83067539456,20983320576,62067441664,25.3,3477020672,17229448192,,
2021-08-24 18:40:57.022722,0.0,8345075712,7628009472,398979072,8.6,0,0,0,0.0,83067539456,20983336960,62067425280,25.3,3477020672,17229845504,,
2021-08-24 18:41:57.059027,0.0,8345075712,7624957952,402034688,8.6,0,0,0,0.0,83067539456,20983345152,62067417088,25.3,3477020672,17230054400,,
2021-08-24 18:42:57.124423,100.0,8345075712,7620546560,406446080,8.7,0,0,0,0.0,83067539456,20983353344,62067408896,25.3,3477020672,17230242816,,
2021-08-24 18:43:57.187428,0.0,8345075712,7616958464,410034176,8.7,0,0,0,0.0,83067539456,20983361536,62067400704,25.3,3477020672,17230431232,,
2021-08-24 18:44:57.250679,0.0,8345075712,7613612032,413380608,8.8,0,0,0,0.0,83067539456,20983365632,62067396608,25.3,3477020672,17230627840,,
2021-08-24 18:45:57.313753,100.0,8345075712,7609982976,417009664,8.8,0,0,0,0.0,83067539456,20983373824,62067388416,25.3,3477020672,17230803968,,
2021-08-24 18:46:57.377367,0.0,8345075712,7606128640,420864000,8.9,0,0,0,0.0,83067539456,20983386112,62067376128,25.3,3477020672,17231033344,,
2021-08-24 18:47:57.440671,100.0,8345075712,7602819072,424173568,8.9,0,0,0,0.0,83067539456,20983394304,62067367936,25.3,3477020672,17231234048,,
2021-08-24 18:48:57.470750,0.0,8345075712,7601778688,425213952,8.9,0,0,0,0.0,83067539456,20983402496,62067359744,25.3,3477020672,17231451136,,
2021-08-24 18:49:57.526615,0.0,8345075712,7601827840,425164800,8.9,0,0,0,0.0,83067539456,20983410688,62067351552,25.3,3477020672,17231639552,,
2021-08-24 18:50:57.589849,0.0,8345075712,7572611072,454381568,9.3,0,0,0,0.0,83067539456,21265137664,61785624576,25.6,3792686080,17542005760,,
2021-08-24 18:51:57.618966,0.0,8345075712,7577436160,449556480,9.2,0,0,0,0.0,83067539456,21265145856,61785616384,25.6,3792686080,17542681600,,
2021-08-24 18:52:57.682604,0.0,8345075712,7582650368,444342272,9.1,0,0,0,0.0,83067539456,21265154048,61785608192,25.6,3792686080,17543013376,,
2021-08-24 18:53:57.745421,100.0,8345075712,7582203904,444788736,9.1,0,0,0,0.0,83067539456,21265162240,61785600000,25.6,3792686080,17543189504,,
2021-08-24 18:54:57.776855,0.0,8345075712,7581351936,445640704,9.2,0,0,0,0.0,83067539456,21265162240,61785600000,25.6,3792686080,17543255040,,
2021-08-24 18:55:57.840112,0.0,8345075712,7580332032,446660608,9.2,0,0,0,0.0,83067539456,21265162240,61785600000,25.6,3792686080,17543726080,,
2021-08-24 18:56:57.842734,0.0,8345075712,7579275264,447717376,9.2,0,0,0,0.0,83067539456,21265162240,61785600000,25.6,3792686080,17543783424,,
2021-08-24 18:57:57.905755,100.0,8345075712,7578210304,448782336,9.2,0,0,0,0.0,83067539456,21265162240,61785600000,25.6,3792686080,17543803904,,
2021-08-24 18:58:57.962782,0.0,8345075712,7577153536,449839104,9.2,0,0,0,0.0,83067539456,21265162240,61785600000,25.6,3792686080,17543824384,,
2021-08-24 18:59:58.002944,0.0,8345075712,7576838144,450154496,9.2,0,0,0,0.0,83067539456,21265162240,61785600000,25.6,3792686080,17543844864,,
2021-08-24 19:00:58.065762,0.0,8345075712,7575781376,451211264,9.2,0,0,0,0.0,83067539456,21265162240,61785600000,25.6,3792686080,17543865344,,
2021-08-24 19:01:58.082673,0.0,8345075712,7574790144,452202496,9.2,0,0,0,0.0,83067539456,21265162240,61785600000,25.6,3792686080,17543885824,,
2021-08-24 19:02:58.091249,0.0,8345075712,7578570752,448421888,9.2,0,0,0,0.0,83067539456,21265162240,61785600000,25.6,3792686080,17543906304,,
2021-08-24 19:03:58.099769,0.0,8345075712,7578181632,448811008,9.2,0,0,0,0.0,83067539456,21265162240,61785600000,25.6,3792686080,17543975936,,
2021-08-24 19:04:58.108375,0.0,8345075712,7576870912,450121728,9.2,0,0,0,0.0,83067539456,21265162240,61785600000,25.6,3792686080,17544213504,,
