currentTime,totalCpuUsage(%),totalMemory,availableMemory,usedMemory,percentageMemory(%),buffersMemory,cachedMemory,totalSwap,freeSwap,usedSwap,percentageSwap(%),totalPartition,usedPartition,freePartition,percentagePartition(%),total_IO_read,total_IO_write
2021-08-24 16:49:48.763139,0.0,8345075712,7639494656,387497984,8.5,0,0,0,0.0,83067539456,20982800384,62067961856,25.3,3477020672,17211216896,,
2021-08-24 16:50:48.826099,0.0,8345075712,7627919360,399073280,8.6,0,0,0,0.0,83067539456,20982816768,62067945472,25.3,3477020672,17211532288,,
2021-08-24 16:51:48.889092,0.0,8345075712,7627415552,399577088,8.6,0,0,0,0.0,83067539456,20982820864,62067941376,25.3,3477020672,17211720704,,
2021-08-24 16:52:48.946907,0.0,8345075712,7625359360,401633280,8.6,0,0,0,0.0,83067539456,20982824960,62067937280,25.3,3477020672,17211896832,,
2021-08-24 16:53:49.006876,0.0,8345075712,7623299072,403693568,8.6,0,0,0,0.0,83067539456,20982829056,62067933184,25.3,3477020672,17212044288,,
2021-08-24 16:54:49.010834,0.0,8345075712,7620702208,406290432,8.7,0,0,0,0.0,83067539456,20982833152,62067929088,25.3,3477020672,17212199936,,
2021-08-24 16:55:49.074077,0.0,8345075712,7618674688,408317952,8.7,0,0,0,0.0,83067539456,20982837248,62067924992,25.3,3477020672,17212363776,,
2021-08-24 16:56:49.136842,0.0,8345075712,7616647168,410345472,8.7,0,0,0,0.0,83067539456,20982841344,62067920896,25.3,3477020672,17212523520,,
2021-08-24 16:57:49.180921,100.0,8345075712,7614783488,412209152,8.8,0,0,0,0.0,83067539456,20982845440,62067916800,25.3,3477020672,17212716032,,
2021-08-24 16:58:49.188064,100.0,8345075712,7612985344,414007296,8.8,0,0,0,0.0,83067539456,20982849536,62067912704,25.3,3477020672,17212867584,,
2021-08-24 16:59:49.203041,0.0,8345075712,7610658816,416333824,8.8,0,0,0,0.0,83067539456,20982853632,62067908608,25.3,3477020672,17213023232,,
2021-08-24 17:00:49.266212,0.0,8345075712,7608901632,418091008,8.8,0,0,0,0.0,83067539456,20982857728,62067904512,25.3,3477020672,17213178880,,
2021-08-24 17:01:49.328923,100.0,8345075712,7606591488,420401152,8.8,0,0,0,0.0,83067539456,20982861824,62067900416,25.3,3477020672,17213342720,,
2021-08-24 17:02:49.362765,0.0,8345075712,7604285440,422707200,8.9,0,0,0,0.0,83067539456,20982865920,62067896320,25.3,3477020672,17213498368,,
2021-08-24 17:03:49.425538,100.0,8345075712,7602806784,424185856,8.9,0,0,0,0.0,83067539456,20982870016,62067892224,25.3,3477020672,17213674496,,
2021-08-24 17:04:49.488696,100.0,8345075712,7602294784,424697856,8.9,0,0,0,0.0,83067539456,20982874112,62067888128,25.3,3477020672,17213830144,,
2021-08-24 17:05:49.498789,0.0,8345075712,7602053120,424939520,8.9,0,0,0,0.0,83067539456,20982878208,62067884032,25.3,3477020672,17214227456,,
2021-08-24 17:06:49.561514,0.0,8345075712,7602360320,424632320,8.9,0,0,0,0.0,83067539456,20982882304,62067879936,25.3,3477020672,17214399488,,
2021-08-24 17:07:49.624534,0.0,8345075712,7602339840,424652800,8.9,0,0,0,0.0,83067539456,20982886400,62067875840,25.3,3477020672,17214551040,,
2021-08-24 17:08:49.650740,0.0,8345075712,7602356224,424636416,8.9,0,0,0,0.0,83067539456,20982890496,62067871744,25.3,3477020672,17214731264,,
2021-08-24 17:09:49.713759,100.0,8345075712,7602122752,424869888,8.9,0,0,0,0.0,83067539456,20982894592,62067867648,25.3,3477020672,17214895104,,
2021-08-24 17:10:49.776589,0.0,8345075712,7602176000,424816640,8.9,0,0,0,0.0,83067539456,20982898688,62067863552,25.3,3477020672,17215087616,,
2021-08-24 17:11:49.839468,0.0,8345075712,7602016256,424976384,8.9,0,0,0,0.0,83067539456,20982902784,62067859456,25.3,3477020672,17215251456,,
2021-08-24 17:12:49.842782,0.0,8345075712,7602012160,424980480,8.9,0,0,0,0.0,83067539456,20982906880,62067855360,25.3,3477020672,17215415296,,
2021-08-24 17:13:49.903017,0.0,8345075712,7602257920,424734720,8.9,0,0,0,0.0,83067539456,20982915072,62067847168,25.3,3477020672,17215599616,,
2021-08-24 17:14:49.962768,0.0,8345075712,7602323456,424669184,8.9,0,0,0,0.0,83067539456,20982919168,62067843072,25.3,3477020672,17215763456,,
2021-08-24 17:15:50.025663,0.0,8345075712,7602311168,424681472,8.9,0,0,0,0.0,83067539456,20982923264,62067838976,25.3,3477020672,17215927296,,
2021-08-24 17:16:50.088636,66.7,8345075712,7602122752,424869888,8.9,0,0,0,0.0,83067539456,20982923264,62067838976,25.3,3477020672,17216058368,,
2021-08-24 17:17:50.151684,50.0,8345075712,7600828416,426164224,8.9,0,0,0,0.0,83067539456,20982923264,62067838976,25.3,3477020672,17216336896,,
2021-08-24 17:18:50.215016,0.0,8345075712,7600377856,426614784,8.9,0,0,0,0.0,83067539456,20982927360,62067834880,25.3,3477020672,17216390144,,
2021-08-24 17:19:50.278108,0.0,8345075712,7599759360,427233280,8.9,0,0,0,0.0,83067539456,20982927360,62067834880,25.3,3477020672,17216418816,,
2021-08-24 17:20:50.341186,100.0,8345075712,7599181824,427810816,8.9,0,0,0,0.0,83067539456,20982927360,62067834880,25.3,3477020672,17216439296,,
2021-08-24 17:21:50.362299,0.0,8345075712,7598505984,428486656,8.9,0,0,0,0.0,83067539456,20982927360,62067834880,25.3,3477020672,17216459776,,
