currentTime,totalCpuUsage(%),totalMemory,availableMemory,usedMemory,percentageMemory(%),buffersMemory,cachedMemory,totalSwap,freeSwap,usedSwap,percentageSwap(%),totalPartition,usedPartition,freePartition,percentagePartition(%),total_IO_read,total_IO_write
2021-09-06 20:46:21.259732,100.0,4119285760,2915778560,966311936,29.2,0,0,0,0.0,83067539456,25849806848,57200955392,31.1,1163677184,58917888
2021-09-06 20:47:21.300655,0.0,4119285760,2913140736,968929280,29.3,0,0,0,0.0,83067539456,25849815040,57200947200,31.1,1163677184,59139072
2021-09-06 20:48:21.363758,0.0,4119285760,2912436224,969650176,29.3,0,0,0,0.0,83067539456,25849823232,57200939008,31.1,1163677184,59323392
2021-09-06 20:49:21.396659,0.0,4119285760,2912538624,969510912,29.3,0,0,0,0.0,83067539456,25849831424,57200930816,31.1,1163677184,59511808
2021-09-06 20:50:21.412654,0.0,4119285760,2912706560,969318400,29.3,0,0,0,0.0,83067539456,25849839616,57200922624,31.1,1163677184,59679744
2021-09-06 20:51:21.428649,0.0,4119285760,2912862208,969207808,29.3,0,0,0,0.0,83067539456,25849847808,57200914432,31.1,1163677184,60109824
2021-09-06 20:52:21.460682,0.0,4119285760,2913046528,969031680,29.3,0,0,0,0.0,83067539456,25849851904,57200910336,31.1,1163677184,60277760
2021-09-06 20:53:21.508516,0.0,4119285760,2912759808,969310208,29.3,0,0,0,0.0,83067539456,25849860096,57200902144,31.1,1163677184,60457984
2021-09-06 20:54:21.571160,100.0,4119285760,2913148928,968929280,29.3,0,0,0,0.0,83067539456,25849868288,57200893952,31.1,1163677184,60613632
2021-09-06 20:55:21.632442,0.0,4119285760,2912948224,969121792,29.3,0,0,0,0.0,83067539456,25849872384,57200889856,31.1,1163677184,60793856
2021-09-06 20:56:21.640480,0.0,4119285760,2913021952,969056256,29.3,0,0,0,0.0,83067539456,25849880576,57200881664,31.1,1163677184,60969984
2021-09-06 20:57:21.700509,0.0,4119285760,2913116160,968933376,29.3,0,0,0,0.0,83067539456,25849888768,57200873472,31.1,1163677184,61346816
2021-09-06 20:58:21.716489,0.0,4119285760,2912813056,969228288,29.3,0,0,0,0.0,83067539456,25849892864,57200869376,31.1,1163677184,61576192
